municipality_code,municipality_name,comarca_code,comarca_name,reference_period,rfdb_total_eur,rfdb_eur_per_capita,rfdb_index_catalonia_100,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
081363,Montornès del Vallès,41,Vallès Oriental,2023,316372000,18719,90,37.2457,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.2457,37.2457,100,,official,default,true
081379,Montseny,41,Vallès Oriental,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081385,Moià,42,Moianès,2023,127335000,19034,91.6,40.6589,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.6589,40.6589,100,,official,default,true
081398,Mura,07,Bages,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081402,Navarcles,07,Bages,2023,128643000,20982,100.9,61.7666,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.7666,61.7666,100,,official,default,true
081419,Navàs,07,Bages,2023,126563000,20513,98.7,56.6847,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.6847,56.6847,100,,official,default,true
081424,la Nou de Berguedà,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081430,Òdena,06,Anoia,2023,66928000,18113,87.1,30.6793,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.6793,30.6793,100,,official,default,true
081445,Olvan,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081458,Olèrdola,03,Alt Penedès,2023,81066000,20533,98.8,56.9015,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.9015,56.9015,100,,official,default,true
081461,Olesa de Bonesvalls,03,Alt Penedès,2023,42163000,20068,96.5,51.8629,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.8629,51.8629,100,,official,default,true
081477,Olesa de Montserrat,11,Baix Llobregat,2023,476323000,19382,93.2,44.4297,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.4297,44.4297,100,,official,default,true
081483,Olivella,17,Garraf,2023,80100000,18057,86.9,30.0725,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.0725,30.0725,100,,official,default,true
081496,Olost,43,Lluçanès,2023,26630000,21828,105,70.9335,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.9335,70.9335,100,,official,default,true
081509,Orís,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081516,Oristà,43,Lluçanès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081521,Orpí,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081537,Òrrius,21,Maresme,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081542,Pacs del Penedès,03,Alt Penedès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081555,Palafolls,21,Maresme,2023,174685000,17675,85,25.9334,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,25.9334,25.9334,100,,official,default,true
081568,Palau-solità i Plegamans,40,Vallès Occidental,2023,324822000,21251,102.2,64.6814,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.6814,64.6814,100,,official,default,true
081574,Pallejà,11,Baix Llobregat,2023,264208000,22448,108,77.6516,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,77.6516,77.6516,100,,official,default,true
081580,el Papiol,11,Baix Llobregat,2023,90589000,20839,100.2,60.2171,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,60.2171,60.2171,100,,official,default,true
081593,Parets del Vallès,41,Vallès Oriental,2023,393662000,20836,100.2,60.1846,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,60.1846,60.1846,100,,official,default,true
081607,Perafita,43,Lluçanès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081614,Piera,06,Anoia,2023,301922000,17371,83.6,22.6393,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,22.6393,22.6393,100,,official,default,true
081629,els Hostalets de Pierola,06,Anoia,2023,58315000,18155,87.3,31.1344,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,31.1344,31.1344,100,,official,default,true
081635,Pineda de Mar,21,Maresme,2023,492231000,16901,81.3,17.5466,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,17.5466,17.5466,100,,official,default,true
081640,el Pla del Penedès,03,Alt Penedès,2023,24383000,18292,88,32.6189,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.6189,32.6189,100,,official,default,true
081653,la Pobla de Claramunt,06,Anoia,2023,46250000,19773,95.1,48.6664,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.6664,48.6664,100,,official,default,true
081666,la Pobla de Lillet,14,Berguedà,2023,21940000,19927,95.9,50.3351,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.3351,50.3351,100,,official,default,true
081672,Polinyà,40,Vallès Occidental,2023,162066000,19038,91.6,40.7023,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.7023,40.7023,100,,official,default,true
081688,Pontons,03,Alt Penedès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081691,el Prat de Llobregat,11,Baix Llobregat,2023,1324343000,20168,97,52.9465,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.9465,52.9465,100,,official,default,true
081705,els Prats de Rei,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081712,Prats de Lluçanès,43,Lluçanès,2023,52911000,19699,94.8,47.8646,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.8646,47.8646,100,,official,default,true
081727,Premià de Mar,21,Maresme,2023,586162000,20343,97.9,54.8427,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.8427,54.8427,100,,official,default,true
081748,Puigdàlber,03,Alt Penedès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081751,Puig-reig,14,Berguedà,2023,85280000,19212,92.4,42.5876,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.5876,42.5876,100,,official,default,true
081764,Pujalt,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081770,la Quar,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081786,Rajadell,07,Bages,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081799,Rellinars,40,Vallès Occidental,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081803,Ripollet,40,Vallès Occidental,2023,710966000,18087,87,30.3976,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.3976,30.3976,100,,official,default,true
081810,la Roca del Vallès,41,Vallès Oriental,2023,255326000,23399,112.6,87.9562,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,87.9562,87.9562,100,,official,default,true
081825,el Pont de Vilomara i Rocafort,07,Bages,2023,71388000,17361,83.5,22.531,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,22.531,22.531,100,,official,default,true
081831,Roda de Ter,24,Osona,2023,130255000,19175,92.2,42.1867,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.1867,42.1867,100,,official,default,true
081846,Rubí,40,Vallès Occidental,2023,1493163000,18483,88.9,34.6885,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.6885,34.6885,100,,official,default,true
081859,Rubió,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081878,Sabadell,40,Vallès Occidental,2023,4461882000,20303,97.7,54.4093,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.4093,54.4093,100,,official,default,true
081884,Sagàs,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081897,Sant Pere Sallavinera,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081901,Saldes,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081918,Sallent,07,Bages,2023,138599000,20166,97,52.9248,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.9248,52.9248,100,,official,default,true
081923,Santpedor,07,Bages,2023,165665000,21557,103.7,67.9971,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.9971,67.9971,100,,official,default,true
081939,Sant Iscle de Vallalta,21,Maresme,2023,28166000,19345,93,44.0288,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.0288,44.0288,100,,official,default,true
081944,Sant Adrià de Besòs,13,Barcelonès,2023,661754000,17283,83.1,21.6858,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,21.6858,21.6858,100,,official,default,true
081957,Sant Agustí de Lluçanès,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081960,Sant Andreu de la Barca,11,Baix Llobregat,2023,518751000,19253,92.6,43.0319,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.0319,43.0319,100,,official,default,true
081976,Sant Andreu de Llavaneres,21,Maresme,2023,283375000,23819,114.6,92.5072,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,92.5072,92.5072,100,,official,default,true
081982,Sant Antoni de Vilamajor,41,Vallès Oriental,2023,147196000,22272,107.1,75.7445,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,75.7445,75.7445,100,,official,default,true
081995,Sant Bartomeu del Grau,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082009,Sant Boi de Llobregat,11,Baix Llobregat,2023,1644512000,19548,94,46.2284,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.2284,46.2284,100,,official,default,true
082016,Sant Boi de Lluçanès,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082021,Sant Celoni,41,Vallès Oriental,2023,354836000,19112,91.9,41.5041,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.5041,41.5041,100,,official,default,true
082037,Sant Cebrià de Vallalta,21,Maresme,2023,76021000,19984,96.1,50.9527,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.9527,50.9527,100,,official,default,true
082042,Sant Climent de Llobregat,11,Baix Llobregat,2023,86641000,20639,99.3,58.05,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.05,58.05,100,,official,default,true
082055,Sant Cugat del Vallès,40,Vallès Occidental,2023,2985806000,30434,146.4,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082068,Sant Cugat Sesgarrigues,03,Alt Penedès,2023,20187000,19656,94.5,47.3986,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.3986,47.3986,100,,official,default,true
082074,Sant Esteve de Palautordera,41,Vallès Oriental,2023,67158000,21954,105.6,72.2988,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.2988,72.2988,100,,official,default,true
082080,Sant Esteve Sesrovires,11,Baix Llobregat,2023,179703000,22581,108.6,79.0927,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,79.0927,79.0927,100,,official,default,true
082093,Sant Fost de Campsentelles,41,Vallès Oriental,2023,196529000,21394,102.9,66.2309,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.2309,66.2309,100,,official,default,true
082107,Sant Feliu de Codines,41,Vallès Oriental,2023,125954000,19224,92.5,42.7177,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.7177,42.7177,100,,official,default,true
082114,Sant Feliu de Llobregat,11,Baix Llobregat,2023,1033330000,22381,107.7,76.9256,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,76.9256,76.9256,100,,official,default,true
082129,Sant Feliu Sasserra,07,Bages,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082135,Sant Fruitós de Bages,07,Bages,2023,215307000,23439,112.7,88.3897,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,88.3897,88.3897,100,,official,default,true
082140,Vilassar de Dalt,21,Maresme,2023,227784000,24551,118.1,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082153,Sant Hipòlit de Voltregà,24,Osona,2023,75455000,20388,98.1,55.3303,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.3303,55.3303,100,,official,default,true
082166,Sant Jaume de Frontanyà,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082172,Sant Joan Despí,11,Baix Llobregat,2023,801068000,23030,110.8,83.9579,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,83.9579,83.9579,100,,official,default,true
082188,Sant Joan de Vilatorrada,07,Bages,2023,215120000,19642,94.5,47.2469,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.2469,47.2469,100,,official,default,true
082191,Vilassar de Mar,21,Maresme,2023,529395000,25085,120.7,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082205,Sant Julià de Vilatorta,24,Osona,2023,82136000,25210,121.3,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082212,Sant Just Desvern,11,Baix Llobregat,2023,686713000,33256,160,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082227,Sant Llorenç d'Hortons,03,Alt Penedès,2023,52836000,20361,97.9,55.0377,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.0377,55.0377,100,,official,default,true
082233,Sant Llorenç Savall,40,Vallès Occidental,2023,48518000,19012,91.4,40.4205,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.4205,40.4205,100,,official,default,true
082248,Sant Martí de Centelles,24,Osona,2023,22404000,17981,86.5,29.249,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,29.249,29.249,100,,official,default,true
082251,Sant Martí d'Albars,43,Lluçanès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082264,Sant Martí de Tous,06,Anoia,2023,26210000,20509,98.6,56.6414,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.6414,56.6414,100,,official,default,true
082270,Sant Martí Sarroca,03,Alt Penedès,2023,61793000,18287,88,32.5647,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.5647,32.5647,100,,official,default,true
082286,Sant Martí Sesgueioles,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082299,Sant Mateu de Bages,07,Bages,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082303,Premià de Dalt,21,Maresme,2023,278164000,26364,126.8,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082310,Sant Pere de Ribes,17,Garraf,2023,625086000,19622,94.4,47.0302,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.0302,47.0302,100,,official,default,true
082325,Sant Pere de Riudebitlles,03,Alt Penedès,2023,50895000,20481,98.5,56.338,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.338,56.338,100,,official,default,true
082331,Sant Pere de Torelló,24,Osona,2023,51352000,19912,95.8,50.1726,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.1726,50.1726,100,,official,default,true
082346,Sant Pere de Vilamajor,41,Vallès Oriental,2023,100715000,20626,99.2,57.9092,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.9092,57.9092,100,,official,default,true
082359,Sant Pol de Mar,21,Maresme,2023,132629000,22907,110.2,82.6251,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,82.6251,82.6251,100,,official,default,true
082362,Sant Quintí de Mediona,03,Alt Penedès,2023,39632000,16189,77.9,9.8317,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,9.8317,9.8317,100,,official,default,true
082378,Sant Quirze de Besora,24,Osona,2023,41387000,19513,93.9,45.8492,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.8492,45.8492,100,,official,default,true
082384,Sant Quirze del Vallès,40,Vallès Occidental,2023,543916000,26995,129.8,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082397,Sant Quirze Safaja,42,Moianès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082401,Sant Sadurní d'Anoia,03,Alt Penedès,2023,276779000,21411,103,66.4151,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.4151,66.4151,100,,official,default,true
082418,Sant Sadurní d'Osormort,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082423,Marganell,07,Bages,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082439,Santa Cecília de Voltregà,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082444,Santa Coloma de Cervelló,11,Baix Llobregat,2023,189247000,22640,108.9,79.732,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,79.732,79.732,100,,official,default,true
082457,Santa Coloma de Gramenet,13,Barcelonès,2023,1998662000,16649,80.1,14.816,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.816,14.816,100,,official,default,true
082460,Santa Eugènia de Berga,24,Osona,2023,47679000,20730,99.7,59.0361,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.0361,59.0361,100,,official,default,true
082476,Santa Eulàlia de Riuprimer,24,Osona,2023,31176000,21179,101.9,63.9012,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.9012,63.9012,100,,official,default,true
082482,Santa Eulàlia de Ronçana,41,Vallès Oriental,2023,158186000,20067,96.5,51.8521,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.8521,51.8521,100,,official,default,true
082495,Santa Fe del Penedès,03,Alt Penedès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082508,Santa Margarida de Montbui,06,Anoia,2023,150546000,14390,69.2,0,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
082515,Santa Margarida i els Monjos,03,Alt Penedès,2023,148429000,19337,93,43.9421,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.9421,43.9421,100,,official,default,true
082520,Barberà del Vallès,40,Vallès Occidental,2023,672892000,20086,96.6,52.0579,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.0579,52.0579,100,,official,default,true
082536,Santa Maria de Besora,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082541,l'Esquirol,24,Osona,2023,46708000,20513,98.7,56.6847,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.6847,56.6847,100,,official,default,true
082554,Santa Maria de Merlès,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082567,Santa Maria de Martorelles,41,Vallès Oriental,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082573,Santa Maria de Miralles,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082589,Santa Maria d'Oló,42,Moianès,2023,21002000,19303,92.9,43.5737,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.5737,43.5737,100,,official,default,true
082592,Santa Maria de Palautordera,41,Vallès Oriental,2023,206951000,20837,100.2,60.1955,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,60.1955,60.1955,100,,official,default,true
082606,Santa Perpètua de Mogoda,40,Vallès Occidental,2023,515253000,19884,95.6,49.8692,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.8692,49.8692,100,,official,default,true
082613,Santa Susanna,21,Maresme,2023,72392000,18434,88.7,34.1576,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.1576,34.1576,100,,official,default,true
082628,Sant Vicenç de Castellet,07,Bages,2023,175330000,17370,83.6,22.6285,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,22.6285,22.6285,100,,official,default,true
082634,Sant Vicenç dels Horts,11,Baix Llobregat,2023,533191000,18705,90,37.094,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.094,37.094,100,,official,default,true
082649,Sant Vicenç de Montalt,21,Maresme,2023,179449000,26684,128.4,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082652,Sant Vicenç de Torelló,24,Osona,2023,46500000,22334,107.4,76.4163,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,76.4163,76.4163,100,,official,default,true
082665,Cerdanyola del Vallès,40,Vallès Occidental,2023,1303939000,22561,108.5,78.876,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,78.876,78.876,100,,official,default,true
082671,Sentmenat,40,Vallès Occidental,2023,188408000,19860,95.5,49.6091,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.6091,49.6091,100,,official,default,true
082687,Cercs,14,Berguedà,2023,23149000,19388,93.3,44.4947,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.4947,44.4947,100,,official,default,true
082690,Seva,24,Osona,2023,83768000,22126,106.4,74.1625,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,74.1625,74.1625,100,,official,default,true
