municipality_code,municipality_name,comarca_code,comarca_name,reference_period,rfdb_total_eur,rfdb_eur_per_capita,rfdb_index_catalonia_100,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
080018,Abrera,11,Baix Llobregat,2023,262812000,20357,97.9,54.9944,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.9944,54.9944,100,,official,default,true
080023,Aguilar de Segarra,07,Bages,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080039,Alella,21,Maresme,2023,359949000,35425,170.4,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
080044,Alpens,43,Lluçanès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080057,l'Ametlla del Vallès,41,Vallès Oriental,2023,251196000,26831,129.1,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
080060,Arenys de Mar,21,Maresme,2023,337932000,20604,99.1,57.6708,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.6708,57.6708,100,,official,default,true
080076,Arenys de Munt,21,Maresme,2023,199257000,21150,101.7,63.587,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.587,63.587,100,,official,default,true
080082,Argençola,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080095,Argentona,21,Maresme,2023,283797000,22084,106.2,73.7075,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.7075,73.7075,100,,official,default,true
080109,Artés,07,Bages,2023,118537000,19704,94.8,47.9188,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.9188,47.9188,100,,official,default,true
080116,Avià,14,Berguedà,2023,45622000,20276,97.5,54.1167,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.1167,54.1167,100,,official,default,true
080121,Avinyó,07,Bages,2023,46103000,20088,96.6,52.0796,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.0796,52.0796,100,,official,default,true
080137,Avinyonet del Penedès,03,Alt Penedès,2023,34280000,19656,94.5,47.3986,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.3986,47.3986,100,,official,default,true
080142,Aiguafreda,24,Osona,2023,58537000,22715,109.3,80.5447,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,80.5447,80.5447,100,,official,default,true
080155,Badalona,13,Barcelonès,2023,4305624000,19114,91.9,41.5258,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.5258,41.5258,100,,official,default,true
080168,Bagà,14,Berguedà,2023,44690000,20633,99.2,57.985,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.985,57.985,100,,official,default,true
080174,Balenyà,24,Osona,2023,72221000,18132,87.2,30.8852,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.8852,30.8852,100,,official,default,true
080180,Balsareny,07,Bages,2023,64056000,19376,93.2,44.3647,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.3647,44.3647,100,,official,default,true
080193,Barcelona,13,Barcelonès,2023,43278408000,25898,124.6,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
080207,Begues,11,Baix Llobregat,2023,205036000,27588,132.7,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
080214,Bellprat,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080229,Berga,14,Berguedà,2023,330234000,19322,92.9,43.7796,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.7796,43.7796,100,,official,default,true
080235,Bigues i Riells del Fai,41,Vallès Oriental,2023,215950000,21632,104.1,68.8098,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.8098,68.8098,100,,official,default,true
080240,Borredà,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080253,el Bruc,06,Anoia,2023,47646000,20779,99.9,59.567,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.567,59.567,100,,official,default,true
080266,el Brull,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080272,les Cabanyes,03,Alt Penedès,2023,21232000,21169,101.8,63.7929,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.7929,63.7929,100,,official,default,true
080288,Cabrera d'Anoia,06,Anoia,2023,28793000,16967,81.6,18.2618,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.2618,18.2618,100,,official,default,true
080291,Cabrera de Mar,21,Maresme,2023,138383000,27805,133.7,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
080305,Cabrils,21,Maresme,2023,243673000,31280,150.5,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
080312,Calaf,06,Anoia,2023,64208000,17930,86.2,28.6964,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.6964,28.6964,100,,official,default,true
080327,Caldes d'Estrac,21,Maresme,2023,73567000,22797,109.7,81.4332,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,81.4332,81.4332,100,,official,default,true
080333,Caldes de Montbui,41,Vallès Oriental,2023,379424000,20817,100.1,59.9788,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.9788,59.9788,100,,official,default,true
080348,Calders,42,Moianès,2023,23684000,21414,103,66.4476,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.4476,66.4476,100,,official,default,true
080351,Calella,21,Maresme,2023,343012000,17163,82.6,20.3855,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,20.3855,20.3855,100,,official,default,true
080364,Calonge de Segarra,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080370,Calldetenes,24,Osona,2023,53613000,20254,97.4,53.8783,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.8783,53.8783,100,,official,default,true
080386,Callús,07,Bages,2023,41591000,19646,94.5,47.2903,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.2903,47.2903,100,,official,default,true
080399,Campins,41,Vallès Oriental,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080403,Canet de Mar,21,Maresme,2023,291318000,19325,93,43.8121,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.8121,43.8121,100,,official,default,true
080410,Canovelles,41,Vallès Oriental,2023,291018000,16970,81.6,18.2943,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.2943,18.2943,100,,official,default,true
080425,Cànoves i Samalús,41,Vallès Oriental,2023,67867000,20491,98.6,56.4464,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.4464,56.4464,100,,official,default,true
080431,Canyelles,17,Garraf,2023,97992000,18527,89.1,35.1653,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,35.1653,35.1653,100,,official,default,true
080446,Capellades,06,Anoia,2023,104884000,19112,91.9,41.5041,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.5041,41.5041,100,,official,default,true
080459,Capolat,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080462,Cardedeu,41,Vallès Oriental,2023,404401000,21212,102,64.2588,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.2588,64.2588,100,,official,default,true
080478,Cardona,07,Bages,2023,96809000,21221,102.1,64.3563,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.3563,64.3563,100,,official,default,true
080484,Carme,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080497,Casserres,14,Berguedà,2023,31588000,19041,91.6,40.7348,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.7348,40.7348,100,,official,default,true
080500,Castellar del Riu,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080517,Castellar del Vallès,40,Vallès Occidental,2023,542912000,21534,103.6,67.7479,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.7479,67.7479,100,,official,default,true
080522,Castellar de n'Hug,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080538,Castellbell i el Vilar,07,Bages,2023,72206000,17624,84.8,25.3807,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,25.3807,25.3807,100,,official,default,true
080543,Castellbisbal,40,Vallès Occidental,2023,262171000,20352,97.9,54.9402,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.9402,54.9402,100,,official,default,true
080556,Castellcir,42,Moianès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080569,Castelldefels,11,Baix Llobregat,2023,1535699000,22337,107.4,76.4489,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,76.4489,76.4489,100,,official,default,true
080575,Castell de l'Areny,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080581,Castellet i la Gornal,03,Alt Penedès,2023,45122000,17268,83.1,21.5233,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,21.5233,21.5233,100,,official,default,true
080594,Castellfollit del Boix,07,Bages,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080608,Castellfollit de Riubregós,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080615,Castellgalí,07,Bages,2023,43325000,18634,89.6,36.3247,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.3247,36.3247,100,,official,default,true
080620,Castellnou de Bages,07,Bages,2023,30145000,21155,101.8,63.6412,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.6412,63.6412,100,,official,default,true
080636,Castellolí,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080641,Castellterçol,42,Moianès,2023,52391000,19100,91.9,41.3741,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.3741,41.3741,100,,official,default,true
080654,Castellví de la Marca,03,Alt Penedès,2023,30280000,17938,86.3,28.7831,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.7831,28.7831,100,,official,default,true
080667,Castellví de Rosanes,11,Baix Llobregat,2023,44193000,21175,101.9,63.8579,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.8579,63.8579,100,,official,default,true
080673,Centelles,24,Osona,2023,156930000,20239,97.4,53.7158,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.7158,53.7158,100,,official,default,true
080689,Cervelló,11,Baix Llobregat,2023,215507000,22571,108.6,78.9844,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,78.9844,78.9844,100,,official,default,true
080692,Collbató,11,Baix Llobregat,2023,118221000,24461,117.7,99.4636,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,99.4636,99.4636,100,,official,default,true
080706,Collsuspina,42,Moianès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080713,Copons,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080728,Corbera de Llobregat,11,Baix Llobregat,2023,343385000,21929,105.5,72.0279,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.0279,72.0279,100,,official,default,true
080734,Cornellà de Llobregat,11,Baix Llobregat,2023,1738405000,19180,92.3,42.2409,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.2409,42.2409,100,,official,default,true
080749,Cubelles,17,Garraf,2023,325257000,18982,91.3,40.0955,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.0955,40.0955,100,,official,default,true
080752,Dosrius,21,Maresme,2023,121647000,20114,96.7,52.3613,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.3613,52.3613,100,,official,default,true
080765,Esparreguera,11,Baix Llobregat,2023,448152000,19968,96,50.7793,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.7793,50.7793,100,,official,default,true
080771,Esplugues de Llobregat,11,Baix Llobregat,2023,1085679000,22939,110.3,82.9719,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,82.9719,82.9719,100,,official,default,true
080787,l'Espunyola,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080790,l'Estany,42,Moianès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080804,Fígols,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080811,Fogars de Montclús,41,Vallès Oriental,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080826,Fogars de la Selva,34,Selva,2023,29552000,17899,86.1,28.3605,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.3605,28.3605,100,,official,default,true
080832,Folgueroles,24,Osona,2023,51876000,22974,110.5,83.3511,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,83.3511,83.3511,100,,official,default,true
080847,Fonollosa,07,Bages,2023,31229000,19853,95.5,49.5333,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.5333,49.5333,100,,official,default,true
080850,Font-rubí,03,Alt Penedès,2023,25940000,17976,86.5,29.1949,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,29.1949,29.1949,100,,official,default,true
080863,les Franqueses del Vallès,41,Vallès Oriental,2023,390462000,18971,91.3,39.9763,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.9763,39.9763,100,,official,default,true
080879,Gallifa,40,Vallès Occidental,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080885,la Garriga,41,Vallès Oriental,2023,392786000,22903,110.2,82.5818,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,82.5818,82.5818,100,,official,default,true
080898,Gavà,11,Baix Llobregat,2023,1043565000,21866,105.2,71.3453,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,71.3453,71.3453,100,,official,default,true
080902,Gaià,07,Bages,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080919,Gelida,03,Alt Penedès,2023,154400000,19286,92.8,43.3895,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.3895,43.3895,100,,official,default,true
080924,Gironella,14,Berguedà,2023,97559000,19419,93.4,44.8306,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.8306,44.8306,100,,official,default,true
080930,Gisclareny,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080945,la Granada,03,Alt Penedès,2023,45988000,20485,98.5,56.3813,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.3813,56.3813,100,,official,default,true
080958,Granera,42,Moianès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
080961,Granollers,41,Vallès Oriental,2023,1309106000,20642,99.3,58.0825,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.0825,58.0825,100,,official,default,true
080977,Gualba,41,Vallès Oriental,2023,33421000,19637,94.5,47.1928,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.1928,47.1928,100,,official,default,true
080983,Sant Salvador de Guardiola,07,Bages,2023,66868000,19399,93.3,44.6139,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.6139,44.6139,100,,official,default,true
080996,Guardiola de Berguedà,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081000,Gurb,24,Osona,2023,70592000,26145,125.8,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
081017,l'Hospitalet de Llobregat,13,Barcelonès,2023,4916057000,17591,84.6,25.0232,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,25.0232,25.0232,100,,official,default,true
081022,Igualada,06,Anoia,2023,819475000,19738,94.9,48.2872,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.2872,48.2872,100,,official,default,true
081038,Jorba,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081043,la Llacuna,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081056,la Llagosta,41,Vallès Oriental,2023,236490000,18051,86.8,30.0075,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.0075,30.0075,100,,official,default,true
081069,Llinars del Vallès,41,Vallès Oriental,2023,224893000,21246,102.2,64.6272,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.6272,64.6272,100,,official,default,true
081075,Lliçà d'Amunt,41,Vallès Oriental,2023,332332000,20574,99,57.3457,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.3457,57.3457,100,,official,default,true
081081,Lliçà de Vall,41,Vallès Oriental,2023,149670000,22027,106,73.0898,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.0898,73.0898,100,,official,default,true
081094,Lluçà,43,Lluçanès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081108,Malgrat de Mar,21,Maresme,2023,340275000,17709,85.2,26.3018,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.3018,26.3018,100,,official,default,true
081115,Malla,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081120,Manlleu,24,Osona,2023,367381000,17297,83.2,21.8375,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,21.8375,21.8375,100,,official,default,true
081136,Manresa,07,Bages,2023,1521333000,19221,92.5,42.6852,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.6852,42.6852,100,,official,default,true
081141,Martorell,11,Baix Llobregat,2023,539694000,18897,90.9,39.1744,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.1744,39.1744,100,,official,default,true
081154,Martorelles,41,Vallès Oriental,2023,105739000,21370,102.8,65.9708,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.9708,65.9708,100,,official,default,true
081167,les Masies de Roda,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081173,les Masies de Voltregà,24,Osona,2023,67622000,20698,99.6,58.6893,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.6893,58.6893,100,,official,default,true
081189,el Masnou,21,Maresme,2023,581523000,23920,115.1,93.6016,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,93.6016,93.6016,100,,official,default,true
081192,Masquefa,06,Anoia,2023,180466000,18196,87.5,31.5787,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,31.5787,31.5787,100,,official,default,true
081206,Matadepera,40,Vallès Occidental,2023,343350000,34766,167.2,100,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
081213,Mataró,21,Maresme,2023,2405098000,18465,88.8,34.4935,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.4935,34.4935,100,,official,default,true
081228,Mediona,03,Alt Penedès,2023,43463000,16469,79.2,12.8656,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,12.8656,12.8656,100,,official,default,true
081234,Molins de Rei,11,Baix Llobregat,2023,615619000,23013,110.7,83.7737,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,83.7737,83.7737,100,,official,default,true
081249,Mollet del Vallès,41,Vallès Oriental,2023,991094000,19106,91.9,41.4391,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.4391,41.4391,100,,official,default,true
081252,Montcada i Reixac,40,Vallès Occidental,2023,687364000,18591,89.4,35.8587,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,35.8587,35.8587,100,,official,default,true
081265,Montgat,21,Maresme,2023,276949000,22061,106.1,73.4582,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.4582,73.4582,100,,official,default,true
081271,Monistrol de Montserrat,07,Bages,2023,58272000,18302,88,32.7273,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.7273,32.7273,100,,official,default,true
081287,Monistrol de Calders,42,Moianès,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081290,Muntanyola,24,Osona,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081304,Montclar,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081311,Montesquiu,24,Osona,2023,19214000,17499,84.2,24.0263,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,24.0263,24.0263,100,,official,default,true
081326,Montmajor,14,Berguedà,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081332,Montmaneu,06,Anoia,2023,,,,,0,missing,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
081347,Figaró-Montmany,41,Vallès Oriental,2023,21523000,18302,88,32.7273,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.7273,32.7273,100,,official,default,true
081350,Montmeló,41,Vallès Oriental,2023,175046000,19786,95.2,48.8073,85,municipality,idescat_rfdbc_21181_25017,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.8073,48.8073,100,,official,default,true
