municipality_code,municipality_name,comarca_code,comarca_name,reference_period,touches_coast,distance_to_coast_km,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
171870,"Saus, Camallera i Llampaies",02,Alt Empordà,2026-02,false,12.858869,77.3231,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,77.3231,77.3231,100,,official,default,true
171886,la Selva de Mar,02,Alt Empordà,2026-02,false,1.417036,97.2057,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,97.2057,97.2057,100,,official,default,true
171899,la Cellera de Ter,34,Selva,2026-02,false,35.113726,49.5457,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,49.5457,49.5457,100,,official,default,true
171903,Serinyà,28,Pla de l'Estany,2026-02,false,30.323305,54.5274,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,54.5274,54.5274,100,,official,default,true
171910,Serra de Daró,10,Baix Empordà,2026-02,false,10.030099,81.8238,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,81.8238,81.8238,100,,official,default,true
171925,Setcases,31,Ripollès,2026-02,false,69.349591,24.9826,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,24.9826,24.9826,100,,official,default,true
171931,Sils,34,Selva,2026-02,false,14.933739,74.1801,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,74.1801,74.1801,100,,official,default,true
171946,Susqueda,34,Selva,2026-02,false,42.624896,42.6349,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,42.6349,42.6349,100,,official,default,true
171959,la Tallada d'Empordà,10,Baix Empordà,2026-02,false,7.747057,85.6466,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,85.6466,85.6466,100,,official,default,true
171962,Terrades,02,Alt Empordà,2026-02,false,24.834702,60.8539,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,60.8539,60.8539,100,,official,default,true
171978,Torrent,10,Baix Empordà,2026-02,false,7.270467,86.4668,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,86.4668,86.4668,100,,official,default,true
171984,Torroella de Fluvià,02,Alt Empordà,2026-02,false,5.822737,89.007,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,89.007,89.007,100,,official,default,true
171997,Torroella de Montgrí,10,Baix Empordà,2026-02,true,5.743503,100,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,100,100,100,,official,default,true
172001,Tortellà,19,Garrotxa,2026-02,false,39.783276,45.1281,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,45.1281,45.1281,100,,official,default,true
172018,Toses,31,Ripollès,2026-02,false,91.143192,16.1562,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,16.1562,16.1562,100,,official,default,true
172023,Tossa de Mar,34,Selva,2026-02,true,0.187803,100,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,100,100,100,,official,default,true
172039,Ultramort,10,Baix Empordà,2026-02,false,12.247604,78.2742,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,78.2742,78.2742,100,,official,default,true
172044,Ullà,10,Baix Empordà,2026-02,false,7.405704,86.2333,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,86.2333,86.2333,100,,official,default,true
172057,Ullastret,10,Baix Empordà,2026-02,false,10.585993,80.9191,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,80.9191,80.9191,100,,official,default,true
172060,Urús,15,Cerdanya,2026-02,false,102.782289,12.801,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,12.801,12.801,100,,official,default,true
172076,la Vall d'en Bas,19,Garrotxa,2026-02,false,54.248362,33.7913,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,33.7913,33.7913,100,,official,default,true
172082,la Vall de Bianya,19,Garrotxa,2026-02,false,54.21014,33.8171,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,33.8171,33.8171,100,,official,default,true
172095,Vall-llobrega,10,Baix Empordà,2026-02,false,2.759302,94.6309,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,94.6309,94.6309,100,,official,default,true
172109,Ventalló,02,Alt Empordà,2026-02,false,7.231721,86.5339,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,86.5339,86.5339,100,,official,default,true
172116,Verges,10,Baix Empordà,2026-02,false,9.723395,82.3273,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,82.3273,82.3273,100,,official,default,true
172121,Vidrà,24,Osona,2026-02,false,63.462463,28.1043,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,28.1043,28.1043,100,,official,default,true
172137,Vidreres,34,Selva,2026-02,false,11.416165,79.5867,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,79.5867,79.5867,100,,official,default,true
172142,Vilabertran,02,Alt Empordà,2026-02,false,12.883191,77.2855,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,77.2855,77.2855,100,,official,default,true
172155,Vilablareix,20,Gironès,2026-02,false,27.85156,57.2907,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,57.2907,57.2907,100,,official,default,true
172168,Viladasens,20,Gironès,2026-02,false,16.335677,72.129,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,72.129,72.129,100,,official,default,true
172174,Viladamat,02,Alt Empordà,2026-02,false,3.681493,92.9016,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,92.9016,92.9016,100,,official,default,true
172180,Vilademuls,28,Pla de l'Estany,2026-02,false,18.772636,68.6978,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,68.6978,68.6978,100,,official,default,true
172207,Viladrau,24,Osona,2026-02,false,32.799594,51.8927,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,51.8927,51.8927,100,,official,default,true
172214,Vilafant,02,Alt Empordà,2026-02,false,15.005353,74.0739,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,74.0739,74.0739,100,,official,default,true
172229,Vilaür,02,Alt Empordà,2026-02,false,13.192116,76.8095,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,76.8095,76.8095,100,,official,default,true
172235,Vilajuïga,02,Alt Empordà,2026-02,false,6.934863,87.0492,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,87.0492,87.0492,100,,official,default,true
172240,Vilallonga de Ter,31,Ripollès,2026-02,false,67.365659,25.9938,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,25.9938,25.9938,100,,official,default,true
172253,Vilamacolum,02,Alt Empordà,2026-02,false,4.445946,91.492,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,91.492,91.492,100,,official,default,true
172266,Vilamalla,02,Alt Empordà,2026-02,false,11.667349,79.1879,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,79.1879,79.1879,100,,official,default,true
172272,Vilamaniscle,02,Alt Empordà,2026-02,false,7.188784,86.6082,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,86.6082,86.6082,100,,official,default,true
172288,Vilanant,02,Alt Empordà,2026-02,false,19.123287,68.2177,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,68.2177,68.2177,100,,official,default,true
172305,Vila-sacra,02,Alt Empordà,2026-02,false,9.362802,82.9231,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,82.9231,82.9231,100,,official,default,true
172327,Vilopriu,10,Baix Empordà,2026-02,false,11.178011,79.9667,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,79.9667,79.9667,100,,official,default,true
172333,Vilobí d'Onyar,34,Selva,2026-02,false,22.836307,63.3354,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,63.3354,63.3354,100,,official,default,true
172348,Biure,02,Alt Empordà,2026-02,false,21.884289,64.5529,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,64.5529,64.5529,100,,official,default,true
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",10,Baix Empordà,2026-02,false,15.440734,73.4317,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,73.4317,73.4317,100,,official,default,true
179026,Forallac,10,Baix Empordà,2026-02,false,12.685851,77.5911,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,77.5911,77.5911,100,,official,default,true
179032,Sant Julià del Llor i Bonmatí,34,Selva,2026-02,false,33.713549,50.9528,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,50.9528,50.9528,100,,official,default,true
250019,Abella de la Conca,25,Pallars Jussà,2026-02,false,114.707599,10.0847,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,10.0847,10.0847,100,,official,default,true
250024,Àger,23,Noguera,2026-02,false,106.344723,11.9207,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,11.9207,11.9207,100,,official,default,true
250030,Agramunt,38,Urgell,2026-02,false,75.080566,22.2771,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,22.2771,22.2771,100,,official,default,true
250045,els Alamús,33,Segrià,2026-02,false,66.555611,26.4183,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,26.4183,26.4183,100,,official,default,true
250058,Alàs i Cerc,04,Alt Urgell,2026-02,false,117.303659,9.5744,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,9.5744,9.5744,100,,official,default,true
250061,l'Albagés,18,Garrigues,2026-02,false,49.851275,36.8975,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,36.8975,36.8975,100,,official,default,true
250077,Albatàrrec,33,Segrià,2026-02,false,67.224376,26.0673,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,26.0673,26.0673,100,,official,default,true
250083,Albesa,23,Noguera,2026-02,false,82.981148,19.0211,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,19.0211,19.0211,100,,official,default,true
250096,l'Albi,18,Garrigues,2026-02,false,40.983739,44.0575,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,44.0575,44.0575,100,,official,default,true
250100,Alcanó,33,Segrià,2026-02,false,57.895974,31.4139,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,31.4139,31.4139,100,,official,default,true
250117,Alcarràs,33,Segrià,2026-02,false,69.691115,24.8125,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,24.8125,24.8125,100,,official,default,true
250122,Alcoletge,33,Segrià,2026-02,false,71.27018,24.0411,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,24.0411,24.0411,100,,official,default,true
250138,Alfarràs,33,Segrià,2026-02,false,93.961665,15.2707,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,15.2707,15.2707,100,,official,default,true
250143,Alfés,33,Segrià,2026-02,false,61.550683,29.1996,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,29.1996,29.1996,100,,official,default,true
250156,Algerri,23,Noguera,2026-02,false,90.315445,16.4259,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,16.4259,16.4259,100,,official,default,true
250169,Alguaire,33,Segrià,2026-02,false,84.193278,18.5655,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,18.5655,18.5655,100,,official,default,true
250175,Alins,26,Pallars Sobirà,2026-02,false,144.245914,5.5859,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,5.5859,5.5859,100,,official,default,true
250194,Almacelles,33,Segrià,2026-02,false,89.442138,16.7153,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,16.7153,16.7153,100,,official,default,true
250208,Almatret,33,Segrià,2026-02,false,54.131038,33.8707,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,33.8707,33.8707,100,,official,default,true
250215,Almenar,33,Segrià,2026-02,false,90.884737,16.24,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,16.24,16.24,100,,official,default,true
250220,Alòs de Balaguer,23,Noguera,2026-02,false,91.541553,16.028,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,16.028,16.028,100,,official,default,true
250236,Alpicat,33,Segrià,2026-02,false,78.313781,20.8821,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,20.8821,20.8821,100,,official,default,true
250241,Alt Àneu,26,Pallars Sobirà,2026-02,false,161.728744,3.9377,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,3.9377,3.9377,100,,official,default,true
250254,Naut Aran,39,Val d'Aran,2026-02,false,177.214687,2.8889,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,2.8889,2.8889,100,,official,default,true
250273,Anglesola,38,Urgell,2026-02,false,61.693211,29.1165,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,29.1165,29.1165,100,,official,default,true
250292,Arbeca,18,Garrigues,2026-02,false,54.091984,33.8971,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,33.8971,33.8971,100,,official,default,true
250306,el Pont de Bar,04,Alt Urgell,2026-02,false,115.161335,9.9936,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,9.9936,9.9936,100,,official,default,true
250313,Arres,39,Val d'Aran,2026-02,false,187.138231,2.3689,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,2.3689,2.3689,100,,official,default,true
250328,Arsèguel,04,Alt Urgell,2026-02,false,113.95361,10.2379,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,10.2379,10.2379,100,,official,default,true
250334,Artesa de Lleida,33,Segrià,2026-02,false,61.4014,29.287,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,29.287,29.287,100,,official,default,true
250349,Artesa de Segre,23,Noguera,2026-02,false,87.833943,17.2617,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,17.2617,17.2617,100,,official,default,true
250352,la Sentiu de Sió,23,Noguera,2026-02,false,82.736652,19.1143,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,19.1143,19.1143,100,,official,default,true
250365,Aspa,33,Segrià,2026-02,false,56.951736,32.0128,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,32.0128,32.0128,100,,official,default,true
250371,les Avellanes i Santa Linya,23,Noguera,2026-02,false,96.727813,14.4488,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,14.4488,14.4488,100,,official,default,true
250387,Aitona,33,Segrià,2026-02,false,66.961758,26.2046,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,26.2046,26.2046,100,,official,default,true
250390,Baix Pallars,26,Pallars Sobirà,2026-02,false,132.581814,7.0536,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,7.0536,7.0536,100,,official,default,true
250404,Balaguer,23,Noguera,2026-02,false,83.163065,18.952,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,18.952,18.952,100,,official,default,true
250411,Barbens,27,Pla d'Urgell,2026-02,false,65.517858,26.9724,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,26.9724,26.9724,100,,official,default,true
250426,la Baronia de Rialb,23,Noguera,2026-02,false,87.861082,17.2524,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,17.2524,17.2524,100,,official,default,true
250432,la Vall de Boí,05,Alta Ribagorça,2026-02,false,158.45962,4.2038,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,4.2038,4.2038,100,,official,default,true
250447,Bassella,04,Alt Urgell,2026-02,false,93.692255,15.3532,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,15.3532,15.3532,100,,official,default,true
250450,Bausen,39,Val d'Aran,2026-02,false,195.444289,2.0063,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,2.0063,2.0063,100,,official,default,true
250463,Belianes,38,Urgell,2026-02,false,53.413021,34.3606,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,34.3606,34.3606,100,,official,default,true
250479,Bellcaire d'Urgell,23,Noguera,2026-02,false,77.202375,21.3515,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,21.3515,21.3515,100,,official,default,true
250485,Bell-lloc d'Urgell,27,Pla d'Urgell,2026-02,false,66.77582,26.3022,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,26.3022,26.3022,100,,official,default,true
250498,Bellmunt d'Urgell,23,Noguera,2026-02,false,77.38126,21.2753,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,21.2753,21.2753,100,,official,default,true
250501,Bellpuig,38,Urgell,2026-02,false,60.275555,29.9539,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,29.9539,29.9539,100,,official,default,true
250518,Bellver de Cerdanya,15,Cerdanya,2026-02,false,108.129775,11.5026,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,11.5026,11.5026,100,,official,default,true
250523,Bellvís,27,Pla d'Urgell,2026-02,false,70.258555,24.5325,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,24.5325,24.5325,100,,official,default,true
250539,Benavent de Segrià,33,Segrià,2026-02,false,78.334914,20.8733,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,20.8733,20.8733,100,,official,default,true
250557,Biosca,35,Solsonès,2026-02,false,74.801947,22.4016,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,22.4016,22.4016,100,,official,default,true
250560,Bovera,18,Garrigues,2026-02,false,43.037498,42.2845,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,42.2845,42.2845,100,,official,default,true
250576,Es Bòrdes,39,Val d'Aran,2026-02,false,185.159178,2.4645,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,2.4645,2.4645,100,,official,default,true
250582,les Borges Blanques,18,Garrigues,2026-02,false,53.032804,34.6229,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,34.6229,34.6229,100,,official,default,true
250595,Bossòst,39,Val d'Aran,2026-02,false,190.847095,2.1995,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,2.1995,2.1995,100,,official,default,true
250609,Cabanabona,23,Noguera,2026-02,false,78.811884,20.6752,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,20.6752,20.6752,100,,official,default,true
250616,Cabó,04,Alt Urgell,2026-02,false,119.806673,9.1069,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,9.1069,9.1069,100,,official,default,true
250621,Camarasa,23,Noguera,2026-02,false,90.079021,16.5038,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,16.5038,16.5038,100,,official,default,true
250637,Canejan,39,Val d'Aran,2026-02,false,195.195263,2.0163,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,2.0163,2.0163,100,,official,default,true
250642,Castellar de la Ribera,35,Solsonès,2026-02,false,93.365357,15.4539,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,15.4539,15.4539,100,,official,default,true
250674,Castelldans,18,Garrigues,2026-02,false,53.714376,34.1541,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,34.1541,34.1541,100,,official,default,true
250680,Castellnou de Seana,27,Pla d'Urgell,2026-02,false,63.772634,27.9305,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,27.9305,27.9305,100,,official,default,true
250693,Castelló de Farfanya,23,Noguera,2026-02,false,88.225491,17.1271,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,17.1271,17.1271,100,,official,default,true
250707,Castellserà,38,Urgell,2026-02,false,73.494236,22.9952,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,22.9952,22.9952,100,,official,default,true
250714,Cava,04,Alt Urgell,2026-02,false,111.515114,10.7496,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,10.7496,10.7496,100,,official,default,true
250729,Cervera,32,Segarra,2026-02,false,57.796792,31.4763,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,31.4763,31.4763,100,,official,default,true
250735,Cervià de les Garrigues,18,Garrigues,2026-02,false,43.154942,42.1853,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,42.1853,42.1853,100,,official,default,true
250740,Ciutadilla,38,Urgell,2026-02,false,49.968827,36.8109,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,36.8109,36.8109,100,,official,default,true
250753,Clariana de Cardener,35,Solsonès,2026-02,false,74.985088,22.3197,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,22.3197,22.3197,100,,official,default,true
250766,el Cogul,18,Garrigues,2026-02,false,53.477207,34.3165,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,34.3165,34.3165,100,,official,default,true
250772,Coll de Nargó,04,Alt Urgell,2026-02,false,111.717347,10.7062,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,10.7062,10.7062,100,,official,default,true
250788,Corbins,33,Segrià,2026-02,false,75.711257,21.9979,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,21.9979,21.9979,100,,official,default,true
250791,Cubells,23,Noguera,2026-02,false,85.218447,18.1887,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,18.1887,18.1887,100,,official,default,true
250812,l'Espluga Calba,18,Garrigues,2026-02,false,46.913371,39.1305,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,39.1305,39.1305,100,,official,default,true
250827,Espot,26,Pallars Sobirà,2026-02,false,157.73595,4.265,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,4.265,4.265,100,,official,default,true
250851,Estaràs,32,Segarra,2026-02,false,58.116247,31.2758,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,31.2758,31.2758,100,,official,default,true
250864,Esterri d'Àneu,26,Pallars Sobirà,2026-02,false,160.723236,4.0177,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,4.0177,4.0177,100,,official,default,true
250870,Esterri de Cardós,26,Pallars Sobirà,2026-02,false,150.844722,4.8953,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,4.8953,4.8953,100,,official,default,true
250886,Estamariu,04,Alt Urgell,2026-02,false,118.690632,9.3125,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,9.3125,9.3125,100,,official,default,true
250899,Farrera,26,Pallars Sobirà,2026-02,false,142.193209,5.82,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,5.82,5.82,100,,official,default,true
250925,la Floresta,18,Garrigues,2026-02,false,50.771773,36.2245,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,36.2245,36.2245,100,,official,default,true
250931,Fondarella,27,Pla d'Urgell,2026-02,false,65.067079,27.2166,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,27.2166,27.2166,100,,official,default,true
250946,Foradada,23,Noguera,2026-02,false,86.521087,17.721,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,17.721,17.721,100,,official,default,true
250962,la Fuliola,38,Urgell,2026-02,false,69.05575,25.1298,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,25.1298,25.1298,100,,official,default,true
250978,Fulleda,18,Garrigues,2026-02,false,43.02831,42.2923,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,42.2923,42.2923,100,,official,default,true
250984,Gavet de la Conca,25,Pallars Jussà,2026-02,false,114.949284,10.0361,100,municipality,icgc_coast_v1r0_202602,,2026-08-21T18:23:41Z,0.2.0,,,complete,10.0361,10.0361,100,,official,default,true
