municipality_code,municipality_name,comarca_code,comarca_name,reference_period,area_km2,natural_area_pct,forest_area_pct,protected_area_pct,elevation_mean,elevation_p05,elevation_p95,elevation_range_p90,mean_slope_deg,terrain_ruggedness,water_wetland_pct,touches_coast,landscape_units_count,landscape_diversity_entropy,official_viewpoints_count,viewpoints_per_100km2,natural_score,protected_score,relief_score,water_score,recognition_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
082520,Barberà del Vallès,40,Vallès Occidental,2024-2026,8.2016,16.06309,5.317743,0,125.155835,93.724852,149.925468,56.200616,4.168947,17.416512,2.34843,false,,,,,8.8876,0,6.7328,47.3545,,11.897,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,11.897,11.897,100,,official,landscape_core,true
082536,Santa Maria de Besora,24,Osona,2024-2026,24.914,89.695587,77.440389,57.702096,851.477216,642.925949,1064.089459,421.16351,20.11279,126.079451,0.111158,false,,,,,91.3631,70.0057,59.7388,2.1014,,64.7284,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,64.7284,64.7284,100,,official,landscape_core,true
082541,l'Esquirol,24,Osona,2024-2026,61.7969,70.57953,49.456255,11.12017,722.639624,488.434418,1004.245801,515.811383,12.202784,178.514538,0.69018,false,,,,,69.9513,13.4913,46.3623,13.8132,,41.5183,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,41.5183,41.5183,100,,official,landscape_core,true
082554,Santa Maria de Merlès,14,Berguedà,2024-2026,51.1588,77.608389,66.647452,41.117768,603.067404,482.399644,724.530954,242.13131,11.564544,75.495119,0.389413,false,,,,,77.8243,49.8851,32.0996,7.7296,,48.8941,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,48.8941,48.8941,100,,official,landscape_core,true
082567,Santa Maria de Martorelles,41,Vallès Oriental,2024-2026,4.4597,87.142756,77.916501,68.934257,271.455162,132.103539,431.522231,299.418692,17.280588,98.149542,0.447043,false,,,,,88.5037,83.6328,47.6558,8.8953,,65.1327,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,65.1327,65.1327,100,,official,landscape_core,true
082573,Santa Maria de Miralles,06,Anoia,2024-2026,25.3206,66.878192,50.676015,46.450393,586.674507,489.962306,732.338937,242.376631,11.873124,75.168903,0.014173,false,,,,,65.8054,56.3548,32.806,0.1396,,45.343,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,45.343,45.343,100,,official,landscape_core,true
082589,Santa Maria d'Oló,42,Moianès,2024-2026,66.0811,81.308983,74.721876,21.405887,581.750533,396.277138,795.159616,398.882478,15.414399,121.353684,0.04087,false,,,,,81.9693,25.9702,48.1147,0.6796,,47.3124,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,47.3124,47.3124,100,,official,landscape_core,true
082592,Santa Maria de Palautordera,41,Vallès Oriental,2024-2026,16.952,54.242578,42.683334,0.000018,209.087049,159.722328,269.974045,110.251717,7.864548,32.278455,0.36119,false,,,,,51.6523,0,17.5876,7.1587,,23.549,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,23.549,23.549,100,,official,landscape_core,true
082606,Santa Perpètua de Mogoda,40,Vallès Occidental,2024-2026,15.623,15.413209,3.486477,7.743107,87.793045,57.664801,128.368568,70.703768,3.626367,21.71759,0.918267,false,,,,,8.1597,9.3941,6.1906,18.4267,,9.5161,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,9.5161,9.5161,100,,official,landscape_core,true
082613,Santa Susanna,21,Maresme,2024-2026,12.6355,74.013322,65.715482,0.179737,102.203556,3.675618,240.111063,236.435445,14.425423,76.418758,0.437127,true,,,,,73.7974,0.2181,38.275,48.6947,,42.7566,90,derived,icgc_landcover_2024;gencat_protected_areas;icgc_coast_202602,,2026-08-21T20:11:40Z,0.2.0,,Landscape Recognition is optional and not included in the core score.,partial,42.7566,42.7566,100,,official,landscape_core,true
