municipality_code,municipality_name,comarca_code,comarca_name,reference_period,hospital_minutes,primary_care_minutes,supermarket_minutes,school_minutes,rail_station_minutes,pharmacy_minutes,hospital_score,primary_care_score,supermarket_score,school_score,rail_station_score,pharmacy_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
250450,Bausen,39,Val d'Aran,2026-08-20,139.156167,14.7785,13.685,14.808833,125.626667,14.4965,0,80.443,82.63,80.3823,0,81.007,44.7314,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,44.7314,44.7314,100,,open_community,osm_cross_border_nearest5_ors,true
250463,Belianes,38,Urgell,2026-08-20,41.637,0.310167,7.742833,0.848,13.966833,0.865667,34.484,100,94.5143,100,82.0663,100,78.9371,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,78.9371,78.9371,100,,open_community,osm_cross_border_nearest5_ors,true
250479,Bellcaire d'Urgell,23,Noguera,2026-08-20,10.817167,7.750667,1.251333,0.608833,10.8785,1.208,88.3657,94.4987,100,100,88.243,100,93.9148,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,93.9148,93.9148,100,,open_community,osm_cross_border_nearest5_ors,true
250485,Bell-lloc d'Urgell,27,Pla d'Urgell,2026-08-20,17.302,11.8915,0.809,2.991333,14.316667,0.762,75.396,86.217,100,100,81.3667,100,88.0549,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,88.0549,88.0549,100,,open_community,osm_cross_border_nearest5_ors,true
250498,Bellmunt d'Urgell,23,Noguera,2026-08-20,20.699,1.175667,8.978,1.3705,20.760333,5.945167,68.602,100,92.044,100,68.4793,98.1097,84.0661,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,84.0661,84.0661,100,,open_community,osm_cross_border_nearest5_ors,true
250501,Bellpuig,38,Urgell,2026-08-20,32.3515,2.269,1.8385,2.900833,4.049333,2.131167,46.8647,100,100,100,100,100,86.7162,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,86.7162,86.7162,100,,open_community,osm_cross_border_nearest5_ors,true
250518,Bellver de Cerdanya,15,Cerdanya,2026-08-20,12.671167,2.346167,2.7005,3.538667,21.131167,2.067,84.6577,100,100,100,67.7377,100,89.712,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,89.712,89.712,100,,open_community,osm_cross_border_nearest5_ors,true
250523,Bellvís,27,Pla d'Urgell,2026-08-20,20.109667,1.8095,0.364333,1.479167,7.733667,1.137,69.7807,100,100,100,94.5327,100,91.3517,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,91.3517,91.3517,100,,open_community,osm_cross_border_nearest5_ors,true
250539,Benavent de Segrià,33,Segrià,2026-08-20,19.575333,0.476833,0.248667,1.042333,16.7395,0.5335,70.8493,100,100,100,76.521,100,88.0165,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,88.0165,88.0165,100,,open_community,osm_cross_border_nearest5_ors,true
250557,Biosca,35,Solsonès,2026-08-20,45.463333,12.644333,10.714667,7.7505,22.215833,8.114333,29.3822,84.7113,88.5707,94.499,65.5683,93.7713,69.7071,70,municipality,openstreetmap_geofabrik;openrouteservice,,2026-08-21T22:01:49Z,0.2.0,,"© OpenStreetMap contributors, ODbL 1.0; nearest five geographic candidates routed.",complete,69.7071,69.7071,100,,open_community,osm_cross_border_nearest5_ors,true
