municipality_code,municipality_name,comarca_code,comarca_name,reference_period,rental_contracts,avg_monthly_rent_eur,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
082763,Tagamanent,41,Vallès Oriental,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082779,Talamanca,07,Bages,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082785,Taradell,24,Osona,2025,86,613.45,28.8455,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.8455,28.8455,100,,official,default,true
082798,Terrassa,40,Vallès Occidental,2025,3017,755.64,49.3514,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.3514,49.3514,100,,official,default,true
082802,Tavertet,24,Osona,2025,3,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082819,Teià,21,Maresme,2025,70,1412.53,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082824,Tiana,21,Maresme,2025,95,1304.12,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082830,Tona,24,Osona,2025,133,650,34.1166,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.1166,34.1166,100,,official,default,true
082845,Tordera,21,Maresme,2025,169,649.96,34.1108,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.1108,34.1108,100,,official,default,true
082858,Torelló,24,Osona,2025,178,545.37,19.0274,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,19.0274,19.0274,100,,official,default,true
082861,la Torre de Claramunt,06,Anoia,2025,9,596.67,26.4256,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.4256,26.4256,100,,official,default,true
082877,Torrelavit,03,Alt Penedès,2025,20,713.6,43.2886,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.2886,43.2886,100,,official,default,true
082883,Torrelles de Foix,03,Alt Penedès,2025,25,675.33,37.7695,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.7695,37.7695,100,,official,default,true
082896,Torrelles de Llobregat,11,Baix Llobregat,2025,52,789.03,54.1667,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.1667,54.1667,100,,official,default,true
082900,Ullastrell,40,Vallès Occidental,2025,16,867.44,65.4746,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.4746,65.4746,100,,official,default,true
082917,Vacarisses,40,Vallès Occidental,2025,28,1018.71,87.2899,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,87.2899,87.2899,100,,official,default,true
082922,Vallbona d'Anoia,06,Anoia,2025,13,592.31,25.7968,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,25.7968,25.7968,100,,official,default,true
082938,Vallcebre,14,Berguedà,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082943,Vallgorguina,41,Vallès Oriental,2025,11,947.73,77.0536,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,77.0536,77.0536,100,,official,default,true
082956,Vallirana,11,Baix Llobregat,2025,103,875.83,66.6845,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.6845,66.6845,100,,official,default,true
082969,Vallromanes,41,Vallès Oriental,2025,14,1292.24,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082975,Veciana,06,Anoia,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
082981,Vic,24,Osona,2025,865,682.7,38.8324,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,38.8324,38.8324,100,,official,default,true
082994,Vilada,14,Berguedà,2025,4,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
083008,Viladecavalls,40,Vallès Occidental,2025,41,949.73,77.342,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,77.342,77.342,100,,official,default,true
083015,Viladecans,11,Baix Llobregat,2025,548,897.69,69.8371,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,69.8371,69.8371,100,,official,default,true
083020,Vilanova del Camí,06,Anoia,2025,107,520.71,15.4711,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,15.4711,15.4711,100,,official,default,true
083036,Vilanova de Sau,24,Osona,2025,4,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
083041,Vilobí del Penedès,03,Alt Penedès,2025,7,847,62.5268,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.5268,62.5268,100,,official,default,true
083054,Vilafranca del Penedès,03,Alt Penedès,2025,656,724.5,44.8606,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.8606,44.8606,100,,official,default,true
083067,Vilalba Sasserra,41,Vallès Oriental,2025,15,779.05,52.7275,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.7275,52.7275,100,,official,default,true
083073,Vilanova i la Geltrú,17,Garraf,2025,923,844.79,62.2081,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.2081,62.2081,100,,official,default,true
083089,Viver i Serrateix,14,Berguedà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
089019,Rupit i Pruit,24,Osona,2025,3,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
089024,Vilanova del Vallès,41,Vallès Oriental,2025,38,1016.12,86.9164,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,86.9164,86.9164,100,,official,default,true
089030,Sant Julià de Cerdanyola,14,Berguedà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
089045,Badia del Vallès,40,Vallès Occidental,2025,47,415.22,0.2579,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,0.2579,0.2579,100,,official,default,true
089058,la Palma de Cervelló,11,Baix Llobregat,2025,48,836.86,61.0645,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.0645,61.0645,100,,official,default,true
170010,Agullana,02,Alt Empordà,2025,17,562.86,21.5497,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,21.5497,21.5497,100,,official,default,true
170025,Aiguaviva,20,Gironès,2025,3,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170031,Albanyà,02,Alt Empordà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170046,Albons,10,Baix Empordà,2025,9,858.89,64.2416,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.2416,64.2416,100,,official,default,true
170059,el Far d'Empordà,02,Alt Empordà,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170062,Alp,15,Cerdanya,2025,26,647.5,33.756,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,33.756,33.756,100,,official,default,true
170078,Amer,34,Selva,2025,35,602.14,27.2145,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.2145,27.2145,100,,official,default,true
170084,Anglès,34,Selva,2025,75,533.24,17.2781,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,17.2781,17.2781,100,,official,default,true
170097,Arbúcies,34,Selva,2025,137,497.44,12.1152,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,12.1152,12.1152,100,,official,default,true
170101,Argelaguer,19,Garrotxa,2025,7,538.57,18.0467,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.0467,18.0467,100,,official,default,true
170118,l'Armentera,02,Alt Empordà,2025,17,798.53,55.5368,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.5368,55.5368,100,,official,default,true
170123,Avinyonet de Puigventós,02,Alt Empordà,2025,9,1216.67,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
170139,Begur,10,Baix Empordà,2025,19,996.28,84.0552,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,84.0552,84.0552,100,,official,default,true
170144,la Vajol,02,Alt Empordà,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170157,Banyoles,28,Pla de l'Estany,2025,316,680.68,38.5411,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,38.5411,38.5411,100,,official,default,true
170160,Bàscara,02,Alt Empordà,2025,14,610.71,28.4504,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.4504,28.4504,100,,official,default,true
170182,Bellcaire d'Empordà,10,Baix Empordà,2025,11,668.18,36.7384,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.7384,36.7384,100,,official,default,true
170195,Besalú,19,Garrotxa,2025,25,545.85,19.0966,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,19.0966,19.0966,100,,official,default,true
170209,Bescanó,20,Gironès,2025,38,841.71,61.7639,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.7639,61.7639,100,,official,default,true
170216,Beuda,19,Garrotxa,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170221,la Bisbal d'Empordà,10,Baix Empordà,2025,137,534.25,17.4237,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,17.4237,17.4237,100,,official,default,true
170237,Blanes,34,Selva,2025,600,630.1,31.2467,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,31.2467,31.2467,100,,official,default,true
170242,Bolvir,15,Cerdanya,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170255,Bordils,20,Gironès,2025,21,749.3,48.4371,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.4371,48.4371,100,,official,default,true
170268,Borrassà,02,Alt Empordà,2025,7,760,49.9802,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.9802,49.9802,100,,official,default,true
170274,Breda,34,Selva,2025,71,600.94,27.0414,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.0414,27.0414,100,,official,default,true
170280,Brunyola i Sant Martí Sapresa,34,Selva,2025,6,558.33,20.8964,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,20.8964,20.8964,100,,official,default,true
170293,Boadella i les Escaules,02,Alt Empordà,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170307,Cabanes,02,Alt Empordà,2025,12,650.67,34.2132,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.2132,34.2132,100,,official,default,true
170314,Cabanelles,02,Alt Empordà,2025,3,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170329,Cadaqués,02,Alt Empordà,2025,17,920.54,73.1324,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.1324,73.1324,100,,official,default,true
170335,Caldes de Malavella,34,Selva,2025,48,802.68,56.1353,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.1353,56.1353,100,,official,default,true
170340,Calonge i Sant Antoni,10,Baix Empordà,2025,151,762.89,50.397,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.397,50.397,100,,official,default,true
170353,Camós,28,Pla de l'Estany,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170366,Campdevànol,31,Ripollès,2025,25,544.2,18.8587,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.8587,18.8587,100,,official,default,true
170372,Campelles,31,Ripollès,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170388,Campllong,20,Gironès,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170391,Camprodon,31,Ripollès,2025,45,626.48,30.7246,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.7246,30.7246,100,,official,default,true
170405,Canet d'Adri,20,Gironès,2025,3,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170412,Cantallops,02,Alt Empordà,2025,8,644.38,33.3061,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,33.3061,33.3061,100,,official,default,true
170427,Capmany,02,Alt Empordà,2025,8,606.25,27.8072,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.8072,27.8072,100,,official,default,true
170433,Queralbs,31,Ripollès,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170448,Cassà de la Selva,20,Gironès,2025,104,655.8,34.953,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.953,34.953,100,,official,default,true
170464,Castellfollit de la Roca,19,Garrotxa,2025,12,544.72,18.9336,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.9336,18.9336,100,,official,default,true
170470,Castelló d'Empúries,02,Alt Empordà,2025,137,617.63,29.4483,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,29.4483,29.4483,100,,official,default,true
170486,"Castell d'Aro, Platja d'Aro i s'Agaró",10,Baix Empordà,2025,181,873.78,66.3889,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.3889,66.3889,100,,official,default,true
170499,Celrà,20,Gironès,2025,56,698.8,41.1542,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.1542,41.1542,100,,official,default,true
170502,Cervià de Ter,20,Gironès,2025,8,900,70.1702,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.1702,70.1702,100,,official,default,true
170519,Cistella,02,Alt Empordà,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170524,Siurana,02,Alt Empordà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170545,Colera,02,Alt Empordà,2025,3,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170558,Colomers,10,Baix Empordà,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170561,Cornellà del Terri,28,Pla de l'Estany,2025,15,757.33,49.5951,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.5951,49.5951,100,,official,default,true
170577,Corçà,10,Baix Empordà,2025,7,725,44.9327,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.9327,44.9327,100,,official,default,true
170583,Crespià,28,Pla de l'Estany,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170600,Darnius,02,Alt Empordà,2025,6,540.83,18.3727,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.3727,18.3727,100,,official,default,true
170617,Das,15,Cerdanya,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170622,l'Escala,02,Alt Empordà,2025,142,671.5,37.2172,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.2172,37.2172,100,,official,default,true
170638,Espinelves,24,Osona,2025,5,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170643,Espolla,02,Alt Empordà,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170656,Esponellà,28,Pla de l'Estany,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170669,Figueres,02,Alt Empordà,2025,815,580.73,24.1268,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,24.1268,24.1268,100,,official,default,true
170675,Flaçà,20,Gironès,2025,11,598.64,26.7097,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.7097,26.7097,100,,official,default,true
170681,Foixà,10,Baix Empordà,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170694,Fontanals de Cerdanya,15,Cerdanya,2025,4,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170708,Fontanilles,10,Baix Empordà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170715,Fontcoberta,28,Pla de l'Estany,2025,4,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170736,Fornells de la Selva,20,Gironès,2025,25,1369.81,100,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
170741,Fortià,02,Alt Empordà,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170754,Garrigàs,02,Alt Empordà,2025,6,632.5,31.5928,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,31.5928,31.5928,100,,official,default,true
170767,Garrigoles,10,Baix Empordà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170773,Garriguella,02,Alt Empordà,2025,8,597.38,26.528,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.528,26.528,100,,official,default,true
170789,Ger,15,Cerdanya,2025,3,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170792,Girona,20,Gironès,2025,2185,816.03,58.0605,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.0605,58.0605,100,,official,default,true
170806,Gombrèn,31,Ripollès,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170813,Gualta,10,Baix Empordà,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170828,Guils de Cerdanya,15,Cerdanya,2025,4,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170834,Hostalric,34,Selva,2025,64,608.17,28.0841,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.0841,28.0841,100,,official,default,true
170849,Isòvol,15,Cerdanya,2025,3,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170852,Jafre,10,Baix Empordà,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170865,la Jonquera,02,Alt Empordà,2025,62,555.4,20.4739,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,20.4739,20.4739,100,,official,default,true
170871,Juià,20,Gironès,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170887,Lladó,02,Alt Empordà,2025,6,593.33,25.9439,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,25.9439,25.9439,100,,official,default,true
170890,Llagostera,20,Gironès,2025,115,640.27,32.7134,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.7134,32.7134,100,,official,default,true
170904,Llambilles,20,Gironès,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170911,Llanars,31,Ripollès,2025,6,491.67,11.2831,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,11.2831,11.2831,100,,official,default,true
170926,Llançà,02,Alt Empordà,2025,97,610.92,28.4807,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.4807,28.4807,100,,official,default,true
170932,Llers,02,Alt Empordà,2025,24,752.59,48.9115,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.9115,48.9115,100,,official,default,true
170947,Llívia,15,Cerdanya,2025,39,713.79,43.316,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.316,43.316,100,,official,default,true
170950,Lloret de Mar,34,Selva,2025,473,622.37,30.1319,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.1319,30.1319,100,,official,default,true
170963,les Llosses,31,Ripollès,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170979,Madremanya,20,Gironès,2025,1,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
170985,Maià de Montcal,19,Garrotxa,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170998,Meranges,15,Cerdanya,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
171002,Masarac i Vilarnadal,02,Alt Empordà,2025,2,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,suppressed,,engineering_pending,0,100,0,,official,default,false
171019,Massanes,34,Selva,2025,6,464.9,7.4224,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,7.4224,7.4224,100,,official,default,true
171024,Maçanet de Cabrenys,02,Alt Empordà,2025,16,495.31,11.808,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,11.808,11.808,100,,official,default,true
171030,Maçanet de la Selva,34,Selva,2025,47,606.91,27.9024,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.9024,27.9024,100,,official,default,true
171058,Mieres,19,Garrotxa,2025,6,512.5,14.2871,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.2871,14.2871,100,,official,default,true
171061,Mollet de Peralada,02,Alt Empordà,2025,,,,0,missing,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
171077,Molló,31,Ripollès,2025,7,842.86,61.9298,100,municipality,gencat_incasol_qww9-bvhh,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.9298,61.9298,100,,official,default,true
