municipality_code,municipality_name,comarca_code,comarca_name,reference_period,origin_name,destination_lat,destination_lon,drive_minutes,road_distance_km,routing_engine,routing_profile,routing_date,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
081666,la Pobla de Lillet,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.244149,1.974162,97.2735,127.19,openrouteservice,driving-car,2026-08-21,71.3632,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,71.3632,71.3632,100,,official,default,true
081672,Polinyà,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.557633,2.156559,38.583,25.11,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081688,Pontons,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.415632,1.516827,75.314833,73.6,openrouteservice,driving-car,2026-08-21,83.1584,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,83.1584,83.1584,100,,official,default,true
081691,el Prat de Llobregat,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.330513,2.093103,23.499667,10.39,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081705,els Prats de Rei,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.705429,1.541727,73.6355,94.09,openrouteservice,driving-car,2026-08-21,84.0914,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,84.0914,84.0914,100,,official,default,true
081712,Prats de Lluçanès,43,Lluçanès,2026-08-21,"Plaça de Catalunya, Barcelona",42.008975,2.029558,84.143,112.04,openrouteservice,driving-car,2026-08-21,78.2539,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,78.2539,78.2539,100,,official,default,true
081727,Premià de Mar,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.492392,2.358107,30.5405,24.63,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081748,Puigdàlber,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.404407,1.700908,54.224667,60.2,openrouteservice,driving-car,2026-08-21,94.8752,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,94.8752,94.8752,100,,official,default,true
081751,Puig-reig,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",41.974739,1.878838,66.6595,88.59,openrouteservice,driving-car,2026-08-21,87.9669,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,87.9669,87.9669,100,,official,default,true
081764,Pujalt,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.717144,1.420825,82.369667,106.62,openrouteservice,driving-car,2026-08-21,79.2391,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,79.2391,79.2391,100,,official,default,true
081770,la Quar,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.081016,1.96165,81.245,107.54,openrouteservice,driving-car,2026-08-21,79.8639,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,79.8639,79.8639,100,,official,default,true
081786,Rajadell,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.728041,1.706016,64.044667,74.12,openrouteservice,driving-car,2026-08-21,89.4196,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,89.4196,89.4196,100,,official,default,true
081799,Rellinars,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.637353,1.910811,51.591,46.23,openrouteservice,driving-car,2026-08-21,96.3383,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,96.3383,96.3383,100,,official,default,true
081803,Ripollet,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.497105,2.155082,31.3885,15.9,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081810,la Roca del Vallès,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.587437,2.325707,38.721833,40.04,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081825,el Pont de Vilomara i Rocafort,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.699968,1.870648,49.195667,55.79,openrouteservice,driving-car,2026-08-21,97.6691,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,97.6691,97.6691,100,,official,default,true
081831,Roda de Ter,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.981009,2.309407,79.537667,79.13,openrouteservice,driving-car,2026-08-21,80.8124,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,80.8124,80.8124,100,,official,default,true
081846,Rubí,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.492308,2.031154,31.3845,23.35,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081859,Rubió,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.644454,1.569969,71.068167,77.48,openrouteservice,driving-car,2026-08-21,85.5177,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,85.5177,85.5177,100,,official,default,true
081878,Sabadell,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.54622,2.108276,37.631833,25.21,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081884,Sagàs,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.051927,1.963009,76.4685,103.86,openrouteservice,driving-car,2026-08-21,82.5175,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,82.5175,82.5175,100,,official,default,true
081897,Sant Pere Sallavinera,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.736691,1.575372,67.659,86.03,openrouteservice,driving-car,2026-08-21,87.4117,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,87.4117,87.4117,100,,official,default,true
081901,Saldes,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.228659,1.735385,106.070333,132.97,openrouteservice,driving-car,2026-08-21,66.9648,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,66.9648,66.9648,100,,official,default,true
081918,Sallent,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.824352,1.896504,55.926333,67.8,openrouteservice,driving-car,2026-08-21,93.9298,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,93.9298,93.9298,100,,official,default,true
081923,Santpedor,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.78307,1.839202,57.8795,66.17,openrouteservice,driving-car,2026-08-21,92.8447,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,92.8447,92.8447,100,,official,default,true
081939,Sant Iscle de Vallalta,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.624424,2.568723,47.705833,48.06,openrouteservice,driving-car,2026-08-21,98.4968,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,98.4968,98.4968,100,,official,default,true
081944,Sant Adrià de Besòs,13,Barcelonès,2026-08-21,"Plaça de Catalunya, Barcelona",41.430585,2.218174,16.877,7.51,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081957,Sant Agustí de Lluçanès,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",42.085002,2.127137,92.652833,115.63,openrouteservice,driving-car,2026-08-21,73.6736,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,73.6736,73.6736,100,,official,default,true
081960,Sant Andreu de la Barca,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.446816,1.975557,34.455667,22.58,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081976,Sant Andreu de Llavaneres,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.574421,2.483268,36.531833,38.12,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
081982,Sant Antoni de Vilamajor,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.673531,2.401225,48.983,44.49,openrouteservice,driving-car,2026-08-21,97.7872,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,97.7872,97.7872,100,,official,default,true
081995,Sant Bartomeu del Grau,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.981046,2.174858,78.060833,100.75,openrouteservice,driving-car,2026-08-21,81.6329,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,81.6329,81.6329,100,,official,default,true
082009,Sant Boi de Llobregat,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.346778,2.045211,26.944333,14.37,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082016,Sant Boi de Lluçanès,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",42.057126,2.151867,94.433333,116.8,openrouteservice,driving-car,2026-08-21,72.7833,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,72.7833,72.7833,100,,official,default,true
082021,Sant Celoni,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.689975,2.49201,49.226833,49.74,openrouteservice,driving-car,2026-08-21,97.6518,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,97.6518,97.6518,100,,official,default,true
082037,Sant Cebrià de Vallalta,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.619754,2.59966,45.581667,50.62,openrouteservice,driving-car,2026-08-21,99.6769,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.6769,99.6769,100,,official,default,true
082042,Sant Climent de Llobregat,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.337675,1.996036,34.996333,19.36,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082055,Sant Cugat del Vallès,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.470805,2.08493,27.485167,18.78,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082068,Sant Cugat Sesgarrigues,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.364372,1.75283,52.185167,56.68,openrouteservice,driving-car,2026-08-21,96.0082,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,96.0082,96.0082,100,,official,default,true
082074,Sant Esteve de Palautordera,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.702551,2.436821,52.595667,54.08,openrouteservice,driving-car,2026-08-21,95.7802,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,95.7802,95.7802,100,,official,default,true
082080,Sant Esteve Sesrovires,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.493444,1.873842,44.169167,36.34,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082093,Sant Fost de Campsentelles,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.518798,2.232603,34.621333,21.45,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082107,Sant Feliu de Codines,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.688845,2.16408,52.285333,41.28,openrouteservice,driving-car,2026-08-21,95.9526,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,95.9526,95.9526,100,,official,default,true
082114,Sant Feliu de Llobregat,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.3809,2.045552,25.051167,11.87,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082129,Sant Feliu Sasserra,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.944378,2.022429,76.616167,87.14,openrouteservice,driving-car,2026-08-21,82.4355,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,82.4355,82.4355,100,,official,default,true
082135,Sant Fruitós de Bages,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.750831,1.873697,49.6795,60.51,openrouteservice,driving-car,2026-08-21,97.4003,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,97.4003,97.4003,100,,official,default,true
082140,Vilassar de Dalt,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.517205,2.358406,29.650333,24.52,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082153,Sant Hipòlit de Voltregà,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",42.015333,2.236422,79.1125,78.74,openrouteservice,driving-car,2026-08-21,81.0486,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,81.0486,81.0486,100,,official,default,true
082166,Sant Jaume de Frontanyà,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.187287,2.02379,101.355,128.69,openrouteservice,driving-car,2026-08-21,69.3225,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,69.3225,69.3225,100,,official,default,true
082172,Sant Joan Despí,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.367027,2.05604,27.001333,13.83,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082188,Sant Joan de Vilatorrada,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.745485,1.804859,54.766,62.63,openrouteservice,driving-car,2026-08-21,94.5744,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,94.5744,94.5744,100,,official,default,true
082191,Vilassar de Mar,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.502293,2.3926,31.394667,27.97,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082205,Sant Julià de Vilatorta,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.921926,2.325099,79.321333,81.07,openrouteservice,driving-car,2026-08-21,80.9326,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,80.9326,80.9326,100,,official,default,true
082212,Sant Just Desvern,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.385986,2.075766,21.741333,10.86,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082227,Sant Llorenç d'Hortons,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.467115,1.824509,45.0745,40.89,openrouteservice,driving-car,2026-08-21,99.9586,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.9586,99.9586,100,,official,default,true
082233,Sant Llorenç Savall,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.678725,2.05831,60.823333,50.1,openrouteservice,driving-car,2026-08-21,91.2093,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,91.2093,91.2093,100,,official,default,true
082248,Sant Martí de Centelles,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.765624,2.204583,68.044833,60.01,openrouteservice,driving-car,2026-08-21,87.1973,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,87.1973,87.1973,100,,official,default,true
082251,Sant Martí d'Albars,43,Lluçanès,2026-08-21,"Plaça de Catalunya, Barcelona",42.028267,2.073873,83.5395,108.4,openrouteservice,driving-car,2026-08-21,78.5892,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,78.5892,78.5892,100,,official,default,true
082264,Sant Martí de Tous,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.559869,1.524537,69.750667,75.25,openrouteservice,driving-car,2026-08-21,86.2496,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,86.2496,86.2496,100,,official,default,true
082270,Sant Martí Sarroca,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.38477,1.611535,63.097833,63.56,openrouteservice,driving-car,2026-08-21,89.9456,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,89.9456,89.9456,100,,official,default,true
082286,Sant Martí Sesgueioles,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.702306,1.488299,73.166,93.56,openrouteservice,driving-car,2026-08-21,84.3522,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,84.3522,84.3522,100,,official,default,true
082299,Sant Mateu de Bages,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.796653,1.732732,69.206,75.46,openrouteservice,driving-car,2026-08-21,86.5522,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,86.5522,86.5522,100,,official,default,true
082303,Premià de Dalt,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.507274,2.341978,30.678667,24.82,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082310,Sant Pere de Ribes,17,Garraf,2026-08-21,"Plaça de Catalunya, Barcelona",41.262268,1.772091,45.076667,42.04,openrouteservice,driving-car,2026-08-21,99.9574,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.9574,99.9574,100,,official,default,true
082325,Sant Pere de Riudebitlles,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.454024,1.702994,54.201167,54.28,openrouteservice,driving-car,2026-08-21,94.8882,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,94.8882,94.8882,100,,official,default,true
082331,Sant Pere de Torelló,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",42.075015,2.296791,86.932167,88.56,openrouteservice,driving-car,2026-08-21,76.7044,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,76.7044,76.7044,100,,official,default,true
082346,Sant Pere de Vilamajor,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.684148,2.388374,52.139333,46.23,openrouteservice,driving-car,2026-08-21,96.0337,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,96.0337,96.0337,100,,official,default,true
082359,Sant Pol de Mar,21,Maresme,2026-08-21,"Plaça de Catalunya, Barcelona",41.60021,2.621423,47.226167,51,openrouteservice,driving-car,2026-08-21,98.7632,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,98.7632,98.7632,100,,official,default,true
082362,Sant Quintí de Mediona,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.462181,1.662972,60.395833,58.17,openrouteservice,driving-car,2026-08-21,91.4468,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,91.4468,91.4468,100,,official,default,true
082378,Sant Quirze de Besora,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",42.100159,2.222831,87.022667,91.1,openrouteservice,driving-car,2026-08-21,76.6541,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,76.6541,76.6541,100,,official,default,true
082384,Sant Quirze del Vallès,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.533104,2.080789,32.907667,24.01,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082397,Sant Quirze Safaja,42,Moianès,2026-08-21,"Plaça de Catalunya, Barcelona",41.727989,2.155008,63.936667,49.08,openrouteservice,driving-car,2026-08-21,89.4796,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,89.4796,89.4796,100,,official,default,true
082401,Sant Sadurní d'Anoia,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.424097,1.786539,45.240667,45.36,openrouteservice,driving-car,2026-08-21,99.8663,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,99.8663,99.8663,100,,official,default,true
082418,Sant Sadurní d'Osormort,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.901918,2.381486,82.7785,88.47,openrouteservice,driving-car,2026-08-21,79.0119,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,79.0119,79.0119,100,,official,default,true
082423,Marganell,07,Bages,2026-08-21,"Plaça de Catalunya, Barcelona",41.640967,1.789319,53.155,54.74,openrouteservice,driving-car,2026-08-21,95.4694,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,95.4694,95.4694,100,,official,default,true
082439,Santa Cecília de Voltregà,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.993142,2.222287,77.073333,76.92,openrouteservice,driving-car,2026-08-21,82.1815,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,82.1815,82.1815,100,,official,default,true
082444,Santa Coloma de Cervelló,11,Baix Llobregat,2026-08-21,"Plaça de Catalunya, Barcelona",41.367404,2.015794,36.0755,18.58,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082457,Santa Coloma de Gramenet,13,Barcelonès,2026-08-21,"Plaça de Catalunya, Barcelona",41.451786,2.208136,19.479167,10.01,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082460,Santa Eugènia de Berga,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.900188,2.283162,72.054,67.21,openrouteservice,driving-car,2026-08-21,84.97,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,84.97,84.97,100,,official,default,true
082476,Santa Eulàlia de Riuprimer,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",41.911011,2.18812,78.0675,71.18,openrouteservice,driving-car,2026-08-21,81.6292,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,81.6292,81.6292,100,,official,default,true
082482,Santa Eulàlia de Ronçana,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.652489,2.22954,44.021667,36.66,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082495,Santa Fe del Penedès,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.384545,1.720947,53.122,57.97,openrouteservice,driving-car,2026-08-21,95.4878,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,95.4878,95.4878,100,,official,default,true
082508,Santa Margarida de Montbui,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.575157,1.607754,61.919333,64.92,openrouteservice,driving-car,2026-08-21,90.6004,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,90.6004,90.6004,100,,official,default,true
082515,Santa Margarida i els Monjos,03,Alt Penedès,2026-08-21,"Plaça de Catalunya, Barcelona",41.322391,1.663444,52.168167,59.56,openrouteservice,driving-car,2026-08-21,96.0177,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,96.0177,96.0177,100,,official,default,true
082520,Barberà del Vallès,40,Vallès Occidental,2026-08-21,"Plaça de Catalunya, Barcelona",41.516083,2.124596,29.961667,18.02,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082536,Santa Maria de Besora,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",42.126812,2.257911,93.081667,96.68,openrouteservice,driving-car,2026-08-21,73.4592,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,73.4592,73.4592,100,,official,default,true
082541,l'Esquirol,24,Osona,2026-08-21,"Plaça de Catalunya, Barcelona",42.034828,2.370095,94.465167,88.77,openrouteservice,driving-car,2026-08-21,72.7674,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,72.7674,72.7674,100,,official,default,true
082554,Santa Maria de Merlès,14,Berguedà,2026-08-21,"Plaça de Catalunya, Barcelona",42.001016,1.978038,79.584,99.31,openrouteservice,driving-car,2026-08-21,80.7867,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,80.7867,80.7867,100,,official,default,true
082567,Santa Maria de Martorelles,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.519617,2.25326,38.63,24.36,openrouteservice,driving-car,2026-08-21,100,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,100,100,100,,official,default,true
082573,Santa Maria de Miralles,06,Anoia,2026-08-21,"Plaça de Catalunya, Barcelona",41.518079,1.52499,72.6645,74.29,openrouteservice,driving-car,2026-08-21,84.6308,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,84.6308,84.6308,100,,official,default,true
082589,Santa Maria d'Oló,42,Moianès,2026-08-21,"Plaça de Catalunya, Barcelona",41.87382,2.035605,63.140333,81.64,openrouteservice,driving-car,2026-08-21,89.922,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,89.922,89.922,100,,official,default,true
082592,Santa Maria de Palautordera,41,Vallès Oriental,2026-08-21,"Plaça de Catalunya, Barcelona",41.693238,2.445888,52.197833,52.99,openrouteservice,driving-car,2026-08-21,96.0012,90,municipality,openrouteservice_osm,,2026-08-21T18:07:52Z,0.2.0,,,complete,96.0012,96.0012,100,,official,default,true
