municipality_code,municipality_name,comarca_code,comarca_name,province_code,province_name,territorial_area_code,territorial_area_name,capital_lat,capital_lon,area_km2,geometry_source_date
082606,Santa Perpètua de Mogoda,40,Vallès Occidental,08,Barcelona,01,Barcelona,41.534919,2.18317,15.623,
082613,Santa Susanna,21,Maresme,08,Barcelona,01,Barcelona,41.635421,2.70755,12.6355,
082628,Sant Vicenç de Castellet,07,Bages,08,Barcelona,07,Catalunya Central,41.665518,1.863883,17.2984,
082634,Sant Vicenç dels Horts,11,Baix Llobregat,08,Barcelona,01,Barcelona,41.393392,2.009983,9.2937,
082649,Sant Vicenç de Montalt,21,Maresme,08,Barcelona,01,Barcelona,41.578334,2.509331,7.9573,
082652,Sant Vicenç de Torelló,24,Osona,08,Barcelona,07,Catalunya Central,42.061435,2.273774,6.5878,
082665,Cerdanyola del Vallès,40,Vallès Occidental,08,Barcelona,01,Barcelona,41.491307,2.140572,30.8099,
082671,Sentmenat,40,Vallès Occidental,08,Barcelona,01,Barcelona,41.608665,2.135428,28.3913,
082687,Cercs,14,Berguedà,08,Barcelona,07,Catalunya Central,42.145985,1.860749,47.0173,
082690,Seva,24,Osona,08,Barcelona,07,Catalunya Central,41.838854,2.279824,30.462,
082704,Sitges,17,Garraf,08,Barcelona,08,Penedès,41.234907,1.811618,43.9412,
082711,Sobremunt,43,Lluçanès,08,Barcelona,07,Catalunya Central,42.036039,2.166952,13.8398,
082726,Sora,24,Osona,08,Barcelona,07,Catalunya Central,42.112524,2.160576,30.8421,
082732,Subirats,03,Alt Penedès,08,Barcelona,08,Penedès,41.383509,1.796184,55.8192,
082747,Súria,07,Bages,08,Barcelona,07,Catalunya Central,41.831241,1.754309,23.6008,
082750,Tavèrnoles,24,Osona,08,Barcelona,07,Catalunya Central,41.952072,2.326493,18.8823,
082763,Tagamanent,41,Vallès Oriental,08,Barcelona,01,Barcelona,41.737632,2.267121,43.4706,
082779,Talamanca,07,Bages,08,Barcelona,07,Catalunya Central,41.738157,1.97725,29.302,
082785,Taradell,24,Osona,08,Barcelona,07,Catalunya Central,41.874139,2.28757,26.5932,
082798,Terrassa,40,Vallès Occidental,08,Barcelona,01,Barcelona,41.563415,2.010333,70.0553,
082802,Tavertet,24,Osona,08,Barcelona,07,Catalunya Central,41.99573,2.419269,32.7661,
082819,Teià,21,Maresme,08,Barcelona,01,Barcelona,41.499634,2.319523,6.6813,
082824,Tiana,21,Maresme,08,Barcelona,01,Barcelona,41.48189,2.268903,7.8991,
082830,Tona,24,Osona,08,Barcelona,07,Catalunya Central,41.850312,2.228561,16.3905,
082845,Tordera,21,Maresme,08,Barcelona,01,Barcelona,41.701603,2.718242,84.4389,
082858,Torelló,24,Osona,08,Barcelona,07,Catalunya Central,42.046726,2.262806,13.5064,
082861,la Torre de Claramunt,06,Anoia,08,Barcelona,08,Penedès,41.533523,1.658337,14.938,
082877,Torrelavit,03,Alt Penedès,08,Barcelona,08,Penedès,41.446417,1.729599,23.6183,
082883,Torrelles de Foix,03,Alt Penedès,08,Barcelona,08,Penedès,41.388311,1.568746,37.0236,
082896,Torrelles de Llobregat,11,Baix Llobregat,08,Barcelona,01,Barcelona,41.358939,1.981156,13.5409,
082900,Ullastrell,40,Vallès Occidental,08,Barcelona,01,Barcelona,41.528666,1.959822,7.4248,
082917,Vacarisses,40,Vallès Occidental,08,Barcelona,01,Barcelona,41.607228,1.917909,40.6264,
082922,Vallbona d'Anoia,06,Anoia,08,Barcelona,08,Penedès,41.518727,1.707672,6.428,
082938,Vallcebre,14,Berguedà,08,Barcelona,07,Catalunya Central,42.203939,1.818215,28.0453,
082943,Vallgorguina,41,Vallès Oriental,08,Barcelona,01,Barcelona,41.647413,2.510551,22.1298,
082956,Vallirana,11,Baix Llobregat,08,Barcelona,01,Barcelona,41.388007,1.931889,23.7183,
082969,Vallromanes,41,Vallès Oriental,08,Barcelona,01,Barcelona,41.531563,2.297941,10.5701,
082975,Veciana,06,Anoia,08,Barcelona,07,Catalunya Central,41.65613,1.488401,38.9572,
082981,Vic,24,Osona,08,Barcelona,07,Catalunya Central,41.93049,2.25434,30.9079,
082994,Vilada,14,Berguedà,08,Barcelona,07,Catalunya Central,42.137111,1.931538,22.2131,
083008,Viladecavalls,40,Vallès Occidental,08,Barcelona,01,Barcelona,41.554859,1.953784,19.9683,
083015,Viladecans,11,Baix Llobregat,08,Barcelona,01,Barcelona,41.31579,2.020401,20.3479,
083020,Vilanova del Camí,06,Anoia,08,Barcelona,08,Penedès,41.571941,1.635338,10.4793,
083036,Vilanova de Sau,24,Osona,08,Barcelona,07,Catalunya Central,41.948381,2.386964,57.9842,
083041,Vilobí del Penedès,03,Alt Penedès,08,Barcelona,08,Penedès,41.38917,1.661514,9.4148,
083054,Vilafranca del Penedès,03,Alt Penedès,08,Barcelona,08,Penedès,41.346408,1.698173,19.8909,
083067,Vilalba Sasserra,41,Vallès Oriental,08,Barcelona,01,Barcelona,41.652725,2.441078,5.8411,
083073,Vilanova i la Geltrú,17,Garraf,08,Barcelona,08,Penedès,41.224267,1.72592,34.0708,
083089,Viver i Serrateix,14,Berguedà,08,Barcelona,07,Catalunya Central,41.94607,1.776308,67.1703,
089019,Rupit i Pruit,24,Osona,08,Barcelona,07,Catalunya Central,42.02356,2.464781,49.1275,
089024,Vilanova del Vallès,41,Vallès Oriental,08,Barcelona,01,Barcelona,41.554177,2.28915,15.1057,
089030,Sant Julià de Cerdanyola,14,Berguedà,08,Barcelona,07,Catalunya Central,42.223669,1.892847,11.8483,
089045,Badia del Vallès,40,Vallès Occidental,08,Barcelona,01,Barcelona,41.509071,2.113347,0.9315,
089058,la Palma de Cervelló,11,Baix Llobregat,08,Barcelona,01,Barcelona,41.411896,1.970124,5.3899,
170010,Agullana,02,Alt Empordà,17,Girona,02,Girona,42.393805,2.84667,27.3932,
170025,Aiguaviva,20,Gironès,17,Girona,02,Girona,41.938318,2.761759,13.973,
170031,Albanyà,02,Alt Empordà,17,Girona,02,Girona,42.30428,2.719863,94.197,
170046,Albons,10,Baix Empordà,17,Girona,02,Girona,42.104398,3.085289,11.3212,
170059,el Far d'Empordà,02,Alt Empordà,17,Girona,02,Girona,42.25168,2.996235,9.127,
170062,Alp,15,Cerdanya,17,Girona,06,Alt Pirineu,42.372563,1.885389,43.952,
170078,Amer,34,Selva,17,Girona,02,Girona,42.009245,2.603019,39.897,
170084,Anglès,34,Selva,17,Girona,02,Girona,41.957446,2.640059,16.3171,
170097,Arbúcies,34,Selva,17,Girona,02,Girona,41.816081,2.514168,86.3426,
170101,Argelaguer,19,Garrotxa,17,Girona,02,Girona,42.213178,2.641584,12.6236,
170118,l'Armentera,02,Alt Empordà,17,Girona,02,Girona,42.172101,3.074524,5.8453,
170123,Avinyonet de Puigventós,02,Alt Empordà,17,Girona,02,Girona,42.249535,2.914702,12.4057,
170139,Begur,10,Baix Empordà,17,Girona,02,Girona,41.954338,3.207073,20.8482,
170144,la Vajol,02,Alt Empordà,17,Girona,02,Girona,42.403802,2.800194,4.7697,
170157,Banyoles,28,Pla de l'Estany,17,Girona,02,Girona,42.118106,2.765371,11.0146,
170160,Bàscara,02,Alt Empordà,17,Girona,02,Girona,42.159736,2.910445,16.7994,
170182,Bellcaire d'Empordà,10,Baix Empordà,17,Girona,02,Girona,42.08076,3.094271,12.6335,
170195,Besalú,19,Garrotxa,17,Girona,02,Girona,42.198892,2.699512,4.6903,
170209,Bescanó,20,Gironès,17,Girona,02,Girona,41.9656,2.742169,36.0887,
170216,Beuda,19,Garrotxa,17,Girona,02,Girona,42.237053,2.709516,36.1713,
170221,la Bisbal d'Empordà,10,Baix Empordà,17,Girona,02,Girona,41.959697,3.03855,20.7204,
170237,Blanes,34,Selva,17,Girona,02,Girona,41.675766,2.792407,17.6953,
170242,Bolvir,15,Cerdanya,17,Girona,06,Alt Pirineu,42.41782,1.879891,10.8626,
170255,Bordils,20,Gironès,17,Girona,02,Girona,42.040898,2.913191,6.9876,
170268,Borrassà,02,Alt Empordà,17,Girona,02,Girona,42.222795,2.926309,9.5151,
170274,Breda,34,Selva,17,Girona,02,Girona,41.748539,2.556952,5.0155,
170280,Brunyola i Sant Martí Sapresa,34,Selva,17,Girona,02,Girona,41.904551,2.684297,36.7663,
170293,Boadella i les Escaules,02,Alt Empordà,17,Girona,02,Girona,42.329914,2.856271,10.688,
170307,Cabanes,02,Alt Empordà,17,Girona,02,Girona,42.307,2.978283,14.9551,
170314,Cabanelles,02,Alt Empordà,17,Girona,02,Girona,42.230848,2.819698,55.9924,
170329,Cadaqués,02,Alt Empordà,17,Girona,02,Girona,42.288087,3.27587,26.3716,
170335,Caldes de Malavella,34,Selva,17,Girona,02,Girona,41.8389,2.809537,56.9372,
170340,Calonge i Sant Antoni,10,Baix Empordà,17,Girona,02,Girona,41.862665,3.073652,33.5645,
170353,Camós,28,Pla de l'Estany,17,Girona,02,Girona,42.094171,2.767199,15.5684,
170366,Campdevànol,31,Ripollès,17,Girona,02,Girona,42.224468,2.167213,32.6287,
170372,Campelles,31,Ripollès,17,Girona,02,Girona,42.29423,2.140128,18.6977,
170388,Campllong,20,Gironès,17,Girona,02,Girona,41.890756,2.830076,8.4858,
170391,Camprodon,31,Ripollès,17,Girona,02,Girona,42.311742,2.365078,103.5336,
170405,Canet d'Adri,20,Gironès,17,Girona,02,Girona,42.033424,2.737025,44.6209,
170412,Cantallops,02,Alt Empordà,17,Girona,02,Girona,42.422008,2.925319,19.4738,
170427,Capmany,02,Alt Empordà,17,Girona,02,Girona,42.372493,2.921023,26.3093,
170433,Queralbs,31,Ripollès,17,Girona,02,Girona,42.348583,2.162746,93.4993,
170448,Cassà de la Selva,20,Gironès,17,Girona,02,Girona,41.887382,2.874239,45.3943,
170464,Castellfollit de la Roca,19,Garrotxa,17,Girona,02,Girona,42.219268,2.550076,0.7259,
170470,Castelló d'Empúries,02,Alt Empordà,17,Girona,02,Girona,42.258324,3.074434,42.1914,
170486,"Castell d'Aro, Platja d'Aro i s'Agaró",10,Baix Empordà,17,Girona,02,Girona,41.817468,3.068418,21.6708,
170499,Celrà,20,Gironès,17,Girona,02,Girona,42.024691,2.878947,19.6786,
170502,Cervià de Ter,20,Gironès,17,Girona,02,Girona,42.067712,2.90965,10.0858,
170519,Cistella,02,Alt Empordà,17,Girona,02,Girona,42.268681,2.847275,25.5607,
170524,Siurana,02,Alt Empordà,17,Girona,02,Girona,42.209474,2.99411,10.5072,
170545,Colera,02,Alt Empordà,17,Girona,02,Girona,42.403849,3.150766,24.2299,
170558,Colomers,10,Baix Empordà,17,Girona,02,Girona,42.084172,2.987595,4.2865,
170561,Cornellà del Terri,28,Pla de l'Estany,17,Girona,02,Girona,42.090026,2.816021,27.8294,
170577,Corçà,10,Baix Empordà,17,Girona,02,Girona,41.989412,3.017835,16.1276,
170583,Crespià,28,Pla de l'Estany,17,Girona,02,Girona,42.187122,2.79848,11.3092,
170600,Darnius,02,Alt Empordà,17,Girona,02,Girona,42.368553,2.831958,34.8834,
170617,Das,15,Cerdanya,17,Girona,06,Alt Pirineu,42.361092,1.870125,14.6264,
170622,l'Escala,02,Alt Empordà,17,Girona,02,Girona,42.12479,3.132502,16.2352,
170638,Espinelves,24,Osona,17,Girona,07,Catalunya Central,41.868981,2.417266,17.4854,
170643,Espolla,02,Alt Empordà,17,Girona,02,Girona,42.391085,3.000866,43.3736,
170656,Esponellà,28,Pla de l'Estany,17,Girona,02,Girona,42.178934,2.795073,15.7668,
170669,Figueres,02,Alt Empordà,17,Girona,02,Girona,42.267253,2.960797,18.9829,
170675,Flaçà,20,Gironès,17,Girona,02,Girona,42.047074,2.957735,6.9456,
170681,Foixà,10,Baix Empordà,17,Girona,02,Girona,42.039661,2.996546,18.4486,
170694,Fontanals de Cerdanya,15,Cerdanya,17,Girona,06,Alt Pirineu,42.384929,1.899374,28.6806,
170708,Fontanilles,10,Baix Empordà,17,Girona,02,Girona,42.009948,3.107097,9.5141,
170715,Fontcoberta,28,Pla de l'Estany,17,Girona,02,Girona,42.142955,2.789083,17.0778,
170736,Fornells de la Selva,20,Gironès,17,Girona,02,Girona,41.93092,2.812238,11.6728,
170741,Fortià,02,Alt Empordà,17,Girona,02,Girona,42.242008,3.040705,10.7128,
170754,Garrigàs,02,Alt Empordà,17,Girona,02,Girona,42.193424,2.954079,19.8362,
170767,Garrigoles,10,Baix Empordà,17,Girona,02,Girona,42.107574,3.030873,8.9874,
170773,Garriguella,02,Alt Empordà,17,Girona,02,Girona,42.34228,3.064274,20.8945,
170789,Ger,15,Cerdanya,17,Girona,06,Alt Pirineu,42.410766,1.844214,32.7635,
170792,Girona,20,Gironès,17,Girona,02,Girona,41.983191,2.824666,38.8497,
170806,Gombrèn,31,Ripollès,17,Girona,02,Girona,42.248327,2.090997,43.2706,
170813,Gualta,10,Baix Empordà,17,Girona,02,Girona,42.028501,3.103552,9.0155,
170828,Guils de Cerdanya,15,Cerdanya,17,Girona,06,Alt Pirineu,42.448538,1.879406,21.8921,
170834,Hostalric,34,Selva,17,Girona,02,Girona,41.745993,2.636837,3.3912,
170849,Isòvol,15,Cerdanya,17,Girona,06,Alt Pirineu,42.397593,1.837361,10.5034,
170852,Jafre,10,Baix Empordà,17,Girona,02,Girona,42.071976,3.010617,6.6308,
170865,la Jonquera,02,Alt Empordà,17,Girona,02,Girona,42.417416,2.874256,57.5581,
170871,Juià,20,Gironès,17,Girona,02,Girona,42.017117,2.906799,8.304,
170887,Lladó,02,Alt Empordà,17,Girona,02,Girona,42.247606,2.813803,13.6187,
170890,Llagostera,20,Gironès,17,Girona,02,Girona,41.828913,2.892017,77.0048,
170904,Llambilles,20,Gironès,17,Girona,02,Girona,41.921103,2.859511,14.8784,
170911,Llanars,31,Ripollès,17,Girona,02,Girona,42.320443,2.343989,24.6487,
170926,Llançà,02,Alt Empordà,17,Girona,02,Girona,42.36326,3.152032,27.9415,
170932,Llers,02,Alt Empordà,17,Girona,02,Girona,42.295409,2.912353,21.1355,
170947,Llívia,15,Cerdanya,17,Girona,06,Alt Pirineu,42.464475,1.980855,12.9783,
170950,Lloret de Mar,34,Selva,17,Girona,02,Girona,41.699466,2.847167,48.4746,
170963,les Llosses,31,Ripollès,17,Girona,02,Girona,42.150546,2.116808,114.4344,
170979,Madremanya,20,Gironès,17,Girona,02,Girona,41.990074,2.95724,13.5914,
170985,Maià de Montcal,19,Garrotxa,17,Girona,02,Girona,42.222323,2.742129,17.2205,
170998,Meranges,15,Cerdanya,17,Girona,06,Alt Pirineu,42.446185,1.786869,37.9267,
171002,Masarac i Vilarnadal,02,Alt Empordà,17,Girona,02,Girona,42.350722,2.972776,12.5788,
171019,Massanes,34,Selva,17,Girona,02,Girona,41.765902,2.651779,25.8947,
171024,Maçanet de Cabrenys,02,Alt Empordà,17,Girona,02,Girona,42.385936,2.748068,67.728,
171030,Maçanet de la Selva,34,Selva,17,Girona,02,Girona,41.777449,2.730836,45.6875,
171058,Mieres,19,Garrotxa,17,Girona,02,Girona,42.123056,2.638125,26.1187,
171061,Mollet de Peralada,02,Alt Empordà,17,Girona,02,Girona,42.35981,2.999774,6.1127,
171077,Molló,31,Ripollès,17,Girona,02,Girona,42.346775,2.404611,43.1384,
171096,Montagut i Oix,19,Garrotxa,17,Girona,02,Girona,42.231338,2.596321,93.3971,
171100,Mont-ras,10,Baix Empordà,17,Girona,02,Girona,41.909154,3.14323,12.4159,
171117,Navata,02,Alt Empordà,17,Girona,02,Girona,42.223773,2.860683,18.4044,
171122,Ogassa,31,Ripollès,17,Girona,02,Girona,42.26595,2.276852,45.4324,
171143,Olot,19,Garrotxa,17,Girona,02,Girona,42.182577,2.489741,29.031,
171156,Ordis,02,Alt Empordà,17,Girona,02,Girona,42.218617,2.90674,8.5227,
171169,Osor,34,Selva,17,Girona,02,Girona,41.94547,2.557488,51.535,
171175,Palafrugell,10,Baix Empordà,17,Girona,02,Girona,41.91484,3.164039,26.8951,
171181,Palamós,10,Baix Empordà,17,Girona,02,Girona,41.846788,3.129378,13.9442,
171194,Palau de Santa Eulàlia,02,Alt Empordà,17,Girona,02,Girona,42.173311,2.964614,8.6923,
171208,Palau-saverdera,02,Alt Empordà,17,Girona,02,Girona,42.308042,3.150017,16.5968,
171215,Palau-sator,10,Baix Empordà,17,Girona,02,Girona,41.989367,3.110516,12.3636,
171236,Palol de Revardit,28,Pla de l'Estany,17,Girona,02,Girona,42.069884,2.796199,18.0676,
171241,Pals,10,Baix Empordà,17,Girona,02,Girona,41.970993,3.144941,25.7504,
171254,Pardines,31,Ripollès,17,Girona,02,Girona,42.31222,2.213526,31.3988,
171267,Parlavà,10,Baix Empordà,17,Girona,02,Girona,42.022145,3.029928,6.2131,
171289,Pau,02,Alt Empordà,17,Girona,02,Girona,42.315816,3.116169,10.5455,
171292,Pedret i Marzà,02,Alt Empordà,17,Girona,02,Girona,42.310801,3.067522,8.6156,
171306,la Pera,10,Baix Empordà,17,Girona,02,Girona,42.020413,2.973315,11.9235,
171328,Peralada,02,Alt Empordà,17,Girona,02,Girona,42.308241,3.008139,43.919,
171334,les Planes d'Hostoles,19,Garrotxa,17,Girona,02,Girona,42.055535,2.537176,37.4524,
171349,Planoles,31,Ripollès,17,Girona,02,Girona,42.316283,2.103769,18.7428,
171352,Pont de Molins,02,Alt Empordà,17,Girona,02,Girona,42.314591,2.925691,8.6224,
171365,Pontós,02,Alt Empordà,17,Girona,02,Girona,42.186656,2.916567,13.4628,
171371,Porqueres,28,Pla de l'Estany,17,Girona,02,Girona,42.107232,2.783509,33.7064,
171387,Portbou,02,Alt Empordà,17,Girona,02,Girona,42.425863,3.158606,9.2401,
171390,les Preses,19,Garrotxa,17,Girona,02,Girona,42.141183,2.461175,9.3924,
171404,el Port de la Selva,02,Alt Empordà,17,Girona,02,Girona,42.338431,3.204722,41.3627,
171411,Puigcerdà,15,Cerdanya,17,Girona,06,Alt Pirineu,42.431239,1.927165,18.7378,
171426,Quart,20,Gironès,17,Girona,02,Girona,41.939793,2.839872,38.107,
171432,Rabós,02,Alt Empordà,17,Girona,02,Girona,42.379064,3.028525,45.246,
171447,Regencós,10,Baix Empordà,17,Girona,02,Girona,41.952446,3.16989,6.2729,
171450,Ribes de Freser,31,Ripollès,17,Girona,02,Girona,42.306166,2.167638,41.5563,
171463,Riells i Viabrea,34,Selva,17,Girona,02,Girona,41.725202,2.558162,27.0676,
171479,Ripoll,31,Ripollès,17,Girona,02,Girona,42.200867,2.190587,73.6313,
171485,Riudarenes,34,Selva,17,Girona,02,Girona,41.822587,2.717045,47.4881,
171498,Riudaura,19,Garrotxa,17,Girona,02,Girona,42.188572,2.406803,23.5214,
171501,Riudellots de la Selva,34,Selva,17,Girona,02,Girona,41.892818,2.803296,13.2866,
171518,Riumors,02,Alt Empordà,17,Girona,02,Girona,42.2273,3.042124,6.5387,
171523,Roses,02,Alt Empordà,17,Girona,02,Girona,42.262191,3.177887,45.8265,
171539,Rupià,10,Baix Empordà,17,Girona,02,Girona,42.020417,3.010859,5.3525,
171544,Sales de Llierca,19,Garrotxa,17,Girona,02,Girona,42.235622,2.649819,35.7932,
171557,Salt,20,Gironès,17,Girona,02,Girona,41.974483,2.793078,6.6092,
171576,Sant Andreu Salou,20,Gironès,17,Girona,02,Girona,41.873535,2.825403,5.8154,
171582,Sant Climent Sescebes,02,Alt Empordà,17,Girona,02,Girona,42.368782,2.980503,24.203,
171595,Sant Feliu de Buixalleu,34,Selva,17,Girona,02,Girona,41.791148,2.586467,62.0482,
171609,Sant Feliu de Guíxols,10,Baix Empordà,17,Girona,02,Girona,41.780386,3.028607,15.8524,
171616,Sant Feliu de Pallerols,19,Garrotxa,17,Girona,02,Girona,42.075579,2.507024,33.8137,
171621,Sant Ferriol,19,Garrotxa,17,Girona,02,Girona,42.197815,2.668523,42.2873,
171637,Sant Gregori,20,Gironès,17,Girona,02,Girona,41.9907,2.760172,48.8868,
171642,Sant Hilari Sacalm,34,Selva,17,Girona,02,Girona,41.879178,2.508764,82.9978,
171655,Sant Jaume de Llierca,19,Garrotxa,17,Girona,02,Girona,42.212863,2.608585,6.9002,
171668,Sant Jordi Desvalls,20,Gironès,17,Girona,02,Girona,42.072064,2.953833,11.901,
171674,Sant Joan de les Abadesses,31,Ripollès,17,Girona,02,Girona,42.232779,2.284822,53.6823,
171680,Sant Joan de Mollet,20,Gironès,17,Girona,02,Girona,42.04567,2.942719,3.2298,
171693,Sant Julià de Ramis,20,Gironès,17,Girona,02,Girona,42.034541,2.839586,18.6987,
171707,Vallfogona de Ripollès,31,Ripollès,17,Girona,02,Girona,42.195386,2.303633,38.9579,
171714,Sant Llorenç de la Muga,02,Alt Empordà,17,Girona,02,Girona,42.319986,2.789555,32.4596,
171729,Sant Martí de Llémena,20,Gironès,17,Girona,02,Girona,42.036396,2.647533,42.9504,
171735,Sant Martí Vell,20,Gironès,17,Girona,02,Girona,42.019778,2.931088,17.2794,
171740,Sant Miquel de Campmajor,28,Pla de l'Estany,17,Girona,02,Girona,42.135918,2.679208,33.6172,
171753,Sant Miquel de Fluvià,02,Alt Empordà,17,Girona,02,Girona,42.171968,2.991704,3.5111,
171766,Sant Mori,02,Alt Empordà,17,Girona,02,Girona,42.153776,2.990767,7.4362,
171772,Sant Pau de Segúries,31,Ripollès,17,Girona,02,Girona,42.260861,2.364922,8.7797,
171788,Sant Pere Pescador,02,Alt Empordà,17,Girona,02,Girona,42.188157,3.08196,17.9915,
171805,Santa Coloma de Farners,34,Selva,17,Girona,02,Girona,41.864077,2.662652,70.8871,
171812,Santa Cristina d'Aro,10,Baix Empordà,17,Girona,02,Girona,41.812686,2.996348,67.7587,
171827,Santa Llogaia d'Àlguema,02,Alt Empordà,17,Girona,02,Girona,42.233329,2.95202,1.9225,
171833,Sant Aniol de Finestres,19,Garrotxa,17,Girona,02,Girona,42.063501,2.614794,48.4637,
171848,Santa Pau,19,Garrotxa,17,Girona,02,Girona,42.144269,2.571364,48.5675,
171851,Sant Joan les Fonts,19,Garrotxa,17,Girona,02,Girona,42.212645,2.51178,31.9669,
171864,Sarrià de Ter,20,Gironès,17,Girona,02,Girona,42.018476,2.825438,4.2528,
171870,"Saus, Camallera i Llampaies",02,Alt Empordà,17,Girona,02,Girona,42.123133,2.963759,11.4661,
171886,la Selva de Mar,02,Alt Empordà,17,Girona,02,Girona,42.324488,3.186473,7.2393,
171899,la Cellera de Ter,34,Selva,17,Girona,02,Girona,41.968304,2.620737,14.6436,
171903,Serinyà,28,Pla de l'Estany,17,Girona,02,Girona,42.169063,2.744393,17.1958,
171910,Serra de Daró,10,Baix Empordà,17,Girona,02,Girona,42.028334,3.072067,7.9383,
171925,Setcases,31,Ripollès,17,Girona,02,Girona,42.375371,2.30118,48.8755,
171931,Sils,34,Selva,17,Girona,02,Girona,41.81083,2.742934,30.0837,
171946,Susqueda,34,Selva,17,Girona,02,Girona,42.014545,2.546978,50.9607,
171959,la Tallada d'Empordà,10,Baix Empordà,17,Girona,02,Girona,42.080607,3.055232,16.6674,
171962,Terrades,02,Alt Empordà,17,Girona,02,Girona,42.310393,2.839785,20.817,
171978,Torrent,10,Baix Empordà,17,Girona,02,Girona,41.952011,3.127693,7.9101,
171984,Torroella de Fluvià,02,Alt Empordà,17,Girona,02,Girona,42.174879,3.040969,16.8702,
171997,Torroella de Montgrí,10,Baix Empordà,17,Girona,02,Girona,42.041071,3.126103,65.8314,
172001,Tortellà,19,Garrotxa,17,Girona,02,Girona,42.232882,2.630001,11.0033,
172018,Toses,31,Ripollès,17,Girona,02,Girona,42.321644,2.016986,57.6773,
172023,Tossa de Mar,34,Selva,17,Girona,02,Girona,41.718008,2.93123,38.0131,
172039,Ultramort,10,Baix Empordà,17,Girona,02,Girona,42.036679,3.034478,4.3927,
172044,Ullà,10,Baix Empordà,17,Girona,02,Girona,42.050702,3.107679,7.457,
172057,Ullastret,10,Baix Empordà,17,Girona,02,Girona,42.000437,3.068546,11.1035,
172060,Urús,15,Cerdanya,17,Girona,06,Alt Pirineu,42.35007,1.854021,17.3588,
172076,la Vall d'en Bas,19,Garrotxa,17,Girona,02,Girona,42.118256,2.459063,90.5716,
172082,la Vall de Bianya,19,Garrotxa,17,Girona,02,Girona,42.210973,2.453614,93.6182,
172095,Vall-llobrega,10,Baix Empordà,17,Girona,02,Girona,41.879186,3.126424,5.4819,
172109,Ventalló,02,Alt Empordà,17,Girona,02,Girona,42.148875,3.026877,24.9887,
172116,Verges,10,Baix Empordà,17,Girona,02,Girona,42.060403,3.046577,9.4152,
172121,Vidrà,24,Osona,17,Girona,07,Catalunya Central,42.122472,2.309885,34.4718,
172137,Vidreres,34,Selva,17,Girona,02,Girona,41.788884,2.779223,48.1929,
172142,Vilabertran,02,Alt Empordà,17,Girona,02,Girona,42.282695,2.98156,2.2709,
172155,Vilablareix,20,Gironès,17,Girona,02,Girona,41.956881,2.772984,6.1373,
172168,Viladasens,20,Gironès,17,Girona,02,Girona,42.095723,2.930171,15.5161,
172174,Viladamat,02,Alt Empordà,17,Girona,02,Girona,42.133457,3.074771,11.8032,
172180,Vilademuls,28,Pla de l'Estany,17,Girona,02,Girona,42.13869,2.887874,62.1665,
172207,Viladrau,24,Osona,17,Girona,07,Catalunya Central,41.847516,2.389982,50.7127,
172214,Vilafant,02,Alt Empordà,17,Girona,02,Girona,42.246983,2.937576,8.3282,
172229,Vilaür,02,Alt Empordà,17,Girona,02,Girona,42.14361,2.955087,5.7077,
172235,Vilajuïga,02,Alt Empordà,17,Girona,02,Girona,42.32551,3.09296,13.1868,
172240,Vilallonga de Ter,31,Ripollès,17,Girona,02,Girona,42.331156,2.31214,64.284,
172253,Vilamacolum,02,Alt Empordà,17,Girona,02,Girona,42.196432,3.056801,5.7828,
172266,Vilamalla,02,Alt Empordà,17,Girona,02,Girona,42.217684,2.970474,8.8699,
172272,Vilamaniscle,02,Alt Empordà,17,Girona,02,Girona,42.37516,3.067774,5.4867,
172288,Vilanant,02,Alt Empordà,17,Girona,02,Girona,42.254596,2.888685,16.9612,
172305,Vila-sacra,02,Alt Empordà,17,Girona,02,Girona,42.265499,3.018132,6.0584,
172327,Vilopriu,10,Baix Empordà,17,Girona,02,Girona,42.104199,2.992003,16.696,
172333,Vilobí d'Onyar,34,Selva,17,Girona,02,Girona,41.888506,2.742548,32.5966,
172348,Biure,02,Alt Empordà,17,Girona,02,Girona,42.337658,2.894999,10.0269,
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",10,Baix Empordà,17,Girona,02,Girona,41.956528,2.990801,99.6031,
179026,Forallac,10,Baix Empordà,17,Girona,02,Girona,41.960101,3.054249,50.1778,
179032,Sant Julià del Llor i Bonmatí,34,Selva,17,Girona,02,Girona,41.97041,2.66411,9.6539,
250019,Abella de la Conca,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.161442,1.092472,78.1235,
250024,Àger,23,Noguera,25,Lleida,03,Lleida,41.999565,0.763679,160.2237,
250030,Agramunt,38,Urgell,25,Lleida,03,Lleida,41.787239,1.098859,79.3595,
250045,els Alamús,33,Segrià,25,Lleida,03,Lleida,41.615889,0.739536,20.3222,
250058,Alàs i Cerc,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.351404,1.508278,57.4723,
250061,l'Albagés,18,Garrigues,25,Lleida,03,Lleida,41.449114,0.739023,26.1216,
250077,Albatàrrec,33,Segrià,25,Lleida,03,Lleida,41.573076,0.604159,10.6751,
250083,Albesa,23,Noguera,25,Lleida,03,Lleida,41.751364,0.660408,37.6075,
250096,l'Albi,18,Garrigues,25,Lleida,03,Lleida,41.422896,0.93658,32.7143,
250100,Alcanó,33,Segrià,25,Lleida,03,Lleida,41.481245,0.616777,21.1918,
