municipality_code,municipality_name,comarca_code,comarca_name,province_code,province_name,territorial_area_code,territorial_area_name,capital_lat,capital_lon,area_km2,geometry_source_date
250117,Alcarràs,33,Segrià,25,Lleida,03,Lleida,41.563128,0.525201,114.5265,
250122,Alcoletge,33,Segrià,25,Lleida,03,Lleida,41.647304,0.694162,16.7318,
250138,Alfarràs,33,Segrià,25,Lleida,03,Lleida,41.829516,0.57045,11.3057,
250143,Alfés,33,Segrià,25,Lleida,03,Lleida,41.521618,0.621001,32.1162,
250156,Algerri,23,Noguera,25,Lleida,03,Lleida,41.816083,0.638538,54.4168,
250169,Alguaire,33,Segrià,25,Lleida,03,Lleida,41.736354,0.58383,50.3539,
250175,Alins,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.548795,1.317473,182.7884,
250194,Almacelles,33,Segrià,25,Lleida,03,Lleida,41.731744,0.437095,48.9815,
250208,Almatret,33,Segrià,25,Lleida,03,Lleida,41.305329,0.424136,56.4357,
250215,Almenar,33,Segrià,25,Lleida,03,Lleida,41.797844,0.567895,66.6621,
250220,Alòs de Balaguer,23,Noguera,25,Lleida,03,Lleida,41.912258,0.961095,69.0765,
250236,Alpicat,33,Segrià,25,Lleida,03,Lleida,41.666634,0.555198,15.2289,
250241,Alt Àneu,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.633162,1.109955,217.7472,
250254,Naut Aran,39,Val d'Aran,25,Lleida,00,Val d'Aran (entitat territorial singular),42.706712,0.90117,256.3571,
250273,Anglesola,38,Urgell,25,Lleida,03,Lleida,41.658868,1.081379,23.6724,
250292,Arbeca,18,Garrigues,25,Lleida,03,Lleida,41.541652,0.924154,58.2196,
250306,el Pont de Bar,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.372336,1.60517,43.7732,
250313,Arres,39,Val d'Aran,25,Lleida,00,Val d'Aran (entitat territorial singular),42.754901,0.711383,11.5112,
250328,Arsèguel,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.350194,1.58263,9.6654,
250334,Artesa de Lleida,33,Segrià,25,Lleida,03,Lleida,41.551791,0.703671,24.2106,
250349,Artesa de Segre,23,Noguera,25,Lleida,03,Lleida,41.895692,1.045329,176.0455,
250352,la Sentiu de Sió,23,Noguera,25,Lleida,03,Lleida,41.804805,0.878457,29.5442,
250365,Aspa,33,Segrià,25,Lleida,03,Lleida,41.495592,0.672325,10.1082,
250371,les Avellanes i Santa Linya,23,Noguera,25,Lleida,03,Lleida,41.907897,0.764,102.9248,
250387,Aitona,33,Segrià,25,Lleida,03,Lleida,41.494156,0.458875,66.8369,
250390,Baix Pallars,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.323393,1.064277,129.354,
250404,Balaguer,23,Noguera,25,Lleida,03,Lleida,41.789738,0.805297,57.0716,
250411,Barbens,27,Pla d'Urgell,25,Lleida,03,Lleida,41.679015,1.018357,7.7837,
250426,la Baronia de Rialb,23,Noguera,25,Lleida,03,Lleida,41.932385,1.196218,144.5413,
250432,la Vall de Boí,05,Alta Ribagorça,25,Lleida,06,Alt Pirineu,42.505378,0.801125,219.6014,
250447,Bassella,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.006042,1.295229,70.8265,
250450,Bausen,39,Val d'Aran,25,Lleida,00,Val d'Aran (entitat territorial singular),42.83467,0.716881,17.9461,
250463,Belianes,38,Urgell,25,Lleida,03,Lleida,41.561728,1.017511,15.7697,
250479,Bellcaire d'Urgell,23,Noguera,25,Lleida,03,Lleida,41.759371,0.906225,31.1603,
250485,Bell-lloc d'Urgell,27,Pla d'Urgell,25,Lleida,03,Lleida,41.629639,0.779432,35.1622,
250498,Bellmunt d'Urgell,23,Noguera,25,Lleida,03,Lleida,41.774327,0.952097,5.0475,
250501,Bellpuig,38,Urgell,25,Lleida,03,Lleida,41.62598,1.011154,35.0176,
250518,Bellver de Cerdanya,15,Cerdanya,25,Lleida,06,Alt Pirineu,42.370654,1.774353,100.7952,
250523,Bellvís,27,Pla d'Urgell,25,Lleida,03,Lleida,41.671828,0.817478,46.4131,
250539,Benavent de Segrià,33,Segrià,25,Lleida,03,Lleida,41.695926,0.633032,7.4591,
250557,Biosca,35,Solsonès,25,Lleida,07,Catalunya Central,41.842278,1.358749,66.031,
250560,Bovera,18,Garrigues,25,Lleida,03,Lleida,41.326472,0.638866,33.2247,
250576,Es Bòrdes,39,Val d'Aran,25,Lleida,00,Val d'Aran (entitat territorial singular),42.738019,0.719253,21.4233,
250582,les Borges Blanques,18,Garrigues,25,Lleida,03,Lleida,41.521251,0.867717,61.6594,
250595,Bossòst,39,Val d'Aran,25,Lleida,00,Val d'Aran (entitat territorial singular),42.785594,0.692016,27.8685,
250609,Cabanabona,23,Noguera,25,Lleida,03,Lleida,41.851634,1.216449,14.16,
250616,Cabó,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.238892,1.247172,79.3552,
250621,Camarasa,23,Noguera,25,Lleida,03,Lleida,41.875131,0.877882,157.6142,
250637,Canejan,39,Val d'Aran,25,Lleida,00,Val d'Aran (entitat territorial singular),42.838178,0.739804,48.2721,
250642,Castellar de la Ribera,35,Solsonès,25,Lleida,07,Catalunya Central,42.022693,1.415999,60.2617,
250674,Castelldans,18,Garrigues,25,Lleida,03,Lleida,41.497744,0.765324,64.3225,
250680,Castellnou de Seana,27,Pla d'Urgell,25,Lleida,03,Lleida,41.648318,0.970907,16.3091,
250693,Castelló de Farfanya,23,Noguera,25,Lleida,03,Lleida,41.82037,0.72755,52.6274,
250707,Castellserà,38,Urgell,25,Lleida,03,Lleida,41.7469,0.986959,15.9757,
250714,Cava,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.325362,1.584346,41.4261,
250729,Cervera,32,Segarra,25,Lleida,03,Lleida,41.665742,1.27102,55.1981,
250735,Cervià de les Garrigues,18,Garrigues,25,Lleida,03,Lleida,41.424953,0.858969,34.0379,
250740,Ciutadilla,38,Urgell,25,Lleida,03,Lleida,41.561636,1.139285,16.467,
250753,Clariana de Cardener,35,Solsonès,25,Lleida,07,Catalunya Central,41.933846,1.625028,40.8624,
250766,el Cogul,18,Garrigues,25,Lleida,03,Lleida,41.46702,0.689455,17.4745,
250772,Coll de Nargó,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.17471,1.31577,152.2705,
250788,Corbins,33,Segrià,25,Lleida,03,Lleida,41.690622,0.69299,21.0137,
250791,Cubells,23,Noguera,25,Lleida,03,Lleida,41.851591,0.958899,39.053,
250812,l'Espluga Calba,18,Garrigues,25,Lleida,03,Lleida,41.495013,1.003651,21.4475,
250827,Espot,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.57582,1.088961,97.7491,
250851,Estaràs,32,Segarra,25,Lleida,03,Lleida,41.691586,1.378254,21.1392,
250864,Esterri d'Àneu,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.628642,1.122276,8.334,
250870,Esterri de Cardós,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.592668,1.26172,16.3327,
250886,Estamariu,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.373064,1.522677,20.9221,
250899,Farrera,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.503711,1.273562,61.8616,
250925,la Floresta,18,Garrigues,25,Lleida,03,Lleida,41.510385,0.919589,5.6148,
250931,Fondarella,27,Pla d'Urgell,25,Lleida,03,Lleida,41.634683,0.874474,5.4392,
250946,Foradada,23,Noguera,25,Lleida,03,Lleida,41.876775,1.012446,28.907,
250962,la Fuliola,38,Urgell,25,Lleida,03,Lleida,41.713011,1.018525,11.1294,
250978,Fulleda,18,Garrigues,25,Lleida,03,Lleida,41.463615,1.024332,16.3323,
250984,Gavet de la Conca,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.123367,0.92041,91.4571,
250997,Golmés,27,Pla d'Urgell,25,Lleida,03,Lleida,41.632536,0.932518,16.7211,
251001,Gósol,14,Berguedà,25,Lleida,07,Catalunya Central,42.236957,1.660203,56.2949,
251018,la Granadella,18,Garrigues,25,Lleida,03,Lleida,41.35552,0.664842,82.978,
251023,la Granja d'Escarp,33,Segrià,25,Lleida,03,Lleida,41.418439,0.352225,38.3939,
251039,Granyanella,32,Segarra,25,Lleida,03,Lleida,41.665734,1.228048,23.9753,
251044,Granyena de Segarra,32,Segarra,25,Lleida,03,Lleida,41.623511,1.246857,16.5786,
251057,Granyena de les Garrigues,18,Garrigues,25,Lleida,03,Lleida,41.432844,0.649207,20.3043,
251095,Guimerà,38,Urgell,25,Lleida,03,Lleida,41.564301,1.185197,25.3705,
251109,Guissona,32,Segarra,25,Lleida,03,Lleida,41.785191,1.288706,18.3144,
251116,Guixers,35,Solsonès,25,Lleida,07,Catalunya Central,42.13257,1.666658,65.6687,
251121,Ivars de Noguera,23,Noguera,25,Lleida,03,Lleida,41.850179,0.58588,26.9586,
251137,Ivars d'Urgell,27,Pla d'Urgell,25,Lleida,03,Lleida,41.682913,0.985676,24.1681,
251142,Ivorra,32,Segarra,25,Lleida,03,Lleida,41.772024,1.395657,15.3178,
251155,Isona i Conca Dellà,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.116926,1.043619,139.2469,
251180,Juncosa,18,Garrigues,25,Lleida,03,Lleida,41.371562,0.77537,76.7109,
251193,Juneda,18,Garrigues,25,Lleida,03,Lleida,41.549447,0.825094,47.3303,
251207,Lleida,33,Segrià,25,Lleida,03,Lleida,41.614814,0.626649,212.4196,
251214,Les,39,Val d'Aran,25,Lleida,00,Val d'Aran (entitat territorial singular),42.810089,0.710457,23.0833,
251229,Linyola,27,Pla d'Urgell,25,Lleida,03,Lleida,41.710719,0.904673,28.8176,
251235,Lladorre,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.621103,1.249503,147.8538,
251240,Lladurs,35,Solsonès,25,Lleida,07,Catalunya Central,42.044667,1.508251,127.9914,
251253,Llardecans,33,Segrià,25,Lleida,03,Lleida,41.374033,0.550052,66.2192,
251266,Llavorsí,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.495682,1.211167,68.4546,
251272,Lles de Cerdanya,15,Cerdanya,25,Lleida,06,Alt Pirineu,42.390337,1.687552,102.644,
251288,Llimiana,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.074966,0.916154,41.3226,
251291,Llobera,35,Solsonès,25,Lleida,07,Catalunya Central,41.950968,1.472518,38.8808,
251305,Maldà,38,Urgell,25,Lleida,03,Lleida,41.55094,1.040077,31.5338,
251312,Massalcoreig,33,Segrià,25,Lleida,03,Lleida,41.459165,0.359063,13.6672,
251327,Massoteres,32,Segarra,25,Lleida,03,Lleida,41.797486,1.310738,26.135,
251333,Maials,33,Segrià,25,Lleida,03,Lleida,41.364814,0.504374,57.1311,
251348,Menàrguens,23,Noguera,25,Lleida,03,Lleida,41.729598,0.743556,20.5354,
251351,Miralcamp,27,Pla d'Urgell,25,Lleida,03,Lleida,41.605282,0.878954,14.8923,
251364,la Molsosa,35,Solsonès,25,Lleida,07,Catalunya Central,41.785706,1.544244,26.8392,
251370,Mollerussa,27,Pla d'Urgell,25,Lleida,03,Lleida,41.629835,0.893697,7.0047,
251386,Montgai,23,Noguera,25,Lleida,03,Lleida,41.79986,0.961008,29.13,
251399,Montellà i Martinet,15,Cerdanya,25,Lleida,06,Alt Pirineu,42.35997,1.695029,52.43,
251403,Montferrer i Castellbò,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.341705,1.428255,176.7894,
251410,Montoliu de Segarra,32,Segarra,25,Lleida,03,Lleida,41.590098,1.270112,29.4469,
251425,Montoliu de Lleida,33,Segrià,25,Lleida,03,Lleida,41.560567,0.588903,7.3496,
251431,Montornès de Segarra,32,Segarra,25,Lleida,03,Lleida,41.600745,1.229568,12.1342,
251459,Nalec,38,Urgell,25,Lleida,03,Lleida,41.560181,1.115168,9.6662,
251462,Navès,35,Solsonès,25,Lleida,07,Catalunya Central,41.990797,1.640112,145.401,
251484,Odèn,35,Solsonès,25,Lleida,07,Catalunya Central,42.133295,1.387288,114.4205,
251497,Oliana,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.064901,1.314701,32.0564,
251500,Oliola,23,Noguera,25,Lleida,03,Lleida,41.875658,1.173709,86.1199,
251517,Olius,35,Solsonès,25,Lleida,07,Catalunya Central,41.977528,1.555209,54.4018,
251522,les Oluges,32,Segarra,25,Lleida,03,Lleida,41.697221,1.318928,19.0845,
251538,els Omellons,18,Garrigues,25,Lleida,03,Lleida,41.50148,0.959479,11.0126,
251543,els Omells de na Gaia,38,Urgell,25,Lleida,03,Lleida,41.499871,1.074888,13.0077,
251556,Organyà,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.211096,1.328553,12.6715,
251569,Os de Balaguer,23,Noguera,25,Lleida,03,Lleida,41.87132,0.718616,136.0031,
251575,Ossó de Sió,38,Urgell,25,Lleida,03,Lleida,41.75488,1.159434,26.0407,
251581,el Palau d'Anglesola,27,Pla d'Urgell,25,Lleida,03,Lleida,41.651723,0.880179,12.3434,
251615,Conca de Dalt,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.244759,0.971517,165.5683,
251636,la Coma i la Pedra,35,Solsonès,25,Lleida,07,Catalunya Central,42.176048,1.589749,60.7274,
251641,Penelles,23,Noguera,25,Lleida,03,Lleida,41.757602,0.965576,25.4599,
251654,Peramola,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.057173,1.267801,55.9122,
251667,Pinell de Solsonès,35,Solsonès,25,Lleida,07,Catalunya Central,41.950276,1.418709,90.5631,
251673,Pinós,35,Solsonès,25,Lleida,07,Catalunya Central,41.837957,1.539932,104.3351,
251689,el Poal,27,Pla d'Urgell,25,Lleida,03,Lleida,41.678169,0.856747,8.858,
251692,la Pobla de Cérvoles,18,Garrigues,25,Lleida,03,Lleida,41.367709,0.915523,61.985,
251706,Bellaguarda,18,Garrigues,25,Lleida,03,Lleida,41.337646,0.735958,20.3773,
251713,la Pobla de Segur,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.249829,0.968855,33.366,
251728,Ponts,23,Noguera,25,Lleida,03,Lleida,41.915679,1.186197,31.2767,
251734,el Pont de Suert,05,Alta Ribagorça,25,Lleida,06,Alt Pirineu,42.407655,0.740243,148.4836,
251749,la Portella,33,Segrià,25,Lleida,03,Lleida,41.739889,0.639321,12.2373,
251752,Prats i Sansor,15,Cerdanya,25,Lleida,06,Alt Pirineu,42.364982,1.836921,6.7162,
251765,Preixana,38,Urgell,25,Lleida,03,Lleida,41.607781,1.037645,21.3445,
251771,Preixens,23,Noguera,25,Lleida,03,Lleida,41.794052,1.050648,28.7529,
251790,Prullans,15,Cerdanya,25,Lleida,06,Alt Pirineu,42.378873,1.736749,21.136,
251804,Puiggròs,18,Garrigues,25,Lleida,03,Lleida,41.550534,0.889996,9.8294,
251811,Puigverd d'Agramunt,38,Urgell,25,Lleida,03,Lleida,41.777278,1.122035,21.2221,
251826,Puigverd de Lleida,33,Segrià,25,Lleida,03,Lleida,41.543303,0.73303,12.4306,
251832,Rialp,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.444132,1.134766,63.2686,
251850,Ribera d'Urgellet,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.312356,1.383366,107.3746,
251863,Riner,35,Solsonès,25,Lleida,07,Catalunya Central,41.914499,1.524971,47.5771,
251898,Rosselló,33,Segrià,25,Lleida,03,Lleida,41.693288,0.595234,9.9613,
251902,Salàs de Pallars,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.21276,0.93148,21.1577,
251919,Sanaüja,32,Segarra,25,Lleida,03,Lleida,41.876296,1.310802,32.9353,
251924,Sant Guim de Freixenet,32,Segarra,25,Lleida,03,Lleida,41.655668,1.418591,25.1481,
251930,Sant Llorenç de Morunys,35,Solsonès,25,Lleida,07,Catalunya Central,42.137035,1.591893,4.5941,
251945,Sant Ramon,32,Segarra,25,Lleida,03,Lleida,41.724533,1.357903,18.8603,
251961,Sant Esteve de la Sarga,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.079635,0.76369,92.8936,
251977,Sant Guim de la Plana,32,Segarra,25,Lleida,03,Lleida,41.762941,1.324077,12.3157,
252000,Sarroca de Lleida,33,Segrià,25,Lleida,03,Lleida,41.458434,0.562054,41.6968,
252017,Sarroca de Bellera,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.35972,0.881273,87.5239,
252022,Senterada,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.324939,0.937451,34.4668,
252038,la Seu d'Urgell,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.358163,1.462013,15.544,
252043,Seròs,33,Segrià,25,Lleida,03,Lleida,41.463292,0.409552,85.9638,
252056,Sidamon,27,Pla d'Urgell,25,Lleida,03,Lleida,41.62929,0.832005,8.1178,
252069,el Soleràs,18,Garrigues,25,Lleida,03,Lleida,41.413035,0.681659,12.6153,
252075,Solsona,35,Solsonès,25,Lleida,07,Catalunya Central,41.994348,1.518178,17.7015,
252081,Soriguera,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.379677,1.161413,106.9154,
252094,Sort,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.411135,1.129822,104.5009,
252108,Soses,33,Segrià,25,Lleida,03,Lleida,41.533146,0.487489,30.0539,
252115,Sudanell,33,Segrià,25,Lleida,03,Lleida,41.557613,0.567232,8.177,
252120,Sunyer,33,Segrià,25,Lleida,03,Lleida,41.523258,0.593018,12.4908,
252154,Talarn,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.185549,0.900185,27.8209,
252167,Talavera,32,Segarra,25,Lleida,03,Lleida,41.582054,1.338204,30.6059,
252173,Tàrrega,38,Urgell,25,Lleida,03,Lleida,41.646404,1.139369,87.9464,
252189,Tarrés,18,Garrigues,25,Lleida,03,Lleida,41.42257,1.019648,13.0815,
252192,Tarroja de Segarra,32,Segarra,25,Lleida,03,Lleida,41.730448,1.274248,7.9022,
252206,Térmens,23,Noguera,25,Lleida,03,Lleida,41.717465,0.760563,27.5768,
252213,Tírvia,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.515091,1.242971,8.5892,
252228,Tiurana,23,Noguera,25,Lleida,03,Lleida,41.975825,1.255582,15.613,
252234,Torà,35,Solsonès,25,Lleida,07,Catalunya Central,41.812767,1.402777,93.338,
252249,els Torms,18,Garrigues,25,Lleida,03,Lleida,41.394169,0.719725,13.5075,
252252,Tornabous,38,Urgell,25,Lleida,03,Lleida,41.70166,1.05308,20.0979,
252265,Torrebesses,33,Segrià,25,Lleida,03,Lleida,41.426648,0.595094,27.7903,
252271,la Torre de Cabdella,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.421907,0.982531,165.4114,
252287,Torrefarrera,33,Segrià,25,Lleida,03,Lleida,41.673216,0.606639,23.514,
252304,Torregrossa,27,Pla d'Urgell,25,Lleida,03,Lleida,41.581072,0.831863,40.5061,
252311,Torrelameu,23,Noguera,25,Lleida,03,Lleida,41.704691,0.702083,10.7876,
252326,Torres de Segre,33,Segrià,25,Lleida,03,Lleida,41.535264,0.513577,50.9353,
252332,Torre-serona,33,Segrià,25,Lleida,03,Lleida,41.671862,0.629325,5.8872,
252347,Tremp,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.16741,0.895259,302.3623,
252385,Vallbona de les Monges,38,Urgell,25,Lleida,03,Lleida,41.525016,1.088563,34.3328,
252398,les Valls de Valira,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.379017,1.456523,171.0234,
252402,Vallfogona de Balaguer,23,Noguera,25,Lleida,03,Lleida,41.752469,0.813743,27.1067,
252424,Verdú,38,Urgell,25,Lleida,03,Lleida,41.610183,1.143638,35.8426,
252430,Vielha e Mijaran,39,Val d'Aran,25,Lleida,00,Val d'Aran (entitat territorial singular),42.70197,0.795651,211.5726,
252445,Vilagrassa,38,Urgell,25,Lleida,03,Lleida,41.648558,1.105763,19.6712,
252458,Vilaller,05,Alta Ribagorça,25,Lleida,06,Alt Pirineu,42.476703,0.715792,59.1995,
252477,Vilamòs,39,Val d'Aran,25,Lleida,00,Val d'Aran (entitat territorial singular),42.747442,0.726887,15.3843,
252483,Vilanova de Bellpuig,27,Pla d'Urgell,25,Lleida,03,Lleida,41.61476,0.960765,13.9051,
252496,Vilanova de l'Aguda,23,Noguera,25,Lleida,03,Lleida,41.911939,1.252605,53.3152,
252509,Vilanova de Meià,23,Noguera,25,Lleida,03,Lleida,41.995265,1.022675,104.7392,
252516,Vilanova de Segrià,33,Segrià,25,Lleida,03,Lleida,41.712645,0.618835,8.3979,
252521,Vila-sana,27,Pla d'Urgell,25,Lleida,03,Lleida,41.663298,0.927562,18.987,
252537,el Vilosell,18,Garrigues,25,Lleida,03,Lleida,41.383948,0.946624,18.8436,
252542,Vilanova de la Barca,33,Segrià,25,Lleida,03,Lleida,41.691058,0.729043,21.3945,
252555,Vinaixa,18,Garrigues,25,Lleida,03,Lleida,41.428557,0.9753,37.4708,
259010,Vall de Cardós,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.563505,1.224936,56.396,
259025,Sant Martí de Riucorb,38,Urgell,25,Lleida,03,Lleida,41.559144,1.054532,34.8275,
259031,la Guingueta d'Àneu,26,Pallars Sobirà,25,Lleida,06,Alt Pirineu,42.594945,1.131331,108.093,
259046,Castell de Mur,25,Pallars Jussà,25,Lleida,06,Alt Pirineu,42.091888,0.877257,62.9396,
259059,Ribera d'Ondara,32,Segarra,25,Lleida,03,Lleida,41.625585,1.340968,54.2535,
259062,les Valls d'Aguilar,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.294211,1.341775,123.028,
259078,Torrefeta i Florejacs,32,Segarra,25,Lleida,03,Lleida,41.754011,1.2737,89.0084,
259084,Fígols i Alinyà,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.202862,1.339563,102.0724,
259097,la Vansa i Fórnols,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.233585,1.480407,106.0452,
259101,Josa i Tuixén,04,Alt Urgell,25,Lleida,06,Alt Pirineu,42.23083,1.565836,68.4501,
259118,els Plans de Sió,32,Segarra,25,Lleida,03,Lleida,41.762059,1.197178,55.8444,
259123,Gimenells i el Pla de la Font,33,Segrià,25,Lleida,03,Lleida,41.652321,0.38954,55.7057,
259139,Riu de Cerdanya,15,Cerdanya,25,Lleida,06,Alt Pirineu,42.345221,1.826031,12.3426,
430017,Aiguamúrcia,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.346471,1.363265,72.6114,
430022,Albinyana,12,Baix Penedès,43,Tarragona,08,Penedès,41.245745,1.486364,19.5463,
430038,l'Albiol,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.252051,1.089127,20.315,
430043,Alcanar,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.543244,0.480771,46.9124,
430056,Alcover,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.262911,1.168858,46.2587,
430069,Aldover,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.8799,0.500058,20.1879,
430075,l'Aleixar,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.201632,1.046193,26.1091,
430081,Alfara de Carles,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.873345,0.400565,64.0478,
430094,Alforja,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.210359,0.975413,38.3707,
430108,Alió,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.294664,1.306341,7.276,
430115,Almoster,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.197744,1.113598,6.0081,
430120,Altafulla,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.14275,1.37605,6.8747,
430136,l'Ametlla de Mar,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.883958,0.803166,67.0225,
430141,Amposta,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.713302,0.581082,138.5001,
430154,Arbolí,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.242347,0.948725,20.6897,
430167,l'Arboç,12,Baix Penedès,43,Tarragona,08,Penedès,41.267638,1.603522,14.2838,
430173,l'Argentera,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.137501,0.909283,9.9425,
430189,Arnes,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,40.910005,0.260883,42.7548,
430192,Ascó,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.180631,0.567443,73.5257,
430206,Banyeres del Penedès,12,Baix Penedès,43,Tarragona,08,Penedès,41.279507,1.580949,12.257,
430213,Barberà de la Conca,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.410916,1.228324,26.1881,
430228,Batea,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,41.094462,0.311414,128.4678,
430234,Bellmunt del Priorat,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.165253,0.766749,8.8905,
430249,Bellvei,12,Baix Penedès,43,Tarragona,08,Penedès,41.241297,1.576592,8.2739,
430252,Benifallet,09,Baix Ebre,43,Tarragona,05,Terres de l'Ebre,40.973903,0.517808,62.4873,
430265,Benissanet,30,Ribera d'Ebre,43,Tarragona,05,Terres de l'Ebre,41.056706,0.634595,23.1093,
430271,la Bisbal de Montsant,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.28027,0.723362,14.0259,
430287,la Bisbal del Penedès,12,Baix Penedès,43,Tarragona,08,Penedès,41.280897,1.487856,32.1868,
430290,Blancafort,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.437858,1.159257,14.534,
430304,Bonastre,12,Baix Penedès,43,Tarragona,08,Penedès,41.22081,1.439896,24.9478,
430311,les Borges del Camp,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.172018,1.019367,8.3318,
430326,Bot,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,41.009157,0.384818,34.6782,
430332,Botarell,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.136052,0.989015,11.9533,
430347,Bràfim,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.268749,1.34129,6.3457,
430350,Cabacés,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.247445,0.733649,31.2498,
430363,Cabra del Camp,01,Alt Camp,43,Tarragona,04,Camp de Tarragona,41.395294,1.276943,27.0057,
430379,Calafell,12,Baix Penedès,43,Tarragona,08,Penedès,41.201159,1.568642,20.2596,
430385,Cambrils,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.074327,1.051688,35.2116,
430398,Capafonts,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.294972,1.027527,13.3536,
430402,Capçanes,29,Priorat,43,Tarragona,04,Camp de Tarragona,41.09986,0.781537,22.2295,
430419,Caseres,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,41.038539,0.250766,42.5733,
430424,Castellvell del Camp,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.181177,1.096269,5.1713,
430430,el Catllar,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.175381,1.326251,26.34,
430445,la Sénia,22,Montsià,43,Tarragona,05,Terres de l'Ebre,40.633081,0.286093,108.8745,
430458,Colldejou,08,Baix Camp,43,Tarragona,04,Camp de Tarragona,41.099504,0.887521,14.4218,
430461,Conesa,16,Conca de Barberà,43,Tarragona,04,Camp de Tarragona,41.518583,1.291207,29.0404,
430477,Constantí,36,Tarragonès,43,Tarragona,04,Camp de Tarragona,41.153854,1.212592,31.0359,
430483,Corbera d'Ebre,37,Terra Alta,43,Tarragona,05,Terres de l'Ebre,41.07766,0.477948,53.0775,
