municipality_code,municipality_name,comarca_code,comarca_name,reference_period,avg_monthly_rent_eur,avg_sale_price_eur,gross_yield_proxy_pct,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
082286,Sant Martí Sesgueioles,06,Anoia,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082299,Sant Mateu de Bages,07,Bages,2025,513.57,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082303,Premià de Dalt,21,Maresme,2025,1167.11,436982.22,3.205009,8.3492,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,8.3492,8.3492,100,,official,default,true
082310,Sant Pere de Ribes,17,Garraf,2025,939.77,267314.91,4.21871,34.5122,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.5122,34.5122,100,,official,default,true
082325,Sant Pere de Riudebitlles,03,Alt Penedès,2025,639.37,127571.43,6.014231,80.8534,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,80.8534,80.8534,100,,official,default,true
082331,Sant Pere de Torelló,24,Osona,2025,598.91,149178.98,4.817649,49.9704,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.9704,49.9704,100,,official,default,true
082346,Sant Pere de Vilamajor,41,Vallès Oriental,2025,846.29,269699.52,3.765479,22.8146,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,22.8146,22.8146,100,,official,default,true
082359,Sant Pol de Mar,21,Maresme,2025,860.62,298358.33,3.461422,14.9671,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.9671,14.9671,100,,official,default,true
082362,Sant Quintí de Mediona,03,Alt Penedès,2025,560.17,127722.09,5.263021,61.4652,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.4652,61.4652,100,,official,default,true
082378,Sant Quirze de Besora,24,Osona,2025,513.12,106500,5.781634,74.8503,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,74.8503,74.8503,100,,official,default,true
082384,Sant Quirze del Vallès,40,Vallès Occidental,2025,1023.36,375518.88,3.270227,10.0325,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,10.0325,10.0325,100,,official,default,true
082397,Sant Quirze Safaja,42,Moianès,2025,883.33,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082401,Sant Sadurní d'Anoia,03,Alt Penedès,2025,674.69,177074.34,4.572249,43.6368,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.6368,43.6368,100,,official,default,true
082418,Sant Sadurní d'Osormort,24,Osona,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082423,Marganell,07,Bages,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082439,Santa Cecília de Voltregà,24,Osona,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082444,Santa Coloma de Cervelló,11,Baix Llobregat,2025,918.01,247656.19,4.44815,40.4339,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.4339,40.4339,100,,official,default,true
082457,Santa Coloma de Gramenet,13,Barcelonès,2025,686.52,160210.54,5.142134,58.3452,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.3452,58.3452,100,,official,default,true
082460,Santa Eugènia de Berga,24,Osona,2025,745.47,212337.87,4.212927,34.363,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.363,34.363,100,,official,default,true
082476,Santa Eulàlia de Riuprimer,24,Osona,2025,780.8,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082482,Santa Eulàlia de Ronçana,41,Vallès Oriental,2025,910.53,284011.84,3.847149,24.9225,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,24.9225,24.9225,100,,official,default,true
082495,Santa Fe del Penedès,03,Alt Penedès,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082508,Santa Margarida de Montbui,06,Anoia,2025,509.55,105010.98,5.82282,75.9133,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,75.9133,75.9133,100,,official,default,true
082515,Santa Margarida i els Monjos,03,Alt Penedès,2025,671.3,156099.28,5.160562,58.8208,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.8208,58.8208,100,,official,default,true
082520,Barberà del Vallès,40,Vallès Occidental,2025,814.97,238491.33,4.100627,31.4646,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,31.4646,31.4646,100,,official,default,true
082536,Santa Maria de Besora,24,Osona,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082541,l'Esquirol,24,Osona,2025,500.44,146337.47,4.10372,31.5444,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,31.5444,31.5444,100,,official,default,true
082554,Santa Maria de Merlès,14,Berguedà,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082567,Santa Maria de Martorelles,41,Vallès Oriental,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082573,Santa Maria de Miralles,06,Anoia,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082589,Santa Maria d'Oló,42,Moianès,2025,542.22,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082592,Santa Maria de Palautordera,41,Vallès Oriental,2025,756.27,261912.9,3.464984,15.059,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,15.059,15.059,100,,official,default,true
082606,Santa Perpètua de Mogoda,40,Vallès Occidental,2025,741.63,225398.45,3.948368,27.5348,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.5348,27.5348,100,,official,default,true
082613,Santa Susanna,21,Maresme,2025,980.13,262337.45,4.483371,41.3429,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.3429,41.3429,100,,official,default,true
082628,Sant Vicenç de Castellet,07,Bages,2025,566.93,137197.79,4.958651,53.6096,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.6096,53.6096,100,,official,default,true
082634,Sant Vicenç dels Horts,11,Baix Llobregat,2025,827.2,233260.06,4.255508,35.4619,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,35.4619,35.4619,100,,official,default,true
082649,Sant Vicenç de Montalt,21,Maresme,2025,1637.46,565108.56,3.477123,15.3723,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,15.3723,15.3723,100,,official,default,true
082652,Sant Vicenç de Torelló,24,Osona,2025,611.25,159744.83,4.591698,44.1388,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.1388,44.1388,100,,official,default,true
082665,Cerdanyola del Vallès,40,Vallès Occidental,2025,905.58,314319,3.457303,14.8608,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.8608,14.8608,100,,official,default,true
082671,Sentmenat,40,Vallès Occidental,2025,741.21,233544.82,3.808485,23.9246,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,23.9246,23.9246,100,,official,default,true
082687,Cercs,14,Berguedà,2025,479.17,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082690,Seva,24,Osona,2025,678.27,282008.45,2.886169,0.1202,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,0.1202,0.1202,100,,official,default,true
082704,Sitges,17,Garraf,2025,1295.18,529836.19,2.93339,1.3389,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,1.3389,1.3389,100,,official,default,true
082711,Sobremunt,43,Lluçanès,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082726,Sora,24,Osona,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082732,Subirats,03,Alt Penedès,2025,839.77,191354.17,5.266277,61.5492,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.5492,61.5492,100,,official,default,true
082747,Súria,07,Bages,2025,482.45,101419.22,5.708385,72.9598,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.9598,72.9598,100,,official,default,true
082750,Tavèrnoles,24,Osona,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082763,Tagamanent,41,Vallès Oriental,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082779,Talamanca,07,Bages,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082785,Taradell,24,Osona,2025,613.45,249032.09,2.956005,1.9226,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,1.9226,1.9226,100,,official,default,true
082798,Terrassa,40,Vallès Occidental,2025,755.64,169044.46,5.36408,64.0735,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.0735,64.0735,100,,official,default,true
082802,Tavertet,24,Osona,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082819,Teià,21,Maresme,2025,1412.53,534206.7,3.172997,7.523,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,7.523,7.523,100,,official,default,true
082824,Tiana,21,Maresme,2025,1304.12,484957.66,3.22697,8.916,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,8.916,8.916,100,,official,default,true
082830,Tona,24,Osona,2025,650,202993.41,3.842489,24.8022,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,24.8022,24.8022,100,,official,default,true
082845,Tordera,21,Maresme,2025,649.96,183555.77,4.249128,35.2973,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,35.2973,35.2973,100,,official,default,true
082858,Torelló,24,Osona,2025,545.37,140739.4,4.650041,45.6446,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.6446,45.6446,100,,official,default,true
082861,la Torre de Claramunt,06,Anoia,2025,596.67,172231.25,4.157225,32.9253,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.9253,32.9253,100,,official,default,true
082877,Torrelavit,03,Alt Penedès,2025,713.6,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082883,Torrelles de Foix,03,Alt Penedès,2025,675.33,104058.8,7.787866,100,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082896,Torrelles de Llobregat,11,Baix Llobregat,2025,789.03,276481.82,3.424587,14.0164,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.0164,14.0164,100,,official,default,true
082900,Ullastrell,40,Vallès Occidental,2025,867.44,290122.83,3.587887,18.2311,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.2311,18.2311,100,,official,default,true
082917,Vacarisses,40,Vallès Occidental,2025,1018.71,248004.22,4.929158,52.8484,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.8484,52.8484,100,,official,default,true
082922,Vallbona d'Anoia,06,Anoia,2025,592.31,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082938,Vallcebre,14,Berguedà,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082943,Vallgorguina,41,Vallès Oriental,2025,947.73,215377.49,5.280385,61.9134,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.9134,61.9134,100,,official,default,true
082956,Vallirana,11,Baix Llobregat,2025,875.83,258323.04,4.068534,30.6363,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,30.6363,30.6363,100,,official,default,true
082969,Vallromanes,41,Vallès Oriental,2025,1292.24,512040,3.028451,3.7924,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,3.7924,3.7924,100,,official,default,true
082975,Veciana,06,Anoia,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
082981,Vic,24,Osona,2025,682.7,150876.16,5.429884,65.7718,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.7718,65.7718,100,,official,default,true
082994,Vilada,14,Berguedà,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
083008,Viladecavalls,40,Vallès Occidental,2025,949.73,314883.15,3.619362,19.0434,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,19.0434,19.0434,100,,official,default,true
083015,Viladecans,11,Baix Llobregat,2025,897.69,244316.4,4.409151,39.4274,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.4274,39.4274,100,,official,default,true
083020,Vilanova del Camí,06,Anoia,2025,520.71,116060.22,5.38386,64.584,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.584,64.584,100,,official,default,true
083036,Vilanova de Sau,24,Osona,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
083041,Vilobí del Penedès,03,Alt Penedès,2025,847,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
083054,Vilafranca del Penedès,03,Alt Penedès,2025,724.5,169096.71,5.141437,58.3272,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.3272,58.3272,100,,official,default,true
083067,Vilalba Sasserra,41,Vallès Oriental,2025,779.05,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
083073,Vilanova i la Geltrú,17,Garraf,2025,844.79,230335.72,4.401176,39.2215,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.2215,39.2215,100,,official,default,true
083089,Viver i Serrateix,14,Berguedà,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
089019,Rupit i Pruit,24,Osona,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
089024,Vilanova del Vallès,41,Vallès Oriental,2025,1016.12,347332,3.510601,16.2364,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,16.2364,16.2364,100,,official,default,true
089030,Sant Julià de Cerdanyola,14,Berguedà,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
089045,Badia del Vallès,40,Vallès Occidental,2025,415.22,127519.23,3.907364,26.4766,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,26.4766,26.4766,100,,official,default,true
089058,la Palma de Cervelló,11,Baix Llobregat,2025,836.86,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170010,Agullana,02,Alt Empordà,2025,562.86,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170025,Aiguaviva,20,Gironès,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170031,Albanyà,02,Alt Empordà,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170046,Albons,10,Baix Empordà,2025,858.89,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170059,el Far d'Empordà,02,Alt Empordà,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170062,Alp,15,Cerdanya,2025,647.5,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170078,Amer,34,Selva,2025,602.14,126333.33,5.719536,73.2476,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.2476,73.2476,100,,official,default,true
170084,Anglès,34,Selva,2025,533.24,138399.41,4.623488,44.9593,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,44.9593,44.9593,100,,official,default,true
170097,Arbúcies,34,Selva,2025,497.44,146067.88,4.086648,31.1038,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,31.1038,31.1038,100,,official,default,true
170101,Argelaguer,19,Garrotxa,2025,538.57,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170118,l'Armentera,02,Alt Empordà,2025,798.53,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170123,Avinyonet de Puigventós,02,Alt Empordà,2025,1216.67,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170139,Begur,10,Baix Empordà,2025,996.28,673966.06,1.773882,0,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
170144,la Vajol,02,Alt Empordà,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170157,Banyoles,28,Pla de l'Estany,2025,680.68,185486.65,4.403638,39.2851,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.2851,39.2851,100,,official,default,true
170160,Bàscara,02,Alt Empordà,2025,610.71,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170182,Bellcaire d'Empordà,10,Baix Empordà,2025,668.18,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170195,Besalú,19,Garrotxa,2025,545.85,177180.08,3.696917,21.0451,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,21.0451,21.0451,100,,official,default,true
170209,Bescanó,20,Gironès,2025,841.71,217783.33,4.637876,45.3306,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.3306,45.3306,100,,official,default,true
170216,Beuda,19,Garrotxa,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170221,la Bisbal d'Empordà,10,Baix Empordà,2025,534.25,147187.71,4.355663,38.0469,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,38.0469,38.0469,100,,official,default,true
170237,Blanes,34,Selva,2025,630.1,194739.53,3.882725,25.8406,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,25.8406,25.8406,100,,official,default,true
170242,Bolvir,15,Cerdanya,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170255,Bordils,20,Gironès,2025,749.3,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170268,Borrassà,02,Alt Empordà,2025,760,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170274,Breda,34,Selva,2025,600.94,159670.68,4.516346,42.194,85,municipality,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.194,42.194,100,,official,default,true
170280,Brunyola i Sant Martí Sapresa,34,Selva,2025,558.33,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170293,Boadella i les Escaules,02,Alt Empordà,2025,,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
170307,Cabanes,02,Alt Empordà,2025,650.67,,,,0,missing,gencat_incasol_qww9-bvhh;gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,missing_dependency,,engineering_pending,0,100,0,,official,default,false
