municipality_code,municipality_name,comarca_code,comarca_name,reference_period,population_current,population_1y_ago,population_5y_ago,population_change_5y,growth_1y_pct,cagr_5y_pct,trend_score,scale_adjusted_growth_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
080018,Abrera,11,Baix Llobregat,2025,13227,13014,12538,689,1.636699,1.075667,52.7685,93.2047,64.8994,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.8994,64.8994,100,,official,annual_trend_scale_adjusted,true
080023,Aguilar de Segarra,07,Bages,2025,292,291,282,10,0.343643,0.699369,43.8785,52.737,46.536,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.536,46.536,100,,official,annual_trend_scale_adjusted,true
080039,Alella,21,Maresme,2025,10262,10217,9904,358,0.440442,0.712708,44.1937,86.8163,56.9805,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.9805,56.9805,100,,official,annual_trend_scale_adjusted,true
080044,Alpens,43,Lluçanès,2025,267,270,261,6,-1.111111,0.4556,38.1195,48.3176,41.1789,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.1789,41.1789,100,,official,annual_trend_scale_adjusted,true
080057,l'Ametlla del Vallès,41,Vallès Oriental,2025,9474,9462,8646,828,0.126823,1.845919,70.9654,94.9991,78.1755,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,78.1755,78.1755,100,,official,annual_trend_scale_adjusted,true
080060,Arenys de Mar,21,Maresme,2025,17042,16642,15941,1101,2.403557,1.34469,59.1241,97.7825,70.7216,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.7216,70.7216,100,,official,annual_trend_scale_adjusted,true
080076,Arenys de Munt,21,Maresme,2025,9558,9458,9121,437,1.057306,0.940375,49.5722,88.761,61.3288,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.3288,61.3288,100,,official,annual_trend_scale_adjusted,true
080082,Argençola,06,Anoia,2025,245,237,219,26,3.375527,2.269091,80.9628,61.5167,75.129,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,75.129,75.129,100,,official,annual_trend_scale_adjusted,true
080095,Argentona,21,Maresme,2025,12891,12844,12536,355,0.36593,0.56006,40.5874,86.7342,54.4314,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.4314,54.4314,100,,official,annual_trend_scale_adjusted,true
080109,Artés,07,Bages,2025,6225,6084,5762,463,2.317554,1.557785,64.1584,89.3248,71.7083,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,71.7083,71.7083,100,,official,annual_trend_scale_adjusted,true
080116,Avià,14,Berguedà,2025,2267,2243,2220,47,1.069996,0.419883,37.2757,67.1424,46.2357,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.2357,46.2357,100,,official,annual_trend_scale_adjusted,true
080121,Avinyó,07,Bages,2025,2322,2313,2289,33,0.389105,0.286687,34.129,63.7707,43.0215,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.0215,43.0215,100,,official,annual_trend_scale_adjusted,true
080137,Avinyonet del Penedès,03,Alt Penedès,2025,1782,1744,1697,85,2.178899,0.98228,50.5622,72.8442,57.2468,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.2468,57.2468,100,,official,annual_trend_scale_adjusted,true
080142,Aiguafreda,24,Osona,2025,2569,2576,2512,57,-0.271739,0.449758,37.9815,68.9928,47.2849,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.2849,47.2849,100,,official,annual_trend_scale_adjusted,true
080155,Badalona,13,Barcelonès,2025,231542,227083,223166,8376,1.963599,0.73963,44.8297,100,61.3808,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.3808,61.3808,100,,official,annual_trend_scale_adjusted,true
080168,Bagà,14,Berguedà,2025,2161,2182,2140,21,-0.96242,0.195496,31.9746,59.5143,40.2365,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.2365,40.2365,100,,official,annual_trend_scale_adjusted,true
080174,Balenyà,24,Osona,2025,4021,4036,3840,181,-0.371655,0.925421,49.2189,80.1741,58.5055,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.5055,58.5055,100,,official,annual_trend_scale_adjusted,true
080180,Balsareny,07,Bages,2025,3380,3328,3192,188,1.5625,1.151136,54.5514,80.5432,62.3489,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.3489,62.3489,100,,official,annual_trend_scale_adjusted,true
080193,Barcelona,13,Barcelonès,2025,1731649,1702547,1664182,67467,1.709321,0.797975,46.2081,100,62.3457,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.3457,62.3457,100,,official,annual_trend_scale_adjusted,true
080207,Begues,11,Baix Llobregat,2025,7561,7462,7300,261,1.326722,0.705056,44.0129,83.7365,55.93,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.93,55.93,100,,official,annual_trend_scale_adjusted,true
080214,Bellprat,06,Anoia,2025,69,69,64,5,0,1.515843,63.1675,46.8104,58.2604,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.2604,58.2604,100,,official,annual_trend_scale_adjusted,true
080229,Berga,14,Berguedà,2025,17473,17160,16760,713,1.824009,0.836716,47.1233,93.539,61.048,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.048,61.048,100,,official,annual_trend_scale_adjusted,true
080235,Bigues i Riells del Fai,41,Vallès Oriental,2025,10139,10036,9358,781,1.026305,1.616075,65.5354,94.4285,74.2033,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,74.2033,74.2033,100,,official,annual_trend_scale_adjusted,true
080240,Borredà,14,Berguedà,2025,433,419,464,-31,3.341289,-1.373418,0,0,0,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,annual_trend_scale_adjusted,true
080253,el Bruc,06,Anoia,2025,2290,2288,2110,180,0.087413,1.650754,66.3547,80.1203,70.4844,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.4844,70.4844,100,,official,annual_trend_scale_adjusted,true
080266,el Brull,24,Osona,2025,296,293,258,38,1.023891,2.786103,93.177,65.1122,84.7576,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,84.7576,84.7576,100,,official,annual_trend_scale_adjusted,true
080272,les Cabanyes,03,Alt Penedès,2025,1060,1012,979,81,4.743083,1.602556,65.2161,72.3786,67.3648,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.3648,67.3648,100,,official,annual_trend_scale_adjusted,true
080288,Cabrera d'Anoia,06,Anoia,2025,1772,1709,1482,290,3.686366,3.638973,100,84.763,95.4289,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,95.4289,95.4289,100,,official,annual_trend_scale_adjusted,true
080291,Cabrera de Mar,21,Maresme,2025,5045,5018,4747,298,0.538063,1.22514,56.2997,85.0281,64.9182,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.9182,64.9182,100,,official,annual_trend_scale_adjusted,true
080305,Cabrils,21,Maresme,2025,7765,7767,7432,333,-0.02575,0.880483,48.1573,86.1105,59.5433,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.5433,59.5433,100,,official,annual_trend_scale_adjusted,true
080312,Calaf,06,Anoia,2025,3644,3618,3656,-12,0.718629,-0.065732,25.8032,4.212,19.3258,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,19.3258,19.3258,100,,official,annual_trend_scale_adjusted,true
080327,Caldes d'Estrac,21,Maresme,2025,3356,3259,3021,335,2.976373,2.125512,77.5707,86.1689,80.1502,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,80.1502,80.1502,100,,official,annual_trend_scale_adjusted,true
080333,Caldes de Montbui,41,Vallès Oriental,2025,18567,18336,17812,755,1.259817,0.833725,47.0526,94.0979,61.1662,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.1662,61.1662,100,,official,annual_trend_scale_adjusted,true
080348,Calders,42,Moianès,2025,1122,1114,1045,77,0.718133,1.432076,61.1885,71.8896,64.3988,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.3988,64.3988,100,,official,annual_trend_scale_adjusted,true
080351,Calella,21,Maresme,2025,20864,20369,19277,1587,2.430163,1.594834,65.0336,100,75.5235,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,75.5235,75.5235,100,,official,annual_trend_scale_adjusted,true
080364,Calonge de Segarra,06,Anoia,2025,179,174,188,-9,2.873563,-0.976326,4.2907,6.7773,5.0367,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,5.0367,5.0367,100,,official,annual_trend_scale_adjusted,true
080370,Calldetenes,24,Osona,2025,2733,2690,2513,220,1.598513,1.692618,67.3438,82.0725,71.7624,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,71.7624,71.7624,100,,official,annual_trend_scale_adjusted,true
080386,Callús,07,Bages,2025,2180,2145,2129,51,1.631702,0.474572,38.5678,67.9251,47.375,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.375,47.375,100,,official,annual_trend_scale_adjusted,true
080399,Campins,41,Vallès Oriental,2025,586,606,541,45,-3.30033,1.610847,65.4119,66.7263,65.8062,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.8062,65.8062,100,,official,annual_trend_scale_adjusted,true
080403,Canet de Mar,21,Maresme,2025,15198,15140,14865,333,0.383091,0.444071,37.8472,86.1105,52.3262,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.3262,52.3262,100,,official,annual_trend_scale_adjusted,true
080410,Canovelles,41,Vallès Oriental,2025,17473,17312,16829,644,0.929991,0.753892,45.1666,92.5453,59.3802,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.3802,59.3802,100,,official,annual_trend_scale_adjusted,true
080425,Cànoves i Samalús,41,Vallès Oriental,2025,3399,3315,3156,243,2.533937,1.494576,62.6651,83.0406,68.7777,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.7777,68.7777,100,,official,annual_trend_scale_adjusted,true
080431,Canyelles,17,Garraf,2025,5505,5367,4699,806,2.571269,3.216796,100,94.7362,98.4209,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,98.4209,98.4209,100,,official,annual_trend_scale_adjusted,true
080446,Capellades,06,Anoia,2025,5608,5567,5342,266,0.736483,0.976619,50.4285,83.9214,60.4764,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,60.4764,60.4764,100,,official,annual_trend_scale_adjusted,true
080459,Capolat,14,Berguedà,2025,93,92,84,9,1.086957,2.056515,75.9407,51.8051,68.7,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.7,68.7,100,,official,annual_trend_scale_adjusted,true
080462,Cardedeu,41,Vallès Oriental,2025,19046,19064,18424,622,-0.094419,0.666269,43.0965,92.2059,57.8293,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.8293,57.8293,100,,official,annual_trend_scale_adjusted,true
080478,Cardona,07,Bages,2025,4553,4574,4639,-86,-0.459117,-0.37355,18.5311,0,12.9718,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,12.9718,12.9718,100,,official,annual_trend_scale_adjusted,true
080484,Carme,06,Anoia,2025,847,814,785,62,4.054054,1.531955,63.5481,69.8013,65.4241,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.4241,65.4241,100,,official,annual_trend_scale_adjusted,true
080497,Casserres,14,Berguedà,2025,1660,1676,1588,72,-0.954654,0.890789,48.4008,71.2418,55.2531,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.2531,55.2531,100,,official,annual_trend_scale_adjusted,true
080500,Castellar del Riu,14,Berguedà,2025,151,163,176,-25,-7.361963,-3.017616,0,0,0,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,annual_trend_scale_adjusted,true
080517,Castellar del Vallès,40,Vallès Occidental,2025,25422,25322,24488,934,0.394914,0.751444,45.1088,96.1757,60.4289,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,60.4289,60.4289,100,,official,annual_trend_scale_adjusted,true
080522,Castellar de n'Hug,14,Berguedà,2025,166,164,156,10,1.219512,1.250388,56.8962,52.737,55.6484,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.6484,55.6484,100,,official,annual_trend_scale_adjusted,true
080538,Castellbell i el Vilar,07,Bages,2025,4159,4138,3719,440,0.507492,2.261592,80.7856,88.8277,83.1982,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,83.1982,83.1982,100,,official,annual_trend_scale_adjusted,true
080543,Castellbisbal,40,Vallès Occidental,2025,13061,12972,12539,522,0.686093,0.819074,46.7065,90.4952,59.8431,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.8431,59.8431,100,,official,annual_trend_scale_adjusted,true
080556,Castellcir,42,Moianès,2025,804,784,742,62,2.55102,1.61795,65.5797,69.8013,66.8462,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.8462,66.8462,100,,official,annual_trend_scale_adjusted,true
080569,Castelldefels,11,Baix Llobregat,2025,70057,69450,67460,2597,0.87401,0.758348,45.2719,100,61.6903,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.6903,61.6903,100,,official,annual_trend_scale_adjusted,true
080575,Castell de l'Areny,14,Berguedà,2025,68,69,67,1,-1.449275,0.296741,34.3665,36.0686,34.8771,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.8771,34.8771,100,,official,annual_trend_scale_adjusted,true
080581,Castellet i la Gornal,03,Alt Penedès,2025,2776,2674,2382,394,3.81451,3.108755,100,87.7506,96.3252,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,96.3252,96.3252,100,,official,annual_trend_scale_adjusted,true
080594,Castellfollit del Boix,07,Bages,2025,467,459,447,20,1.742919,0.879256,48.1283,59.0595,51.4077,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.4077,51.4077,100,,official,annual_trend_scale_adjusted,true
080608,Castellfollit de Riubregós,06,Anoia,2025,153,151,162,-9,1.324503,-1.136659,0.5029,6.7773,2.3852,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,2.3852,2.3852,100,,official,annual_trend_scale_adjusted,true
080615,Castellgalí,07,Bages,2025,2413,2347,2119,294,2.812101,2.632586,89.5502,84.8964,88.1541,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,88.1541,88.1541,100,,official,annual_trend_scale_adjusted,true
080620,Castellnou de Bages,07,Bages,2025,1473,1430,1437,36,3.006993,0.496097,39.0763,64.5975,46.7327,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.7327,46.7327,100,,official,annual_trend_scale_adjusted,true
080636,Castellolí,06,Anoia,2025,669,658,626,43,1.671733,1.33754,58.9551,66.2917,61.1561,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.1561,61.1561,100,,official,annual_trend_scale_adjusted,true
080641,Castellterçol,42,Moianès,2025,2754,2773,2548,206,-0.685179,1.567065,64.3776,81.4327,69.4941,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,69.4941,69.4941,100,,official,annual_trend_scale_adjusted,true
080654,Castellví de la Marca,03,Alt Penedès,2025,1721,1716,1575,146,0.291375,1.788816,69.6164,78.0859,72.1572,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.1572,72.1572,100,,official,annual_trend_scale_adjusted,true
080667,Castellví de Rosanes,11,Baix Llobregat,2025,2171,2106,1933,238,3.08642,2.349469,82.8617,82.8381,82.8546,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,82.8546,82.8546,100,,official,annual_trend_scale_adjusted,true
080673,Centelles,24,Osona,2025,7864,7775,7513,351,1.144695,0.917393,49.0293,86.6237,60.3076,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,60.3076,60.3076,100,,official,annual_trend_scale_adjusted,true
080689,Cervelló,11,Baix Llobregat,2025,9743,9647,9077,666,0.995128,1.426181,61.0493,92.8732,70.5965,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,70.5965,70.5965,100,,official,annual_trend_scale_adjusted,true
080692,Collbató,11,Baix Llobregat,2025,4828,4849,4544,284,-0.433079,1.219873,56.1753,84.5593,64.6905,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.6905,64.6905,100,,official,annual_trend_scale_adjusted,true
080706,Collsuspina,42,Moianès,2025,391,389,359,32,0.514139,1.722368,68.0466,63.4788,66.6763,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.6763,66.6763,100,,official,annual_trend_scale_adjusted,true
080713,Copons,06,Anoia,2025,352,351,321,31,0.2849,1.860904,71.3195,63.178,68.877,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.877,68.877,100,,official,annual_trend_scale_adjusted,true
080728,Corbera de Llobregat,11,Baix Llobregat,2025,16010,15726,14882,1128,1.805926,1.47195,62.1305,98.0191,72.8971,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.8971,72.8971,100,,official,annual_trend_scale_adjusted,true
080734,Cornellà de Llobregat,11,Baix Llobregat,2025,92237,91589,89936,2301,0.707509,0.50654,39.323,100,57.5261,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.5261,57.5261,100,,official,annual_trend_scale_adjusted,true
080749,Cubelles,17,Garraf,2025,17673,17243,15770,1903,2.493766,2.304731,81.8048,100,87.2634,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,87.2634,87.2634,100,,official,annual_trend_scale_adjusted,true
080752,Dosrius,21,Maresme,2025,6287,6142,5652,635,2.360795,2.152326,78.2042,92.4079,82.4653,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,82.4653,82.4653,100,,official,annual_trend_scale_adjusted,true
080765,Esparreguera,11,Baix Llobregat,2025,22665,22550,22302,363,0.509978,0.323432,34.9971,86.9515,50.5834,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.5834,50.5834,100,,official,annual_trend_scale_adjusted,true
080771,Esplugues de Llobregat,11,Baix Llobregat,2025,48221,47613,47150,1071,1.276962,0.450223,37.9925,97.5126,55.8485,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.8485,55.8485,100,,official,annual_trend_scale_adjusted,true
080787,l'Espunyola,14,Berguedà,2025,260,262,242,18,-0.763359,1.445222,61.4991,58.0809,60.4736,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,60.4736,60.4736,100,,official,annual_trend_scale_adjusted,true
080790,l'Estany,42,Moianès,2025,390,401,408,-18,-2.743142,-0.898349,6.1329,0.5015,4.4435,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,4.4435,4.4435,100,,official,annual_trend_scale_adjusted,true
080804,Fígols,14,Berguedà,2025,40,41,43,-3,-2.439024,-1.436003,0,15.7365,4.7209,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,4.7209,4.7209,100,,official,annual_trend_scale_adjusted,true
080811,Fogars de Montclús,41,Vallès Oriental,2025,494,502,475,19,-1.593625,0.787499,45.9606,58.5824,49.7471,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.7471,49.7471,100,,official,annual_trend_scale_adjusted,true
080826,Fogars de la Selva,34,Selva,2025,1704,1680,1469,235,1.428571,3.012413,98.5235,82.7146,93.7808,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,93.7808,93.7808,100,,official,annual_trend_scale_adjusted,true
080832,Folgueroles,24,Osona,2025,2262,2263,2265,-3,-0.044189,-0.026504,26.73,15.7365,23.4319,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,23.4319,23.4319,100,,official,annual_trend_scale_adjusted,true
080847,Fonollosa,07,Bages,2025,1570,1585,1459,111,-0.946372,1.477293,62.2567,75.427,66.2078,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.2078,66.2078,100,,official,annual_trend_scale_adjusted,true
080850,Font-rubí,03,Alt Penedès,2025,1441,1446,1414,27,-0.345781,0.379011,36.3102,61.8723,43.9788,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.9788,43.9788,100,,official,annual_trend_scale_adjusted,true
080863,les Franqueses del Vallès,41,Vallès Oriental,2025,20881,20715,20364,517,0.801352,0.50268,39.2318,90.4013,54.5827,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.5827,54.5827,100,,official,annual_trend_scale_adjusted,true
080879,Gallifa,40,Vallès Occidental,2025,171,172,167,4,-0.581395,0.474517,38.5664,45.0277,40.5048,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.5048,40.5048,100,,official,annual_trend_scale_adjusted,true
080885,la Garriga,41,Vallès Oriental,2025,17426,17305,16668,758,0.69922,0.89342,48.4629,94.1366,62.165,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.165,62.165,100,,official,annual_trend_scale_adjusted,true
080898,Gavà,11,Baix Llobregat,2025,48243,48007,47057,1186,0.491595,0.499063,39.1463,98.509,56.9551,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.9551,56.9551,100,,official,annual_trend_scale_adjusted,true
080902,Gaià,07,Bages,2025,172,178,183,-11,-3.370787,-1.232179,0,4.9947,1.4984,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,1.4984,1.4984,100,,official,annual_trend_scale_adjusted,true
080919,Gelida,03,Alt Penedès,2025,8198,8098,7670,528,1.234873,1.340376,59.0221,90.6067,68.4975,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.4975,68.4975,100,,official,annual_trend_scale_adjusted,true
080924,Gironella,14,Berguedà,2025,5083,5055,4946,137,0.553907,0.547945,40.3012,77.4682,51.4513,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,51.4513,51.4513,100,,official,annual_trend_scale_adjusted,true
080930,Gisclareny,14,Berguedà,2025,28,30,26,2,-6.666667,1.493198,62.6325,40.0331,55.8527,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.8527,55.8527,100,,official,annual_trend_scale_adjusted,true
080945,la Granada,03,Alt Penedès,2025,2287,2263,2208,79,1.060539,0.705553,44.0246,72.1371,52.4583,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.4583,52.4583,100,,official,annual_trend_scale_adjusted,true
080958,Granera,42,Moianès,2025,84,84,77,7,0,1.755458,68.8283,49.6233,63.0668,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.0668,63.0668,100,,official,annual_trend_scale_adjusted,true
080961,Granollers,41,Vallès Oriental,2025,65341,64181,62419,2922,1.807388,0.919199,49.0719,100,64.3503,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.3503,64.3503,100,,official,annual_trend_scale_adjusted,true
080977,Gualba,41,Vallès Oriental,2025,1766,1738,1548,218,1.611047,2.670091,90.4363,81.9836,87.9005,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,87.9005,87.9005,100,,official,annual_trend_scale_adjusted,true
080983,Sant Salvador de Guardiola,07,Bages,2025,3612,3476,3221,391,3.912543,2.317849,82.1147,87.6761,83.7831,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,83.7831,83.7831,100,,official,annual_trend_scale_adjusted,true
080996,Guardiola de Berguedà,14,Berguedà,2025,964,953,941,23,1.15425,0.484131,38.7936,60.3651,45.265,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.265,45.265,100,,official,annual_trend_scale_adjusted,true
081000,Gurb,24,Osona,2025,2741,2712,2713,28,1.069322,0.205567,32.2126,62.2154,41.2134,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.2134,41.2134,100,,official,annual_trend_scale_adjusted,true
081017,l'Hospitalet de Llobregat,13,Barcelonès,2025,289510,279993,269382,20128,3.399014,1.451623,61.6503,100,73.1552,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.1552,73.1552,100,,official,annual_trend_scale_adjusted,true
081022,Igualada,06,Anoia,2025,42085,41466,40742,1343,1.492789,0.650746,42.7298,99.7236,59.8279,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.8279,59.8279,100,,official,annual_trend_scale_adjusted,true
081038,Jorba,06,Anoia,2025,850,827,833,17,2.781137,0.404872,36.9211,57.5522,43.1104,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.1104,43.1104,100,,official,annual_trend_scale_adjusted,true
081043,la Llacuna,06,Anoia,2025,959,982,903,56,-2.342159,1.21064,55.9572,68.8227,59.8169,100,municipality,idescat_pmh_446_477,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.8169,59.8169,100,,official,annual_trend_scale_adjusted,true
