municipality_code,municipality_name,comarca_code,comarca_name,reference_period,sales_count,avg_surface_m2,avg_sale_price_eur,sale_price_eur_m2,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
082704,Sitges,17,Garraf,2025,403,102.78,529836.19,5481.2,100,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082711,Sobremunt,43,Lluçanès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082726,Sora,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082732,Subirats,03,Alt Penedès,2025,29,148.71,191354.17,1524.28,24.8295,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,24.8295,24.8295,100,,official,default,true
082747,Súria,07,Bages,2025,60,86.51,101419.22,1294.17,16.1596,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,16.1596,16.1596,100,,official,default,true
082750,Tavèrnoles,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082763,Tagamanent,41,Vallès Oriental,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082779,Talamanca,07,Bages,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082785,Taradell,24,Osona,2025,43,97.81,249032.09,2961.57,78.9824,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,78.9824,78.9824,100,,official,default,true
082798,Terrassa,40,Vallès Occidental,2025,3838,84.54,169044.46,2097.3,46.4192,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.4192,46.4192,100,,official,default,true
082802,Tavertet,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082819,Teià,21,Maresme,2025,74,166,534206.7,3588.1,100,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082824,Tiana,21,Maresme,2025,62,157.26,484957.66,3550.2,100,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082830,Tona,24,Osona,2025,83,87.61,202993.41,2417.17,58.471,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,58.471,58.471,100,,official,default,true
082845,Tordera,21,Maresme,2025,323,114.14,183555.77,1776.4,34.3287,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,34.3287,34.3287,100,,official,default,true
082858,Torelló,24,Osona,2025,192,104.22,140739.4,1410.33,20.5362,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,20.5362,20.5362,100,,official,default,true
082861,la Torre de Claramunt,06,Anoia,2025,66,158.3,172231.25,1252.71,14.5976,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,14.5976,14.5976,100,,official,default,true
082877,Torrelavit,03,Alt Penedès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082883,Torrelles de Foix,03,Alt Penedès,2025,60,97.4,104058.8,1110.04,9.2222,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,9.2222,9.2222,100,,official,default,true
082896,Torrelles de Llobregat,11,Baix Llobregat,2025,47,150.34,276481.82,2105.29,46.7203,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.7203,46.7203,100,,official,default,true
082900,Ullastrell,40,Vallès Occidental,2025,36,199.43,290122.83,1825.27,36.1699,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.1699,36.1699,100,,official,default,true
082917,Vacarisses,40,Vallès Occidental,2025,115,144.4,248004.22,2009.98,43.1293,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.1293,43.1293,100,,official,default,true
082922,Vallbona d'Anoia,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082938,Vallcebre,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082943,Vallgorguina,41,Vallès Oriental,2025,48,150.73,215377.49,1627.92,28.7344,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.7344,28.7344,100,,official,default,true
082956,Vallirana,11,Baix Llobregat,2025,136,142.67,258323.04,2147.96,48.328,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.328,48.328,100,,official,default,true
082969,Vallromanes,41,Vallès Oriental,2025,29,236.68,512040,2452.84,59.815,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,59.815,59.815,100,,official,default,true
082975,Veciana,06,Anoia,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
082981,Vic,24,Osona,2025,420,80.58,150876.16,1843.89,36.8715,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.8715,36.8715,100,,official,default,true
082994,Vilada,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
083008,Viladecavalls,40,Vallès Occidental,2025,80,156.37,314883.15,2247.17,52.0659,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,52.0659,52.0659,100,,official,default,true
083015,Viladecans,11,Baix Llobregat,2025,734,82.76,244316.4,3033.71,81.7004,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,81.7004,81.7004,100,,official,default,true
083020,Vilanova del Camí,06,Anoia,2025,113,98.89,116060.22,1404.84,20.3294,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,20.3294,20.3294,100,,official,default,true
083036,Vilanova de Sau,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
083041,Vilobí del Penedès,03,Alt Penedès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
083054,Vilafranca del Penedès,03,Alt Penedès,2025,370,89.29,169096.71,1922.39,39.8291,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.8291,39.8291,100,,official,default,true
083067,Vilalba Sasserra,41,Vallès Oriental,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
083073,Vilanova i la Geltrú,17,Garraf,2025,890,91.51,230335.72,2687.81,68.6679,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.6679,68.6679,100,,official,default,true
083089,Viver i Serrateix,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
089019,Rupit i Pruit,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
089024,Vilanova del Vallès,41,Vallès Oriental,2025,45,153.45,347332,2581.19,64.6508,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.6508,64.6508,100,,official,default,true
089030,Sant Julià de Cerdanyola,14,Berguedà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
089045,Badia del Vallès,40,Vallès Occidental,2025,75,81.92,127519.23,1587.15,27.1983,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.1983,27.1983,100,,official,default,true
089058,la Palma de Cervelló,11,Baix Llobregat,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170010,Agullana,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170025,Aiguaviva,20,Gironès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170031,Albanyà,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170046,Albons,10,Baix Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170059,el Far d'Empordà,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170062,Alp,15,Cerdanya,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170078,Amer,34,Selva,2025,10,148.89,126333.33,992.32,4.7868,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,4.7868,4.7868,100,,official,default,true
170084,Anglès,34,Selva,2025,53,100.79,138399.41,1328.56,17.4554,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,17.4554,17.4554,100,,official,default,true
170097,Arbúcies,34,Selva,2025,81,143.28,146067.88,1234.39,13.9073,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,13.9073,13.9073,100,,official,default,true
170101,Argelaguer,19,Garrotxa,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170118,l'Armentera,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170123,Avinyonet de Puigventós,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170139,Begur,10,Baix Empordà,2025,134,168.72,673966.06,4052.63,100,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
170144,la Vajol,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170157,Banyoles,28,Pla de l'Estany,2025,151,96.47,185486.65,1839.82,36.7181,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.7181,36.7181,100,,official,default,true
170160,Bàscara,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170182,Bellcaire d'Empordà,10,Baix Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170195,Besalú,19,Garrotxa,2025,14,109.5,177180.08,1871.38,37.9072,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.9072,37.9072,100,,official,default,true
170209,Bescanó,20,Gironès,2025,13,136.33,217783.33,1751.37,33.3856,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,33.3856,33.3856,100,,official,default,true
170216,Beuda,19,Garrotxa,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170221,la Bisbal d'Empordà,10,Baix Empordà,2025,71,110.7,147187.71,1386.3,19.6308,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,19.6308,19.6308,100,,official,default,true
170237,Blanes,34,Selva,2025,636,81.45,194739.53,2566.02,64.0792,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.0792,64.0792,100,,official,default,true
170242,Bolvir,15,Cerdanya,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170255,Bordils,20,Gironès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170268,Borrassà,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170274,Breda,34,Selva,2025,40,121.69,159670.68,1406.12,20.3776,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,20.3776,20.3776,100,,official,default,true
170280,Brunyola i Sant Martí Sapresa,34,Selva,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170293,Boadella i les Escaules,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170307,Cabanes,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170314,Cabanelles,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170329,Cadaqués,02,Alt Empordà,2025,41,94.22,576708.73,7286.79,100,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
170335,Caldes de Malavella,34,Selva,2025,110,179.74,485891.77,2623.77,66.2551,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.2551,66.2551,100,,official,default,true
170340,Calonge i Sant Antoni,10,Baix Empordà,2025,343,114.77,295787.56,2922.13,77.4964,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,77.4964,77.4964,100,,official,default,true
170353,Camós,28,Pla de l'Estany,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170366,Campdevànol,31,Ripollès,2025,28,100.37,116353.44,1279.59,15.6103,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,15.6103,15.6103,100,,official,default,true
170372,Campelles,31,Ripollès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170388,Campllong,20,Gironès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170391,Camprodon,31,Ripollès,2025,56,75.86,177537.31,2370.44,56.7104,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.7104,56.7104,100,,official,default,true
170405,Canet d'Adri,20,Gironès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170412,Cantallops,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170427,Capmany,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170433,Queralbs,31,Ripollès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170448,Cassà de la Selva,20,Gironès,2025,53,98.24,144183.14,1522.16,24.7496,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,24.7496,24.7496,100,,official,default,true
170464,Castellfollit de la Roca,19,Garrotxa,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170470,Castelló d'Empúries,02,Alt Empordà,2025,666,75.17,210453.65,2858.77,75.1092,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,75.1092,75.1092,100,,official,default,true
170486,"Castell d'Aro, Platja d'Aro i s'Agaró",10,Baix Empordà,2025,344,94.39,324068.13,3513.97,99.7952,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,99.7952,99.7952,100,,official,default,true
170499,Celrà,20,Gironès,2025,19,106.61,187237.86,1945.86,40.7134,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.7134,40.7134,100,,official,default,true
170502,Cervià de Ter,20,Gironès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170519,Cistella,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170524,Siurana,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170545,Colera,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170558,Colomers,10,Baix Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170561,Cornellà del Terri,28,Pla de l'Estany,2025,5,123.75,242875,2519.26,62.3175,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,62.3175,62.3175,100,,official,default,true
170577,Corçà,10,Baix Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170583,Crespià,28,Pla de l'Estany,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170600,Darnius,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170617,Das,15,Cerdanya,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170622,l'Escala,02,Alt Empordà,2025,372,93.78,248869.24,2809.88,73.2672,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,73.2672,73.2672,100,,official,default,true
170638,Espinelves,24,Osona,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170643,Espolla,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170656,Esponellà,28,Pla de l'Estany,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170669,Figueres,02,Alt Empordà,2025,585,92.99,122036.04,1355.2,18.4591,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,18.4591,18.4591,100,,official,default,true
170675,Flaçà,20,Gironès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170681,Foixà,10,Baix Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170694,Fontanals de Cerdanya,15,Cerdanya,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170708,Fontanilles,10,Baix Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170715,Fontcoberta,28,Pla de l'Estany,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170736,Fornells de la Selva,20,Gironès,2025,9,172.25,270620.75,1976.01,41.8494,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,41.8494,41.8494,100,,official,default,true
170741,Fortià,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170754,Garrigàs,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170767,Garrigoles,10,Baix Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170773,Garriguella,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170789,Ger,15,Cerdanya,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170792,Girona,20,Gironès,2025,936,82.7,211318.51,2466.68,60.3364,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,60.3364,60.3364,100,,official,default,true
170806,Gombrèn,31,Ripollès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170813,Gualta,10,Baix Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170828,Guils de Cerdanya,15,Cerdanya,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170834,Hostalric,34,Selva,2025,40,102.58,141570.13,1474.71,22.9619,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,22.9619,22.9619,100,,official,default,true
170849,Isòvol,15,Cerdanya,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170852,Jafre,10,Baix Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170865,la Jonquera,02,Alt Empordà,2025,41,90.03,98460.42,1118.96,9.5582,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,9.5582,9.5582,100,,official,default,true
170871,Juià,20,Gironès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170887,Lladó,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170890,Llagostera,20,Gironès,2025,86,118.95,162669.69,1519.01,24.631,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,24.631,24.631,100,,official,default,true
170904,Llambilles,20,Gironès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170911,Llanars,31,Ripollès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170926,Llançà,02,Alt Empordà,2025,168,85.77,209715.86,2791.6,72.5784,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,72.5784,72.5784,100,,official,default,true
170932,Llers,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170947,Llívia,15,Cerdanya,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170950,Lloret de Mar,34,Selva,2025,701,92.82,190231.38,2306.98,54.3194,100,municipality,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,54.3194,54.3194,100,,official,default,true
170963,les Llosses,31,Ripollès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170979,Madremanya,20,Gironès,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170985,Maià de Montcal,19,Garrotxa,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
170998,Meranges,15,Cerdanya,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
171002,Masarac i Vilarnadal,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
171019,Massanes,34,Selva,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
171024,Maçanet de Cabrenys,02,Alt Empordà,2025,,,,,,0,missing,gencat_housing_sales_2025,,2026-08-21T21:48:17Z,0.2.0,not_published,,engineering_pending,0,100,0,,official,default,false
