municipality_code,municipality_name,comarca_code,comarca_name,reference_period,price_eur_m2_current,price_eur_m2_1y_ago,price_eur_m2_3y_ago,growth_1y_pct,cagr_3y_pct,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
082359,Sant Pol de Mar,21,Maresme,2022-2025,3053.93,3039.89,3250.75,0.461859,-2.06036,0,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
082362,Sant Quintí de Mediona,03,Alt Penedès,2022-2025,1364.75,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082378,Sant Quirze de Besora,24,Osona,2022-2025,885.85,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082384,Sant Quirze del Vallès,40,Vallès Occidental,2022-2025,2913.11,2979.28,2900.8,-2.221006,0.141256,13.7264,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,13.7264,13.7264,100,,official,default,true
082397,Sant Quirze Safaja,42,Moianès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082401,Sant Sadurní d'Anoia,03,Alt Penedès,2022-2025,1971.98,2002.88,1755.81,-1.542778,3.946131,45.0023,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.0023,45.0023,100,,official,default,true
082418,Sant Sadurní d'Osormort,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082423,Marganell,07,Bages,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082439,Santa Cecília de Voltregà,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082444,Santa Coloma de Cervelló,11,Baix Llobregat,2022-2025,2975.01,2605.47,2727.37,14.183238,2.939358,36.7266,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,36.7266,36.7266,100,,official,default,true
082457,Santa Coloma de Gramenet,13,Barcelonès,2022-2025,2574.08,2307.42,2132.77,11.55663,6.469694,65.7458,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,65.7458,65.7458,100,,official,default,true
082460,Santa Eugènia de Berga,24,Osona,2022-2025,2735.25,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082476,Santa Eulàlia de Riuprimer,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082482,Santa Eulàlia de Ronçana,41,Vallès Oriental,2022-2025,2055.9,1975.33,1687.88,4.078812,6.795628,68.4249,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,68.4249,68.4249,100,,official,default,true
082495,Santa Fe del Penedès,03,Alt Penedès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082508,Santa Margarida de Montbui,06,Anoia,2022-2025,1268.86,1152.44,837.41,10.102044,14.857278,100,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
082515,Santa Margarida i els Monjos,03,Alt Penedès,2022-2025,1572.39,1504.47,1343.84,4.514547,5.374996,56.7474,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.7474,56.7474,100,,official,default,true
082520,Barberà del Vallès,40,Vallès Occidental,2022-2025,2700.78,2260.29,2547.31,19.488207,1.969229,28.7522,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,28.7522,28.7522,100,,official,default,true
082536,Santa Maria de Besora,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082541,l'Esquirol,24,Osona,2022-2025,965.74,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082554,Santa Maria de Merlès,14,Berguedà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082567,Santa Maria de Martorelles,41,Vallès Oriental,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082573,Santa Maria de Miralles,06,Anoia,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082589,Santa Maria d'Oló,42,Moianès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082592,Santa Maria de Palautordera,41,Vallès Oriental,2022-2025,2013.3,1771.93,1904.51,13.62187,1.86893,27.9278,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.9278,27.9278,100,,official,default,true
082606,Santa Perpètua de Mogoda,40,Vallès Occidental,2022-2025,2350.75,2106.69,2187.6,11.584998,2.42662,32.512,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,32.512,32.512,100,,official,default,true
082613,Santa Susanna,21,Maresme,2022-2025,2048.77,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082628,Sant Vicenç de Castellet,07,Bages,2022-2025,1631.29,1455.86,1342.08,12.049922,6.721255,67.8136,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.8136,67.8136,100,,official,default,true
082634,Sant Vicenç dels Horts,11,Baix Llobregat,2022-2025,2440.26,2172.94,2160.87,12.302226,4.136382,46.5661,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,46.5661,46.5661,100,,official,default,true
082649,Sant Vicenç de Montalt,21,Maresme,2022-2025,3491.23,3293.67,2933.64,5.998172,5.971858,61.6536,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.6536,61.6536,100,,official,default,true
082652,Sant Vicenç de Torelló,24,Osona,2022-2025,1454.81,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082665,Cerdanyola del Vallès,40,Vallès Occidental,2022-2025,3191.17,2980.73,2890.53,7.060015,3.353254,40.1288,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,40.1288,40.1288,100,,official,default,true
082671,Sentmenat,40,Vallès Occidental,2022-2025,1999.49,2059.78,1754.42,-2.927012,4.454837,49.1838,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,49.1838,49.1838,100,,official,default,true
082687,Cercs,14,Berguedà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082690,Seva,24,Osona,2022-2025,2241.05,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082704,Sitges,17,Garraf,2022-2025,5481.2,5122.28,4827.55,7.007036,4.323694,48.1058,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.1058,48.1058,100,,official,default,true
082711,Sobremunt,43,Lluçanès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082726,Sora,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082732,Subirats,03,Alt Penedès,2022-2025,1524.28,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082747,Súria,07,Bages,2022-2025,1294.17,1346.91,1218.98,-3.915629,2.015207,29.1302,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,29.1302,29.1302,100,,official,default,true
082750,Tavèrnoles,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082763,Tagamanent,41,Vallès Oriental,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082779,Talamanca,07,Bages,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082785,Taradell,24,Osona,2022-2025,2961.57,2269.03,2463.87,30.521412,6.32484,64.5551,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.5551,64.5551,100,,official,default,true
082798,Terrassa,40,Vallès Occidental,2022-2025,2097.3,2097.22,2011.95,0.003815,1.394514,24.0281,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,24.0281,24.0281,100,,official,default,true
082802,Tavertet,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082819,Teià,21,Maresme,2022-2025,3588.1,3239.63,3072.38,10.756475,5.308446,56.2004,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.2004,56.2004,100,,official,default,true
082824,Tiana,21,Maresme,2022-2025,3550.2,3315,2923.21,7.095023,6.691774,67.5713,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.5713,67.5713,100,,official,default,true
082830,Tona,24,Osona,2022-2025,2417.17,1583.56,2090.67,52.641517,4.955992,53.3032,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.3032,53.3032,100,,official,default,true
082845,Tordera,21,Maresme,2022-2025,1776.4,1496.38,1467.65,18.713161,6.571093,66.5793,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,66.5793,66.5793,100,,official,default,true
082858,Torelló,24,Osona,2022-2025,1410.33,1237.35,1201.56,13.979876,5.485256,57.6538,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,57.6538,57.6538,100,,official,default,true
082861,la Torre de Claramunt,06,Anoia,2022-2025,1252.71,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082877,Torrelavit,03,Alt Penedès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082883,Torrelles de Foix,03,Alt Penedès,2022-2025,1110.04,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082896,Torrelles de Llobregat,11,Baix Llobregat,2022-2025,2105.29,1836.76,1994.35,14.619765,1.820881,27.5328,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,27.5328,27.5328,100,,official,default,true
082900,Ullastrell,40,Vallès Occidental,2022-2025,1825.27,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082917,Vacarisses,40,Vallès Occidental,2022-2025,2009.98,1781.05,1725.96,12.853654,5.209188,55.3845,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,55.3845,55.3845,100,,official,default,true
082922,Vallbona d'Anoia,06,Anoia,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082938,Vallcebre,14,Berguedà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082943,Vallgorguina,41,Vallès Oriental,2022-2025,1627.92,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082956,Vallirana,11,Baix Llobregat,2022-2025,2147.96,2091.04,1951.18,2.72209,3.25465,39.3183,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,39.3183,39.3183,100,,official,default,true
082969,Vallromanes,41,Vallès Oriental,2022-2025,2452.84,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082975,Veciana,06,Anoia,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
082981,Vic,24,Osona,2022-2025,1843.89,1938.45,1851.06,-4.878124,-0.129282,11.5026,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,11.5026,11.5026,100,,official,default,true
082994,Vilada,14,Berguedà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
083008,Viladecavalls,40,Vallès Occidental,2022-2025,2247.17,2345.92,1973.02,-4.209436,4.432293,48.9985,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.9985,48.9985,100,,official,default,true
083015,Viladecans,11,Baix Llobregat,2022-2025,3033.71,2687.68,2695.48,12.874673,4.018994,45.6012,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,45.6012,45.6012,100,,official,default,true
083020,Vilanova del Camí,06,Anoia,2022-2025,1404.84,1396.72,1115.2,0.581362,8.000235,78.3267,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,78.3267,78.3267,100,,official,default,true
083036,Vilanova de Sau,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
083041,Vilobí del Penedès,03,Alt Penedès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
083054,Vilafranca del Penedès,03,Alt Penedès,2022-2025,1922.39,1581.09,1719.51,21.586374,3.787631,43.6994,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,43.6994,43.6994,100,,official,default,true
083067,Vilalba Sasserra,41,Vallès Oriental,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
083073,Vilanova i la Geltrú,17,Garraf,2022-2025,2687.81,2683.54,2411.66,0.159118,3.679803,42.813,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,42.813,42.813,100,,official,default,true
083089,Viver i Serrateix,14,Berguedà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
089019,Rupit i Pruit,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
089024,Vilanova del Vallès,41,Vallès Oriental,2022-2025,2581.19,2407.9,2155.36,7.196727,6.194018,63.4797,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,63.4797,63.4797,100,,official,default,true
089030,Sant Julià de Cerdanyola,14,Berguedà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
089045,Badia del Vallès,40,Vallès Occidental,2022-2025,1587.15,1795.64,1358.33,-11.610902,5.326478,56.3486,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.3486,56.3486,100,,official,default,true
089058,la Palma de Cervelló,11,Baix Llobregat,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170010,Agullana,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170025,Aiguaviva,20,Gironès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170031,Albanyà,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170046,Albons,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170059,el Far d'Empordà,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170062,Alp,15,Cerdanya,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170078,Amer,34,Selva,2022-2025,992.32,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170084,Anglès,34,Selva,2022-2025,1328.56,1217.91,866.57,9.085236,15.30793,100,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
170097,Arbúcies,34,Selva,2022-2025,1234.39,1121.94,988.78,10.022818,7.675668,75.6588,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,75.6588,75.6588,100,,official,default,true
170101,Argelaguer,19,Garrotxa,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170118,l'Armentera,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170123,Avinyonet de Puigventós,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170139,Begur,10,Baix Empordà,2022-2025,4052.63,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170144,la Vajol,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170157,Banyoles,28,Pla de l'Estany,2022-2025,1839.82,1740.31,1544.75,5.717947,5.999962,61.8846,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,61.8846,61.8846,100,,official,default,true
170160,Bàscara,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170182,Bellcaire d'Empordà,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170195,Besalú,19,Garrotxa,2022-2025,1871.38,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170209,Bescanó,20,Gironès,2022-2025,1751.37,1672.73,1496.21,4.701297,5.38896,56.8622,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,56.8622,56.8622,100,,official,default,true
170216,Beuda,19,Garrotxa,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170221,la Bisbal d'Empordà,10,Baix Empordà,2022-2025,1386.3,1152.41,1140.18,20.295728,6.731989,67.9018,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.9018,67.9018,100,,official,default,true
170237,Blanes,34,Selva,2022-2025,2566.02,2358.86,2137.47,8.782208,6.280438,64.1901,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.1901,64.1901,100,,official,default,true
170242,Bolvir,15,Cerdanya,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170255,Bordils,20,Gironès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170268,Borrassà,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170274,Breda,34,Selva,2022-2025,1406.12,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170280,Brunyola i Sant Martí Sapresa,34,Selva,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170293,Boadella i les Escaules,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170307,Cabanes,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170314,Cabanelles,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170329,Cadaqués,02,Alt Empordà,2022-2025,7286.79,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170335,Caldes de Malavella,34,Selva,2022-2025,2623.77,2234.2,2181.73,17.436666,6.34284,64.7031,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,64.7031,64.7031,100,,official,default,true
170340,Calonge i Sant Antoni,10,Baix Empordà,2022-2025,2922.13,2927.76,2671.35,-0.192297,3.03614,37.5222,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,37.5222,37.5222,100,,official,default,true
170353,Camós,28,Pla de l'Estany,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170366,Campdevànol,31,Ripollès,2022-2025,1279.59,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170372,Campelles,31,Ripollès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170388,Campllong,20,Gironès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170391,Camprodon,31,Ripollès,2022-2025,2370.44,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170405,Canet d'Adri,20,Gironès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170412,Cantallops,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
170427,Capmany,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
