municipality_code,municipality_name,comarca_code,comarca_name,reference_period,price_eur_m2_current,price_eur_m2_1y_ago,price_eur_m2_3y_ago,growth_1y_pct,cagr_3y_pct,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
171668,Sant Jordi Desvalls,20,Gironès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171674,Sant Joan de les Abadesses,31,Ripollès,2022-2025,1198.84,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171680,Sant Joan de Mollet,20,Gironès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171693,Sant Julià de Ramis,20,Gironès,2022-2025,1927.14,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171707,Vallfogona de Ripollès,31,Ripollès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171714,Sant Llorenç de la Muga,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171729,Sant Martí de Llémena,20,Gironès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171735,Sant Martí Vell,20,Gironès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171740,Sant Miquel de Campmajor,28,Pla de l'Estany,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171753,Sant Miquel de Fluvià,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171766,Sant Mori,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171772,Sant Pau de Segúries,31,Ripollès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171788,Sant Pere Pescador,02,Alt Empordà,2022-2025,1670.4,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171805,Santa Coloma de Farners,34,Selva,2022-2025,1528.03,1450.7,1347.95,5.33053,4.268398,47.6513,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,47.6513,47.6513,100,,official,default,true
171812,Santa Cristina d'Aro,10,Baix Empordà,2022-2025,2471.78,2055.39,2036.28,20.258442,6.67372,67.4229,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,67.4229,67.4229,100,,official,default,true
171827,Santa Llogaia d'Àlguema,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171833,Sant Aniol de Finestres,19,Garrotxa,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171848,Santa Pau,19,Garrotxa,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171851,Sant Joan les Fonts,19,Garrotxa,2022-2025,2037.59,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171864,Sarrià de Ter,20,Gironès,2022-2025,2308.56,1987.4,1633.04,16.159807,12.231504,100,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
171870,"Saus, Camallera i Llampaies",02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171886,la Selva de Mar,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171899,la Cellera de Ter,34,Selva,2022-2025,929.52,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171903,Serinyà,28,Pla de l'Estany,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171910,Serra de Daró,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171925,Setcases,31,Ripollès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171931,Sils,34,Selva,2022-2025,1943.21,1668.39,1422.64,16.472168,10.953645,100,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
171946,Susqueda,34,Selva,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171959,la Tallada d'Empordà,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171962,Terrades,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171978,Torrent,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171984,Torroella de Fluvià,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
171997,Torroella de Montgrí,10,Baix Empordà,2022-2025,2363.25,2238.61,2044.01,5.567741,4.95639,53.3065,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,53.3065,53.3065,100,,official,default,true
172001,Tortellà,19,Garrotxa,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172018,Toses,31,Ripollès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172023,Tossa de Mar,34,Selva,2022-2025,3142.62,2826.44,2742.11,11.18651,4.649141,50.7809,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,50.7809,50.7809,100,,official,default,true
172039,Ultramort,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172044,Ullà,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172057,Ullastret,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172060,Urús,15,Cerdanya,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172076,la Vall d'en Bas,19,Garrotxa,2022-2025,1925,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172082,la Vall de Bianya,19,Garrotxa,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172095,Vall-llobrega,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172109,Ventalló,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172116,Verges,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172121,Vidrà,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172137,Vidreres,34,Selva,2022-2025,1562.94,1509.07,1422.88,3.569748,3.179007,38.6965,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,38.6965,38.6965,100,,official,default,true
172142,Vilabertran,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172155,Vilablareix,20,Gironès,2022-2025,2999.84,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172168,Viladasens,20,Gironès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172174,Viladamat,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172180,Vilademuls,28,Pla de l'Estany,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172207,Viladrau,24,Osona,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172214,Vilafant,02,Alt Empordà,2022-2025,1712.96,1621.24,1804.03,5.657398,-1.711851,0,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
172229,Vilaür,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172235,Vilajuïga,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172240,Vilallonga de Ter,31,Ripollès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172253,Vilamacolum,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172266,Vilamalla,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172272,Vilamaniscle,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172288,Vilanant,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172305,Vila-sacra,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172327,Vilopriu,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172333,Vilobí d'Onyar,34,Selva,2022-2025,1778.79,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
172348,Biure,02,Alt Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
179026,Forallac,10,Baix Empordà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
179032,Sant Julià del Llor i Bonmatí,34,Selva,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250019,Abella de la Conca,25,Pallars Jussà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250024,Àger,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250030,Agramunt,38,Urgell,2022-2025,866.16,932.61,1364.01,-7.125165,-14.047168,0,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
250045,els Alamús,33,Segrià,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250058,Alàs i Cerc,04,Alt Urgell,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250061,l'Albagés,18,Garrigues,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250077,Albatàrrec,33,Segrià,2022-2025,641.7,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250083,Albesa,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250096,l'Albi,18,Garrigues,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250100,Alcanó,33,Segrià,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250117,Alcarràs,33,Segrià,2022-2025,1038.07,895.26,913.2,15.951791,4.364688,48.4428,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,48.4428,48.4428,100,,official,default,true
250122,Alcoletge,33,Segrià,2022-2025,975.85,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250138,Alfarràs,33,Segrià,2022-2025,774.31,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250143,Alfés,33,Segrià,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250156,Algerri,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250169,Alguaire,33,Segrià,2022-2025,910,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250175,Alins,26,Pallars Sobirà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250194,Almacelles,33,Segrià,2022-2025,985.04,629.66,707.51,56.439983,11.662435,100,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
250208,Almatret,33,Segrià,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250215,Almenar,33,Segrià,2022-2025,644.28,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250220,Alòs de Balaguer,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250236,Alpicat,33,Segrià,2022-2025,1428.3,1301.08,1458.63,9.778031,-0.697977,6.828,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,6.828,6.828,100,,official,default,true
250241,Alt Àneu,26,Pallars Sobirà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250254,Naut Aran,39,Val d'Aran,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250273,Anglesola,38,Urgell,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250292,Arbeca,18,Garrigues,2022-2025,442.19,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250306,el Pont de Bar,04,Alt Urgell,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250313,Arres,39,Val d'Aran,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250328,Arsèguel,04,Alt Urgell,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250334,Artesa de Lleida,33,Segrià,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250349,Artesa de Segre,23,Noguera,2022-2025,972.11,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250352,la Sentiu de Sió,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250365,Aspa,33,Segrià,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250371,les Avellanes i Santa Linya,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250387,Aitona,33,Segrià,2022-2025,544.6,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250390,Baix Pallars,26,Pallars Sobirà,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250404,Balaguer,23,Noguera,2022-2025,883.18,682.55,953.76,29.394184,-2.530208,0,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,0,0,100,,official,default,true
250411,Barbens,27,Pla d'Urgell,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250426,la Baronia de Rialb,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250432,la Vall de Boí,05,Alta Ribagorça,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250447,Bassella,04,Alt Urgell,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250450,Bausen,39,Val d'Aran,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250463,Belianes,38,Urgell,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250479,Bellcaire d'Urgell,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250485,Bell-lloc d'Urgell,27,Pla d'Urgell,2022-2025,1020.5,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250498,Bellmunt d'Urgell,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250501,Bellpuig,38,Urgell,2022-2025,1083.53,510.96,643.46,112.057695,18.970639,100,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
250518,Bellver de Cerdanya,15,Cerdanya,2022-2025,2929.79,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250523,Bellvís,27,Pla d'Urgell,2022-2025,950.33,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250539,Benavent de Segrià,33,Segrià,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250557,Biosca,35,Solsonès,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250560,Bovera,18,Garrigues,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250576,Es Bòrdes,39,Val d'Aran,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250582,les Borges Blanques,18,Garrigues,2022-2025,1011.11,631.87,680.96,60.018675,14.084226,100,90,municipality,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,,,complete,100,100,100,,official,default,true
250595,Bossòst,39,Val d'Aran,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250609,Cabanabona,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250616,Cabó,04,Alt Urgell,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250621,Camarasa,23,Noguera,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
250637,Canejan,39,Val d'Aran,2022-2025,,,,,,,0,missing,gencat_housing_sales_2022_2024_2025,,2026-08-21T21:48:17Z,0.2.0,insufficient_history,,methodology_pending,0,100,0,,official,default,false
