municipality_code,municipality_name,comarca_code,comarca_name,reference_period,resident_population,non_resident_present,resident_absent,population_etca,population_etca_pct,etca_pressure,hut_count,hut_per_1000,hotel_count,rural_count,camping_count,tourist_establishments_count,tourist_establishments_per_1000,ieet_available,ieet_total_eur,ieet_hut_eur,ieet_eur_per_resident,etca_score,hut_density_score,tourist_supply_score,ieet_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
081653,la Pobla de Claramunt,06,Anoia,2024,2356,547,-372,2531,107.4,1.074278,5,2.122241,1,0,0,6,2.546689,false,,,,31.516,2.1697,1.6045,,18.1971,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,18.1971,18.1971,100,,official,default,true
081666,la Pobla de Lillet,14,Berguedà,2024,1107,143,-129,1121,101.3,1.012647,24,21.680217,4,2,1,31,28.003613,false,,,,22.4261,22.1651,19.9541,,21.8665,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,21.8665,21.8665,100,,official,default,true
081672,Polinyà,40,Vallès Occidental,2024,8559,2076,-1290,9345,109.2,1.091833,2,0.233672,0,0,0,2,0.233672,false,,,,34.105,0.2389,0,,18.8175,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,18.8175,18.8175,100,,official,default,true
081688,Pontons,03,Alt Penedès,2024,,,,,,,10,19.417476,0,9,0,19,36.893204,false,,,,,19.8517,26.3618,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081691,el Prat de Llobregat,11,Baix Llobregat,2024,65910,15313,-8726,72498,110,1.099954,20,0.303444,10,0,0,30,0.455166,false,,,,35.3028,0.3102,0.097,,19.5135,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,19.5135,19.5135,100,,official,default,true
081705,els Prats de Rei,06,Anoia,2024,,,,,,,2,3.616637,1,6,0,9,16.274864,false,,,,,3.6975,11.4999,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081712,Prats de Lluçanès,43,Lluçanès,2024,2696,112,-297,2511,93.1,0.93138,1,0.37092,1,0,0,2,0.74184,false,,,,10.4403,0.3792,0.3036,,5.8977,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.8977,5.8977,100,,official,default,true
081727,Premià de Mar,21,Maresme,2024,28928,1097,-4970,25055,86.6,0.866116,79,2.730918,1,0,0,80,2.765487,false,,,,0.8147,2.792,1.7623,,1.4985,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,1.4985,1.4985,100,,official,default,true
081748,Puigdàlber,03,Alt Penedès,2024,,,,,,,1,1.610306,0,0,0,1,1.610306,false,,,,,1.6463,0.9296,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081751,Puig-reig,14,Berguedà,2024,4482,273,-442,4313,96.2,0.962294,8,1.784917,2,8,1,19,4.239179,false,,,,14.9997,1.8248,2.8245,,9.2709,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.2709,9.2709,100,,official,default,true
081764,Pujalt,06,Anoia,2024,,,,,,,4,19.512195,1,17,0,22,107.317073,false,,,,,19.9486,77.1239,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081770,la Quar,14,Berguedà,2024,,,,,,,3,68.181818,0,1,0,4,90.909091,false,,,,,69.7067,65.2969,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081786,Rajadell,07,Bages,2024,,,,,,,1,1.672241,0,3,0,4,6.688963,false,,,,,1.7096,4.5903,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081799,Rellinars,40,Vallès Occidental,2024,,,,,,,5,5.387931,0,2,0,7,7.543103,false,,,,,5.5084,5.206,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081803,Ripollet,40,Vallès Occidental,2024,39430,1985,-6377,35038,88.9,0.888613,6,0.152168,1,0,0,7,0.17753,false,,,,4.1327,0.1556,0,,2.3119,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.3119,2.3119,100,,official,default,true
081810,la Roca del Vallès,41,Vallès Oriental,2024,10956,1577,-1875,10658,97.3,0.9728,14,1.277839,0,0,0,14,1.277839,false,,,,16.5493,1.3064,0.69,,9.5667,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.5667,9.5667,100,,official,default,true
081825,el Pont de Vilomara i Rocafort,07,Bages,2024,4139,68,-552,3656,88.3,0.883305,14,3.38246,0,0,0,14,3.38246,false,,,,3.3499,3.4581,2.207,,3.1484,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.1484,3.1484,100,,official,default,true
081831,Roda de Ter,24,Osona,2024,6883,257,-1020,6120,88.9,0.889147,20,2.90571,2,0,0,22,3.196281,false,,,,4.2115,2.9707,2.0728,,3.4736,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.4736,3.4736,100,,official,default,true
081846,Rubí,40,Vallès Occidental,2024,81523,4772,-10780,75515,92.6,0.926303,15,0.183997,4,0,0,19,0.233063,false,,,,9.6915,0.1881,0,,5.3773,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.3773,5.3773,100,,official,default,true
081859,Rubió,06,Anoia,2024,,,,,,,4,17.54386,0,2,0,6,26.315789,false,,,,,17.9362,18.7375,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081878,Sabadell,40,Vallès Occidental,2024,221564,12264,-27641,206187,93.1,0.930598,65,0.293369,13,0,0,78,0.352043,false,,,,10.325,0.2999,0.0226,,5.7582,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.7582,5.7582,100,,official,default,true
081884,Sagàs,14,Berguedà,2024,,,,,,,0,0,1,19,0,20,130.718954,false,,,,,0,93.9922,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081897,Sant Pere Sallavinera,06,Anoia,2024,,,,,,,1,5.649718,0,3,0,4,22.59887,false,,,,,5.7761,16.0583,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081901,Saldes,14,Berguedà,2024,,,,,,,12,39.86711,3,4,4,23,76.41196,false,,,,,40.7587,54.8473,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081918,Sallent,07,Bages,2024,6932,1255,-898,7288,105.1,1.051356,2,0.288517,2,5,0,9,1.298327,false,,,,28.1352,0.295,0.7047,,15.6891,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,15.6891,15.6891,100,,official,default,true
081923,Santpedor,07,Bages,2024,7707,982,-1088,7601,98.6,0.986246,4,0.519009,1,1,0,6,0.778513,false,,,,18.5324,0.5306,0.33,,10.3915,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,10.3915,10.3915,100,,official,default,true
081939,Sant Iscle de Vallalta,21,Maresme,2024,1463,219,-310,1373,93.8,0.938483,19,12.987013,0,8,0,27,18.455229,false,,,,11.4878,13.2775,13.0716,,12.252,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,12.252,12.252,100,,official,default,true
081944,Sant Adrià de Besòs,13,Barcelonès,2024,38672,4461,-6507,36627,94.7,0.947119,267,6.90422,4,0,0,271,7.007654,false,,,,12.7617,7.0586,4.8201,,9.7476,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.7476,9.7476,100,,official,default,true
081957,Sant Agustí de Lluçanès,24,Osona,2024,,,,,,,3,28.301887,0,9,0,12,113.207547,false,,,,,28.9348,81.3698,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
081960,Sant Andreu de la Barca,11,Baix Llobregat,2024,27039,2625,-3951,25713,95.1,0.95096,3,0.110951,2,0,0,5,0.184918,false,,,,13.3281,0.1134,0,,7.3588,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.3588,7.3588,100,,official,default,true
081976,Sant Andreu de Llavaneres,21,Maresme,2024,11942,1186,-2009,11119,93.1,0.931084,185,15.491542,1,0,0,186,15.575281,false,,,,10.3966,15.838,10.9957,,11.8768,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.8768,11.8768,100,,official,default,true
081982,Sant Antoni de Vilamajor,41,Vallès Oriental,2024,6654,362,-1119,5897,88.6,0.886234,22,3.306282,1,1,0,24,3.606853,false,,,,3.7818,3.3802,2.3687,,3.3988,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.3988,3.3988,100,,official,default,true
081995,Sant Bartomeu del Grau,24,Osona,2024,,,,,,,4,4.296455,0,3,0,7,7.518797,false,,,,,4.3925,5.1885,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
082009,Sant Boi de Llobregat,11,Baix Llobregat,2024,84588,6049,-11741,78896,93.3,0.932709,21,0.248262,6,0,0,27,0.319194,false,,,,10.6363,0.2538,0,,5.9134,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.9134,5.9134,100,,official,default,true
082016,Sant Boi de Lluçanès,24,Osona,2024,,,,,,,8,13.333333,0,5,0,13,21.666667,false,,,,,13.6315,15.3864,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
082021,Sant Celoni,41,Vallès Oriental,2024,18708,1926,-2227,18407,98.4,0.983911,6,0.320718,6,3,0,15,0.801796,false,,,,18.1879,0.3279,0.3468,,10.1547,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,10.1547,10.1547,100,,official,default,true
082037,Sant Cebrià de Vallalta,21,Maresme,2024,3812,718,-589,3941,103.4,1.033841,140,36.726128,0,0,1,141,36.988458,false,,,,25.5519,37.5475,26.4305,,28.7265,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,28.7265,28.7265,100,,official,default,true
082042,Sant Climent de Llobregat,11,Baix Llobregat,2024,4181,75,-837,3419,81.8,0.817747,0,0,0,0,0,0,0,false,,,,0,0,0,,0,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,0,0,100,,official,default,true
082055,Sant Cugat del Vallès,40,Vallès Occidental,2024,98649,19531,-17605,100574,102,1.019514,97,0.983284,11,0,0,108,1.094791,false,,,,23.4389,1.0053,0.558,,13.2543,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,13.2543,13.2543,100,,official,default,true
082068,Sant Cugat Sesgarrigues,03,Alt Penedès,2024,1028,151,-180,999,97.2,0.97179,4,3.891051,0,0,0,4,3.891051,false,,,,16.4002,3.9781,2.5736,,10.5294,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,10.5294,10.5294,100,,official,default,true
082074,Sant Esteve de Palautordera,41,Vallès Oriental,2024,3081,251,-608,2723,88.4,0.883804,12,3.894839,2,3,0,17,5.517689,false,,,,3.4235,3.9819,3.7461,,3.6276,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.6276,3.6276,100,,official,default,true
082080,Sant Esteve Sesrovires,11,Baix Llobregat,2024,8039,2183,-1011,9211,114.6,1.145789,6,0.746361,4,0,0,10,1.243936,false,,,,42.0629,0.7631,0.6655,,23.4585,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,23.4585,23.4585,100,,official,default,true
082093,Sant Fost de Campsentelles,41,Vallès Oriental,2024,9196,716,-1640,8272,90,0.899522,22,2.392344,0,0,0,22,2.392344,false,,,,5.7416,2.4458,1.4933,,4.068,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,4.068,4.068,100,,official,default,true
082107,Sant Feliu de Codines,41,Vallès Oriental,2024,6624,273,-1143,5755,86.9,0.86881,9,1.358696,0,0,0,9,1.358696,false,,,,1.2121,1.3891,0.7482,,1.1636,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,1.1636,1.1636,100,,official,default,true
082114,Sant Feliu de Llobregat,11,Baix Llobregat,2024,46381,5156,-8240,43297,93.4,0.933507,14,0.301848,2,0,0,16,0.344969,false,,,,10.754,0.3086,0.0175,,5.9953,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.9953,5.9953,100,,official,default,true
082129,Sant Feliu Sasserra,07,Bages,2024,,,,,,,4,6.309148,0,0,0,4,6.309148,false,,,,,6.4502,4.3166,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
082135,Sant Fruitós de Bages,07,Bages,2024,9225,1779,-1431,9572,103.8,1.037615,4,0.433604,2,0,0,6,0.650407,false,,,,26.1086,0.4433,0.2377,,14.5181,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,14.5181,14.5181,100,,official,default,true
082140,Vilassar de Dalt,21,Maresme,2024,9299,1117,-1469,8947,96.2,0.962146,50,5.376922,1,1,0,52,5.591999,false,,,,14.978,5.4972,3.7996,,10.3721,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,10.3721,10.3721,100,,official,default,true
082153,Sant Hipòlit de Voltregà,24,Osona,2024,3684,116,-602,3197,86.8,0.867807,1,0.271444,0,0,0,1,0.271444,false,,,,1.0641,0.2775,0,,0.6546,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,0.6546,0.6546,100,,official,default,true
082166,Sant Jaume de Frontanyà,14,Berguedà,2024,,,,,,,1,40,1,3,0,5,200,false,,,,,40.8946,100,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
082172,Sant Joan Despí,11,Baix Llobregat,2024,35012,4922,-6000,33933,96.9,0.969182,1,0.028562,4,0,0,5,0.142808,false,,,,16.0156,0.0292,0,,8.8159,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,8.8159,8.8159,100,,official,default,true
082188,Sant Joan de Vilatorrada,07,Bages,2024,10972,476,-1538,9910,90.3,0.903208,3,0.273423,1,0,0,4,0.364564,false,,,,6.2853,0.2795,0.0317,,3.5331,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.5331,3.5331,100,,official,default,true
082191,Vilassar de Mar,21,Maresme,2024,21169,2098,-3275,19992,94.4,0.9444,242,11.431811,4,0,0,246,11.620766,false,,,,12.3606,11.6875,8.1452,,11.3492,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.3492,11.3492,100,,official,default,true
082205,Sant Julià de Vilatorta,24,Osona,2024,3300,186,-649,2837,86,0.859697,9,2.727273,3,4,0,16,4.848485,false,,,,0,2.7883,3.2637,,1.3498,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,1.3498,1.3498,100,,official,default,true
082212,Sant Just Desvern,11,Baix Llobregat,2024,20815,3567,-4378,20004,96.1,0.961038,35,1.68148,3,0,0,38,1.825607,false,,,,14.8144,1.7191,1.0848,,8.7947,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,8.7947,8.7947,100,,official,default,true
082227,Sant Llorenç d'Hortons,03,Alt Penedès,2024,2617,173,-493,2297,87.8,0.877723,3,1.146351,0,4,0,7,2.674818,false,,,,2.5265,1.172,1.6969,,2.022,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.022,2.022,100,,official,default,true
082233,Sant Llorenç Savall,40,Vallès Occidental,2024,2580,195,-382,2393,92.8,0.927519,8,3.100775,1,1,0,10,3.875969,false,,,,9.8709,3.1701,2.5627,,6.7341,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.7341,6.7341,100,,official,default,true
082248,Sant Martí de Centelles,24,Osona,2024,1260,42,-229,1072,85.1,0.850794,1,0.793651,1,1,0,3,2.380952,false,,,,0,0.8114,1.4851,,0.4999,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,0.4999,0.4999,100,,official,default,true
082251,Sant Martí d'Albars,43,Lluçanès,2024,,,,,,,2,14.814815,0,0,0,2,14.814815,false,,,,,15.1461,10.4475,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
082264,Sant Martí de Tous,06,Anoia,2024,1273,36,-217,1092,85.8,0.857816,7,5.498822,0,9,0,16,12.568735,false,,,,0,5.6218,8.8285,,3.1711,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.1711,3.1711,100,,official,default,true
082270,Sant Martí Sarroca,03,Alt Penedès,2024,3385,176,-510,3051,90.1,0.901329,14,4.135894,1,10,0,25,7.385524,false,,,,6.0082,4.2284,5.0924,,5.3801,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.3801,5.3801,100,,official,default,true
082286,Sant Martí Sesgueioles,06,Anoia,2024,,,,,,,2,5.665722,0,0,0,2,5.665722,false,,,,,5.7924,3.8528,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
082299,Sant Mateu de Bages,07,Bages,2024,,,,,,,2,3.125,0,12,1,15,23.4375,false,,,,,3.1949,16.6628,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
082303,Premià de Dalt,21,Maresme,2024,10574,785,-2003,9356,88.5,0.884812,57,5.390581,2,0,0,59,5.579724,false,,,,3.5721,5.5111,3.7908,,4.1006,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,4.1006,4.1006,100,,official,default,true
082310,Sant Pere de Ribes,17,Garraf,2024,32006,1937,-4735,29208,91.3,0.912579,405,12.653877,5,4,0,414,12.935075,false,,,,7.6674,12.9369,9.0926,,9.2698,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.2698,9.2698,100,,official,default,true
082325,Sant Pere de Riudebitlles,03,Alt Penedès,2024,2495,149,-335,2310,92.6,0.925852,1,0.400802,1,0,0,2,0.801603,false,,,,9.6249,0.4098,0.3467,,5.4655,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.4655,5.4655,100,,official,default,true
082331,Sant Pere de Torelló,24,Osona,2024,2596,162,-315,2443,94.1,0.941063,11,4.237288,1,8,0,20,7.70416,false,,,,11.8684,4.3321,5.3221,,8.6751,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,8.6751,8.6751,100,,official,default,true
082346,Sant Pere de Vilamajor,41,Vallès Oriental,2024,4923,436,-826,4533,92.1,0.92078,26,5.281333,0,6,0,32,6.500102,false,,,,8.8769,5.3994,4.4542,,7.123,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.123,7.123,100,,official,default,true
082359,Sant Pol de Mar,21,Maresme,2024,5810,1751,-983,6578,113.2,1.132186,279,48.020654,3,0,2,284,48.881239,false,,,,40.0565,49.0946,35.0029,,41.3053,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,41.3053,41.3053,100,,official,default,true
082362,Sant Quintí de Mediona,03,Alt Penedès,2024,2511,196,-292,2414,96.1,0.96137,6,2.389486,0,1,0,7,2.787734,false,,,,14.8634,2.4429,1.7783,,9.1413,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.1413,9.1413,100,,official,default,true
082378,Sant Quirze de Besora,24,Osona,2024,2127,241,-283,2085,98,0.980254,7,3.29102,1,0,0,8,3.761166,false,,,,17.6486,3.3646,2.48,,11.0439,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.0439,11.0439,100,,official,default,true
082384,Sant Quirze del Vallès,40,Vallès Occidental,2024,20110,2464,-3847,18727,93.1,0.931228,5,0.248633,0,0,0,5,0.248633,false,,,,10.4179,0.2542,0,,5.7934,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.7934,5.7934,100,,official,default,true
082397,Sant Quirze Safaja,42,Moianès,2024,,,,,,,13,19.578313,1,1,1,16,24.096386,false,,,,,20.0162,17.1378,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
082401,Sant Sadurní d'Anoia,03,Alt Penedès,2024,12915,1438,-1370,12983,100.5,1.005265,7,0.542005,3,0,0,10,0.774293,false,,,,21.3374,0.5541,0.327,,11.9395,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.9395,11.9395,100,,official,default,true
082418,Sant Sadurní d'Osormort,24,Osona,2024,,,,,,,3,34.883721,1,0,1,5,58.139535,false,,,,,35.6639,41.6764,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
082423,Marganell,07,Bages,2024,,,,,,,5,16.07717,0,1,0,6,19.292605,false,,,,,16.4367,13.6751,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
