municipality_code,municipality_name,comarca_code,comarca_name,reference_period,resident_population,non_resident_present,resident_absent,population_etca,population_etca_pct,etca_pressure,hut_count,hut_per_1000,hotel_count,rural_count,camping_count,tourist_establishments_count,tourist_establishments_per_1000,ieet_available,ieet_total_eur,ieet_hut_eur,ieet_eur_per_resident,etca_score,hut_density_score,tourist_supply_score,ieet_score,score_0_100,confidence_0_100,data_scope,source_id,source_updated_at,retrieved_at,method_version,missing_reason,notes,score_status,score_min_0_100,score_max_0_100,coverage_weight_pct,rank_stability_0_100,source_tier,method_variant,usable_for_composite
080018,Abrera,11,Baix Llobregat,2024,12981,1889,-2018,12852,99,0.990062,6,0.462214,1,0,0,7,0.53925,false,,,,19.0952,0.4726,0.1576,,10.652,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,10.652,10.652,100,,official,default,true
080023,Aguilar de Segarra,07,Bages,2024,,,,,,,1,3.412969,0,4,0,5,17.064846,false,,,,,3.4893,12.0694,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080039,Alella,21,Maresme,2024,10200,1064,-1973,9291,91.1,0.910882,144,14.117647,2,0,0,146,14.313725,false,,,,7.4172,14.4334,10.0863,,9.7051,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.7051,9.7051,100,,official,default,true
080044,Alpens,43,Lluçanès,2024,,,,,,,11,41.198502,1,3,0,15,56.179775,false,,,,,42.1199,40.2637,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080057,l'Ametlla del Vallès,41,Vallès Oriental,2024,9448,961,-1734,8675,91.8,0.918184,20,2.11685,0,5,0,25,2.646063,false,,,,8.494,2.1642,1.6762,,5.548,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.548,5.548,100,,official,default,true
080060,Arenys de Mar,21,Maresme,2024,16513,1951,-2029,16436,99.5,0.995337,227,13.746745,8,0,3,238,14.412887,false,,,,19.8731,14.0542,10.1578,,16.4753,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,16.4753,16.4753,100,,official,default,true
080076,Arenys de Munt,21,Maresme,2024,9444,399,-1546,8297,87.9,0.878547,81,8.576874,0,0,0,81,8.576874,false,,,,2.6482,8.7687,5.9512,,4.8389,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,4.8389,4.8389,100,,official,default,true
080082,Argençola,06,Anoia,2024,,,,,,,3,12.244898,0,2,0,5,20.408163,false,,,,,12.5187,14.4793,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080095,Argentona,21,Maresme,2024,12850,1112,-1927,12035,93.7,0.936576,62,4.824903,1,1,0,64,4.980545,false,,,,11.2066,4.9328,3.3589,,8.0686,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,8.0686,8.0686,100,,official,default,true
080109,Artés,07,Bages,2024,6051,413,-741,5723,94.6,0.945794,4,0.661048,0,1,0,5,0.82631,false,,,,12.5662,0.6758,0.3645,,7.1533,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.1533,7.1533,100,,official,default,true
080116,Avià,14,Berguedà,2024,2242,164,-415,1990,88.8,0.8876,20,8.920607,2,6,1,29,12.93488,false,,,,3.9834,9.1201,9.0924,,6.2894,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.2894,6.2894,100,,official,default,true
080121,Avinyó,07,Bages,2024,2311,316,-277,2350,101.7,1.016876,6,2.596279,1,2,0,9,3.894418,false,,,,23.0498,2.6543,2.576,,13.8562,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,13.8562,13.8562,100,,official,default,true
080137,Avinyonet del Penedès,03,Alt Penedès,2024,1745,178,-259,1664,95.4,0.953582,19,10.888252,1,7,0,27,15.472779,false,,,,13.7148,11.1318,10.9218,,12.5105,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,12.5105,12.5105,100,,official,default,true
080142,Aiguafreda,24,Osona,2024,2582,183,-410,2355,91.2,0.912084,10,3.872967,1,0,0,11,4.260263,false,,,,7.5943,3.9596,2.8397,,5.7347,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.7347,5.7347,100,,official,default,true
080155,Badalona,13,Barcelonès,2024,226219,12063,-29733,208549,92.2,0.92189,223,0.98577,15,0,0,238,1.052078,false,,,,9.0406,1.0078,0.5272,,5.3297,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.3297,5.3297,100,,official,default,true
080168,Bagà,14,Berguedà,2024,2181,447,-322,2305,105.7,1.056855,37,16.964695,6,1,1,45,20.632737,false,,,,28.9462,17.3441,14.6411,,23.1847,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,23.1847,23.1847,100,,official,default,true
080174,Balenyà,24,Osona,2024,3999,187,-573,3613,90.3,0.903476,3,0.750188,0,0,0,3,0.750188,false,,,,6.3248,0.767,0.3096,,3.7323,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.7323,3.7323,100,,official,default,true
080180,Balsareny,07,Bages,2024,3325,204,-497,3032,91.2,0.91188,3,0.902256,0,1,0,4,1.203008,false,,,,7.5643,0.9224,0.636,,4.5182,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,4.5182,4.5182,100,,official,default,true
080193,Barcelona,13,Barcelonès,2024,1686208,292739,-194612,1784335,105.8,1.058194,10650,6.315947,754,0,0,11404,6.763104,false,,,,29.1437,6.4572,4.6438,,18.5721,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,18.5721,18.5721,100,,official,default,true
080207,Begues,11,Baix Llobregat,2024,7439,361,-1382,6418,86.3,0.86275,13,1.747547,0,1,0,14,1.881973,false,,,,0.3183,1.7866,1.1254,,0.8468,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,0.8468,0.8468,100,,official,default,true
080214,Bellprat,06,Anoia,2024,,,,,,,1,14.492754,0,1,0,2,28.985507,false,,,,,14.8169,20.6619,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080229,Berga,14,Berguedà,2024,17195,1432,-1569,17057,99.2,0.991974,35,2.035475,4,4,1,44,2.558883,false,,,,19.3772,2.081,1.6133,,11.5004,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.5004,11.5004,100,,official,default,true
080235,Bigues i Riells del Fai,41,Vallès Oriental,2024,10035,683,-1749,8969,89.4,0.893772,2,0.199302,1,4,0,7,0.697559,false,,,,4.8936,0.2038,0.2717,,2.7968,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.7968,2.7968,100,,official,default,true
080240,Borredà,14,Berguedà,2024,,,,,,,17,39.170507,0,6,3,26,59.907834,false,,,,,40.0465,42.951,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080253,el Bruc,06,Anoia,2024,2293,208,-463,2038,88.9,0.888792,14,6.105539,3,3,0,20,8.722198,false,,,,4.1591,6.2421,6.0559,,5.0592,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.0592,5.0592,100,,official,default,true
080266,el Brull,24,Osona,2024,,,,,,,6,20.20202,0,2,0,8,26.936027,false,,,,,20.6538,19.1846,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080272,les Cabanyes,03,Alt Penedès,2024,1011,86,-189,907,89.7,0.897132,3,2.967359,0,0,0,3,2.967359,false,,,,5.3891,3.0337,1.9078,,4.104,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,4.104,4.104,100,,official,default,true
080288,Cabrera d'Anoia,06,Anoia,2024,1712,107,-329,1491,87.1,0.870911,6,3.504673,0,0,0,6,3.504673,false,,,,1.5219,3.5831,2.2951,,2.1918,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.1918,2.1918,100,,official,default,true
080291,Cabrera de Mar,21,Maresme,2024,5014,1348,-879,5484,109.4,1.093738,71,14.160351,2,1,0,74,14.758676,false,,,,34.3859,14.477,10.4071,,24.6129,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,24.6129,24.6129,100,,official,default,true
080305,Cabrils,21,Maresme,2024,7764,698,-1532,6930,89.3,0.892581,85,10.947965,3,0,0,88,11.334364,false,,,,4.718,11.1928,7.9388,,6.9809,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.9809,6.9809,100,,official,default,true
080312,Calaf,06,Anoia,2024,3595,303,-423,3475,96.7,0.96662,2,0.556328,1,0,0,3,0.834492,false,,,,15.6378,0.5688,0.3704,,8.8171,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,8.8171,8.8171,100,,official,default,true
080327,Caldes d'Estrac,21,Maresme,2024,3241,880,-674,3447,106.4,1.063561,197,60.783709,5,0,0,202,62.326442,false,,,,29.9352,62.1431,44.6943,,40.939,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,40.939,40.939,100,,official,default,true
080333,Caldes de Montbui,41,Vallès Oriental,2024,18334,1580,-2648,17266,94.2,0.941748,22,1.199956,4,2,1,29,1.581761,false,,,,11.9694,1.2268,0.909,,7.0717,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.0717,7.0717,100,,official,default,true
080348,Calders,42,Moianès,2024,1114,90,-190,1014,91,0.910233,4,3.590664,1,3,0,8,7.181329,false,,,,7.3215,3.671,4.9452,,5.9336,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.9336,5.9336,100,,official,default,true
080351,Calella,21,Maresme,2024,20207,8832,-2377,26662,131.9,1.319444,519,25.684169,43,0,3,565,27.960608,false,,,,67.6746,26.2586,19.9231,,47.7703,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,47.7703,47.7703,100,,official,default,true
080364,Calonge de Segarra,06,Anoia,2024,,,,,,,0,0,0,10,0,10,55.865922,false,,,,,0,40.0375,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080370,Calldetenes,24,Osona,2024,2690,312,-485,2517,93.6,0.935688,5,1.858736,0,0,0,5,1.858736,false,,,,11.0756,1.9003,1.1087,,6.7884,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.7884,6.7884,100,,official,default,true
080386,Callús,07,Bages,2024,2151,99,-352,1898,88.2,0.88238,2,0.9298,0,0,0,2,0.9298,false,,,,3.2135,0.9506,0.4391,,2.0929,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.0929,2.0929,100,,official,default,true
080399,Campins,41,Vallès Oriental,2024,,,,,,,8,13.605442,0,1,0,9,15.306122,false,,,,,13.9097,10.8017,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080403,Canet de Mar,21,Maresme,2024,15135,1851,-2212,14774,97.6,0.976148,327,21.60555,5,0,4,336,22.200198,false,,,,17.043,22.0887,15.771,,18.05,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,18.05,18.05,100,,official,default,true
080410,Canovelles,41,Vallès Oriental,2024,17264,836,-2552,15548,90.1,0.900602,8,0.463392,1,0,0,9,0.521316,false,,,,5.901,0.4738,0.1446,,3.3929,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.3929,3.3929,100,,official,default,true
080425,Cànoves i Samalús,41,Vallès Oriental,2024,3309,181,-657,2832,85.6,0.855848,9,2.719855,1,3,0,13,3.928679,false,,,,0,2.7807,2.6007,,1.2153,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,1.2153,1.2153,100,,official,default,true
080431,Canyelles,17,Garraf,2024,5360,457,-971,4846,90.4,0.904104,106,19.776119,0,2,0,108,20.149254,false,,,,6.4175,20.2184,14.2926,,11.4427,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.4427,11.4427,100,,official,default,true
080446,Capellades,06,Anoia,2024,5558,366,-639,5285,95.1,0.950882,2,0.359842,1,0,0,3,0.539763,false,,,,13.3165,0.3679,0.1579,,7.4476,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.4476,7.4476,100,,official,default,true
080459,Capolat,14,Berguedà,2024,,,,,,,5,53.763441,0,8,0,13,139.784946,false,,,,,54.9658,100,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080462,Cardedeu,41,Vallès Oriental,2024,19091,1260,-3145,17206,90.1,0.901262,10,0.523807,3,1,0,14,0.73333,false,,,,5.9983,0.5355,0.2975,,3.4924,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.4924,3.4924,100,,official,default,true
080478,Cardona,07,Bages,2024,4566,442,-407,4600,100.7,1.007446,67,14.673675,5,6,0,78,17.082786,false,,,,21.6591,15.0018,12.0823,,18.0794,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,18.0794,18.0794,100,,official,default,true
080484,Carme,06,Anoia,2024,,,,,,,1,1.162791,0,0,0,1,1.162791,false,,,,,1.1888,0.607,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080497,Casserres,14,Berguedà,2024,1675,131,-235,1571,93.8,0.93791,7,4.179104,1,22,0,30,17.910448,false,,,,11.4035,4.2726,12.6789,,9.8759,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.8759,9.8759,100,,official,default,true
080500,Castellar del Riu,14,Berguedà,2024,,,,,,,11,72.847682,1,3,2,17,112.582781,false,,,,,74.4769,80.9195,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080517,Castellar del Vallès,40,Vallès Occidental,2024,25301,1383,-3778,22906,90.5,0.90534,21,0.830007,0,0,0,21,0.830007,false,,,,6.5997,0.8486,0.3671,,3.9154,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.9154,3.9154,100,,official,default,true
080522,Castellar de n'Hug,14,Berguedà,2024,,,,,,,20,120.481928,7,2,0,29,174.698795,false,,,,,100,100,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080538,Castellbell i el Vilar,07,Bages,2024,4130,73,-568,3634,88,0.879903,11,2.663438,0,5,0,16,3.874092,false,,,,2.8481,2.723,2.5614,,2.7595,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,2.7595,2.7595,100,,official,default,true
080543,Castellbisbal,40,Vallès Occidental,2024,12965,2235,-1934,13267,102.3,1.023293,0,0,1,1,0,2,0.154261,false,,,,23.9963,0,0,,13.198,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,13.198,13.198,100,,official,default,true
080556,Castellcir,42,Moianès,2024,,,,,,,6,7.481297,0,0,0,6,7.481297,false,,,,,7.6486,5.1615,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080569,Castelldefels,11,Baix Llobregat,2024,69196,8133,-11449,65880,95.2,0.952078,374,5.404937,31,0,1,406,5.867391,false,,,,13.493,5.5258,3.9981,,9.6022,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.6022,9.6022,100,,official,default,true
080575,Castell de l'Areny,14,Berguedà,2024,,,,,,,3,44.117647,0,3,0,6,88.235294,false,,,,,45.1043,63.3696,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080581,Castellet i la Gornal,03,Alt Penedès,2024,2665,226,-507,2385,89.5,0.894934,28,10.506567,0,6,0,34,12.757974,false,,,,5.065,10.7415,8.9649,,7.2641,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.2641,7.2641,100,,official,default,true
080594,Castellfollit del Boix,07,Bages,2024,,,,,,,4,8.528785,0,9,0,13,27.71855,false,,,,,8.7195,19.7486,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080608,Castellfollit de Riubregós,06,Anoia,2024,,,,,,,0,0,0,2,0,2,13.071895,false,,,,,0,9.1912,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080615,Castellgalí,07,Bages,2024,2339,261,-409,2191,93.7,0.936725,0,0,0,0,0,0,0,false,,,,11.2286,0,0,,6.1757,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.1757,6.1757,100,,official,default,true
080620,Castellnou de Bages,07,Bages,2024,1430,123,-276,1277,89.3,0.893007,9,6.293706,2,4,0,15,10.48951,false,,,,4.7808,6.4345,7.3298,,5.704,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.704,5.704,100,,official,default,true
080636,Castellolí,06,Anoia,2024,,,,,,,1,1.492537,0,1,0,2,2.985075,false,,,,,1.5259,1.9205,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080641,Castellterçol,42,Moianès,2024,2766,188,-440,2515,90.9,0.909255,10,3.615329,1,3,0,14,5.061461,false,,,,7.1772,3.6962,3.4172,,5.555,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,5.555,5.555,100,,official,default,true
080654,Castellví de la Marca,03,Alt Penedès,2024,1714,79,-291,1501,87.6,0.875729,6,3.500583,0,6,0,12,7.001167,false,,,,2.2325,3.5789,4.8154,,3.0857,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.0857,3.0857,100,,official,default,true
080667,Castellví de Rosanes,11,Baix Llobregat,2024,2098,402,-424,2077,99,0.98999,4,1.906578,0,0,0,4,1.906578,false,,,,19.0846,1.9492,1.1432,,11.2125,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,11.2125,11.2125,100,,official,default,true
080673,Centelles,24,Osona,2024,7771,759,-1048,7482,96.3,0.96281,8,1.029469,1,1,1,11,1.415519,false,,,,15.0759,1.0525,0.7892,,8.7127,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,8.7127,8.7127,100,,official,default,true
080689,Cervelló,11,Baix Llobregat,2024,9633,766,-1798,8601,89.3,0.892868,15,1.557147,1,0,0,16,1.660957,false,,,,4.7603,1.592,0.9661,,3.2094,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.2094,3.2094,100,,official,default,true
080692,Collbató,11,Baix Llobregat,2024,4847,510,-915,4442,91.6,0.916443,22,4.53889,2,2,0,26,5.364143,false,,,,8.2373,4.6404,3.6354,,6.4177,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,6.4177,6.4177,100,,official,default,true
080706,Collsuspina,42,Moianès,2024,,,,,,,7,17.948718,1,9,0,17,43.589744,false,,,,,18.3501,31.1887,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080713,Copons,06,Anoia,2024,,,,,,,3,8.522727,0,0,0,3,8.522727,false,,,,,8.7133,5.9121,,,0,missing,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,not_published,ETCA is not published for every municipality.,engineering_pending,0,100,0,,official,default,false
080728,Corbera de Llobregat,11,Baix Llobregat,2024,15783,758,-2760,13781,87.3,0.873155,34,2.154217,1,0,0,35,2.217576,false,,,,1.8528,2.2024,1.3673,,1.8431,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,1.8431,1.8431,100,,official,default,true
080734,Cornellà de Llobregat,11,Baix Llobregat,2024,91196,11714,-14415,88494,97,0.970372,89,0.97592,6,0,0,95,1.041712,false,,,,16.191,0.9977,0.5197,,9.2584,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,9.2584,9.2584,100,,official,default,true
080749,Cubelles,17,Garraf,2024,17300,3652,-2984,17968,103.9,1.038613,747,43.179191,6,0,1,754,43.583815,false,,,,26.2557,44.1449,31.1845,,31.7138,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,31.7138,31.7138,100,,official,default,true
080752,Dosrius,21,Maresme,2024,6152,592,-992,5753,93.5,0.935143,21,3.413524,0,4,0,25,4.063719,false,,,,10.9953,3.4899,2.698,,7.4595,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.4595,7.4595,100,,official,default,true
080765,Esparreguera,11,Baix Llobregat,2024,22499,1202,-3266,20435,90.8,0.908263,4,0.177786,1,0,0,5,0.222232,false,,,,7.0308,0.1818,0,,3.9124,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,3.9124,3.9124,100,,official,default,true
080771,Esplugues de Llobregat,11,Baix Llobregat,2024,47700,5930,-8465,45165,94.7,0.946855,18,0.377358,4,0,0,22,0.461216,false,,,,12.7227,0.3858,0.1013,,7.1142,75,municipality,idescat_etca;gencat_tourism_registry_t2h3-cgys,,2026-08-21T21:48:17Z,0.2.0,,IEET municipal not used; score is the documented base formula.,complete,7.1142,7.1142,100,,official,default,true
